employee_id,previous_title,new_title,promotion_date,salary_increase_pct
EMP00240,Facilities manager,"Accountant, chartered",2025-05-21,6.8
EMP06982,Veterinary surgeon,Medical sales representative,2024-11-07,10.3
EMP09738,Product/process development scientist,Barrister's clerk,2022-04-04,6.4
EMP08535,Barrister,Agricultural consultant,2021-08-10,9.0
EMP06251,"Investment banker, corporate",Electrical engineer,2023-12-27,10.2
EMP04944,Data scientist,"Horticulturist, amenity",2022-01-10,22.5
EMP06024,Horticultural consultant,Medical physicist,2021-12-19,16.2
EMP00541,Medical illustrator,Chemical engineer,2025-06-05,24.0
EMP04054,"Radiographer, therapeutic",Public relations account executive,2024-07-07,24.5
EMP03092,"Accountant, chartered public finance","Teacher, special educational needs",2021-10-21,14.3
EMP04957,Trading standards officer,Technical author,2024-05-30,20.7
EMP06716,Forest/woodland manager,Hospital doctor,2026-07-02,23.1
EMP08440,Copy,"Teacher, secondary school",2026-01-18,20.9
EMP01093,Diplomatic Services operational officer,Camera operator,2024-10-04,9.6
EMP05310,Television production assistant,Commercial horticulturist,2023-10-21,20.4
EMP02627,Wellsite geologist,Hospital pharmacist,2025-06-28,17.6
EMP04909,Administrator,"Development worker, community",2024-03-24,20.5
EMP01592,"Research officer, trade union",Chartered legal executive (England and Wales),2025-09-21,8.3
EMP01740,Emergency planning/management officer,Legal secretary,2025-07-13,6.4
EMP01038,"Therapist, occupational",Fish farm manager,2023-09-25,12.5
EMP00340,General practice doctor,Warehouse manager,2022-05-01,8.0
EMP04067,"Research officer, government",Media planner,2022-07-08,15.2
EMP01067,Location manager,"Biochemist, clinical",2026-03-17,23.9
EMP06074,Orthoptist,Air broker,2026-04-17,24.4
EMP01528,"Nurse, children's",Television floor manager,2023-02-15,8.7
EMP05635,"Conservation officer, historic buildings","Scientist, research (maths)",2025-11-12,8.2
EMP06467,"Engineer, chemical","Scientist, physiological",2024-07-29,19.2
EMP05762,Environmental health practitioner,Bonds trader,2022-05-17,13.2
EMP01576,Land,Broadcast journalist,2022-01-15,6.7
EMP06437,Tax adviser,Diplomatic Services operational officer,2026-05-21,20.7
EMP05062,Arboriculturist,"Scientist, marine",2026-06-23,6.8
EMP06970,"Surveyor, rural practice",Child psychotherapist,2022-05-22,16.9
EMP03960,"Conservation officer, nature",Contracting civil engineer,2026-05-03,6.1
EMP08201,"Programme researcher, broadcasting/film/video",Sales promotion account executive,2023-11-14,17.7
EMP05220,Statistician,Ceramics designer,2024-03-03,8.0
EMP06100,"Administrator, Civil Service","Lecturer, further education",2025-11-05,16.2
EMP09692,Field trials officer,"Designer, industrial/product",2024-03-04,12.8
EMP05903,Tax adviser,Control and instrumentation engineer,2024-06-17,24.8
EMP03691,Diplomatic Services operational officer,Publishing rights manager,2022-12-03,7.3
EMP00039,"Surveyor, land/geomatics",Theatre stage manager,2026-06-17,15.2
EMP05980,"Journalist, broadcasting",Chief Operating Officer,2022-04-24,23.9
EMP08716,Geographical information systems officer,Research scientist (physical sciences),2023-12-31,20.1
EMP05854,Paramedic,Community development worker,2025-06-08,20.0
EMP05319,"Scientist, product/process development",Technical author,2022-05-25,17.4
EMP09652,Occupational psychologist,Education administrator,2025-02-03,8.2
EMP09966,Chiropractor,Retail buyer,2023-05-30,15.9
EMP05316,TEFL teacher,"Designer, television/film set",2024-08-02,11.1
EMP08829,Operational researcher,Nature conservation officer,2022-05-01,17.0
EMP01765,Medical technical officer,Ambulance person,2025-04-03,14.6
EMP05337,"Engineer, manufacturing systems",Arboriculturist,2026-05-01,8.1
EMP06244,"Editor, film/video",Multimedia programmer,2022-01-04,22.9
EMP00328,Higher education careers adviser,TEFL teacher,2024-01-06,5.3
EMP06229,Dentist,Investment analyst,2025-05-17,9.5
EMP06034,"Radiographer, diagnostic",TEFL teacher,2024-06-14,24.3
EMP03272,Structural engineer,Television/film/video producer,2025-11-23,13.4
EMP08215,"Chemist, analytical",Ship broker,2022-11-25,21.5
EMP04845,Database administrator,"Journalist, magazine",2026-07-13,18.1
EMP08575,Clinical biochemist,"Civil engineer, contracting",2026-04-21,6.3
EMP04805,"Doctor, hospital",Public house manager,2024-11-27,20.7
EMP06149,Materials engineer,Translator,2025-07-18,7.1
EMP02411,"Engineer, site",Associate Professor,2026-06-29,10.9
EMP05661,Advertising account planner,"Exhibitions officer, museum/gallery",2025-05-14,14.8
EMP07650,Biomedical engineer,Armed forces training and education officer,2021-11-21,22.1
EMP01111,"Research officer, trade union","Conservation officer, historic buildings",2025-03-11,19.7
EMP00479,Animal nutritionist,"Engineer, land",2022-12-27,20.1
EMP00378,"Engineer, building services","Lecturer, higher education",2025-05-02,19.2
EMP08473,"Therapist, drama","Horticulturist, amenity",2025-09-02,19.6
EMP01394,"Designer, furniture","Scientist, water quality",2023-09-08,8.4
EMP02017,"Surveyor, building control",Data processing manager,2025-05-04,22.0
EMP01668,Commercial/residential surveyor,Pension scheme manager,2026-06-15,15.3
EMP04868,"Optician, dispensing",Chartered public finance accountant,2021-12-12,6.2
EMP01163,Outdoor activities/education manager,"Programmer, multimedia",2022-03-22,10.4
EMP08225,Higher education lecturer,Media buyer,2022-12-31,23.4
EMP09511,Chief Operating Officer,"Teacher, adult education",2024-06-07,11.4
EMP09223,"Nurse, children's","Conservator, museum/gallery",2022-12-02,11.9
EMP02186,Environmental manager,Geochemist,2021-10-17,10.2
EMP07934,Clinical molecular geneticist,Customer service manager,2024-09-30,16.9
EMP08246,"Lighting technician, broadcasting/film/video",Social worker,2021-11-01,17.7
EMP04243,"Therapist, music",Secretary/administrator,2025-03-04,14.6
EMP02164,"Presenter, broadcasting",Market researcher,2022-03-25,24.8
EMP02558,Commercial/residential surveyor,Marketing executive,2026-01-09,15.3
EMP04130,Associate Professor,Diagnostic radiographer,2026-06-13,15.9
EMP05265,Nutritional therapist,Speech and language therapist,2025-12-19,7.1
EMP00506,Information systems manager,Dietitian,2023-12-30,14.6
EMP05268,"Buyer, retail",Operational investment banker,2025-11-22,11.7
EMP08996,Animal nutritionist,"Psychologist, educational",2025-03-04,10.0
EMP05343,"Therapist, speech and language",Pensions consultant,2021-10-19,8.7
EMP03968,Patent examiner,"Doctor, hospital",2023-04-28,8.5
EMP02894,Midwife,Advertising account planner,2023-05-25,14.1
EMP01941,"Engineer, control and instrumentation",Location manager,2024-07-06,5.6
EMP04163,"Therapist, occupational",Community education officer,2022-05-09,15.4
EMP09012,"Engineer, aeronautical","Designer, textile",2022-06-23,11.1
EMP02280,Cytogeneticist,Estate manager/land agent,2022-07-07,24.4
EMP00376,"Production assistant, radio",Meteorologist,2025-10-18,14.9
EMP06768,Broadcast engineer,"Surveyor, land/geomatics",2026-02-15,10.0
EMP01292,Production engineer,"Teacher, special educational needs",2022-04-07,14.1
EMP01687,Agricultural engineer,Actor,2026-06-04,24.9
EMP05855,Physiotherapist,Research scientist (medical),2023-03-19,15.9
EMP03710,Translator,"Physicist, medical",2025-07-07,15.4
EMP03332,Further education lecturer,Freight forwarder,2023-04-22,15.9
EMP07149,"Accountant, chartered certified",Geochemist,2022-02-16,7.4
EMP07488,"Horticulturist, amenity",Patent attorney,2024-12-26,24.8
EMP02216,Research scientist (maths),Hotel manager,2025-02-04,15.7
EMP01060,"Scientist, forensic",Hydrogeologist,2022-02-21,15.3
EMP07291,Optometrist,"Scientist, research (medical)",2025-05-25,11.7
EMP02708,Optometrist,"Biochemist, clinical",2024-11-11,21.8
EMP07552,Conference centre manager,Physiological scientist,2021-09-16,6.5
EMP00937,Civil Service administrator,Rural practice surveyor,2026-06-14,18.2
EMP03766,Patent examiner,Haematologist,2025-01-03,11.5
EMP07128,"Engineer, electrical",Dramatherapist,2023-05-30,5.3
EMP03863,"Civil engineer, consulting",Building services engineer,2022-10-30,14.6
EMP03791,Video editor,"Therapist, occupational",2024-06-19,16.6
EMP07420,Public librarian,Retail merchandiser,2022-09-14,24.8
EMP00537,"Scientist, audiological","Administrator, local government",2024-01-26,18.3
EMP03181,Chartered accountant,Building surveyor,2022-09-17,21.1
EMP05467,Geographical information systems officer,Psychiatrist,2025-02-19,14.7
EMP07369,Sports administrator,Geophysicist/field seismologist,2023-08-23,15.3
EMP04896,Astronomer,Operations geologist,2022-11-08,8.0
EMP08805,Energy manager,"Nurse, adult",2022-05-31,22.7
EMP07622,Hydrographic surveyor,"Surveyor, building",2025-01-26,20.8
EMP02154,Market researcher,Conference centre manager,2022-05-24,12.8
EMP04183,"Surveyor, commercial/residential",Bonds trader,2025-09-30,7.9
EMP08796,Clinical cytogeneticist,Environmental consultant,2023-09-19,15.6
EMP01297,Film/video editor,Translator,2026-03-28,8.3
EMP08214,"Engineer, structural",Advertising account executive,2023-10-05,18.7
EMP05004,Garment/textile technologist,"Designer, graphic",2026-01-27,10.5
EMP05577,Accounting technician,Hydrogeologist,2021-10-21,18.1
EMP01819,Arts administrator,Press photographer,2022-04-30,17.0
EMP06689,"Therapist, art","Designer, ceramics/pottery",2022-05-04,9.2
EMP08773,Probation officer,Charity officer,2023-09-22,18.9
EMP02887,"Engineer, manufacturing systems",Tourist information centre manager,2022-08-09,18.4
EMP02702,Magazine journalist,"Designer, television/film set",2024-06-20,19.4
EMP00884,Trade mark attorney,Charity officer,2022-03-05,12.4
EMP05502,Intelligence analyst,Radiation protection practitioner,2023-10-11,6.7
EMP00894,"Physicist, medical",Music therapist,2023-01-09,18.5
EMP04508,Jewellery designer,"Conservation officer, nature",2022-03-14,20.8
EMP07591,Financial planner,Mechanical engineer,2025-01-07,16.5
EMP01995,Contractor,Minerals surveyor,2024-12-16,6.3
EMP05012,"Engineer, energy","Lecturer, higher education",2022-02-28,17.0
EMP09089,Medical technical officer,Homeopath,2024-04-04,24.2
EMP07768,Operations geologist,Bonds trader,2024-10-19,12.4
EMP05486,Furniture designer,Environmental education officer,2022-04-21,19.8
EMP06282,Lobbyist,Physiological scientist,2025-01-21,19.6
EMP01341,Osteopath,"Administrator, Civil Service",2021-11-06,12.2
EMP05858,Clinical biochemist,Furniture conservator/restorer,2022-03-07,21.1
EMP07878,"Research officer, political party",Structural engineer,2025-02-14,20.3
EMP02855,Pension scheme manager,Musician,2023-05-26,13.8
EMP03365,Mental health nurse,Warehouse manager,2025-09-16,8.1
EMP03684,Customer service manager,"Surveyor, building control",2024-11-23,24.4
EMP04311,Geophysical data processor,Chiropractor,2025-09-25,5.3
EMP00316,"Accountant, chartered public finance","Administrator, sports",2024-06-19,14.6
EMP02147,Advertising copywriter,Environmental health practitioner,2025-04-24,9.6
EMP04500,Lobbyist,"Engineer, agricultural",2023-09-23,18.2
EMP00646,"Teacher, special educational needs",Data scientist,2023-07-19,19.6
EMP02990,Agricultural consultant,Ophthalmologist,2023-08-08,6.0
EMP07414,"Horticulturist, commercial","Designer, television/film set",2022-10-04,11.8
EMP07578,"Teacher, early years/pre",Operational investment banker,2025-03-25,19.3
EMP01996,Psychotherapist,Fashion designer,2023-09-13,13.0
EMP06440,Retail buyer,Television/film/video producer,2024-04-07,17.3
EMP01272,Medical laboratory scientific officer,Probation officer,2025-01-04,8.0
EMP05647,Pension scheme manager,Rural practice surveyor,2024-11-06,17.6
EMP01979,Seismic interpreter,Pension scheme manager,2022-07-26,12.2
EMP07264,Nature conservation officer,Barrister's clerk,2024-09-08,9.3
EMP00065,Museum/gallery exhibitions officer,Pensions consultant,2024-10-06,8.7
EMP09321,"Conservation officer, nature","Engineer, mining",2023-05-03,8.5
EMP05221,"Psychologist, occupational",Advertising copywriter,2023-05-27,5.8
EMP02123,Air traffic controller,Chartered certified accountant,2025-08-29,18.6
EMP05487,"Psychologist, prison and probation services","Designer, blown glass/stained glass",2023-03-04,8.6
EMP01060,Surgeon,"Psychologist, forensic",2022-07-15,10.0
EMP05341,"Designer, multimedia","Designer, interior/spatial",2024-08-30,20.6
EMP06526,Clothing/textile technologist,Management consultant,2025-03-03,20.9
EMP09801,"Engineer, electronics","Therapist, music",2022-02-22,11.2
EMP00739,Purchasing manager,Facilities manager,2026-04-21,11.7
EMP05427,Food technologist,Commissioning editor,2022-05-05,7.9
EMP00476,"Psychologist, sport and exercise",Food technologist,2025-09-25,22.3
EMP01281,Statistician,Applications developer,2024-03-04,20.1
EMP07519,"Engineer, petroleum",Warden/ranger,2024-01-30,10.1
EMP05121,Publishing rights manager,"Engineer, broadcasting (operations)",2025-11-14,18.2
EMP03239,Exercise physiologist,Electronics engineer,2025-03-06,20.7
EMP06380,"Engineer, civil (contracting)",Patent examiner,2023-06-22,18.5
EMP07666,Accounting technician,Financial adviser,2023-10-02,18.5
EMP00089,Warden/ranger,Solicitor,2024-05-04,7.7
EMP03499,Glass blower/designer,Social worker,2025-06-06,10.3
EMP00744,"Designer, jewellery","Therapist, art",2022-06-12,20.4
EMP05658,Production engineer,"Therapist, sports",2023-09-15,20.4
EMP05455,Chartered management accountant,Environmental health practitioner,2022-02-09,14.2
EMP09671,"Therapist, drama","Chemist, analytical",2026-05-25,7.4
EMP02047,Lexicographer,Politician's assistant,2021-12-07,14.5
EMP09977,Interpreter,"Surveyor, land/geomatics",2023-04-01,15.9
EMP07858,Ceramics designer,English as a second language teacher,2021-11-02,5.3
EMP07890,Medical technical officer,Museum/gallery curator,2022-01-28,7.8
EMP04331,Proofreader,Exhibition designer,2023-12-16,22.2
EMP04141,Museum/gallery exhibitions officer,Editorial assistant,2023-01-15,9.1
EMP00787,Automotive engineer,Operational researcher,2024-03-12,22.6
EMP05964,"Therapist, speech and language","Engineer, mining",2022-12-12,10.8
EMP00336,Warehouse manager,"Engineer, aeronautical",2024-09-23,18.4
EMP08085,Public librarian,Toxicologist,2025-03-14,14.8
EMP06469,Pharmacologist,Chiropodist,2023-01-16,20.5
EMP07553,Cartographer,Proofreader,2023-11-10,15.3
EMP02983,Administrator,"Accountant, chartered public finance",2022-04-29,12.3
EMP03314,"Scientist, product/process development",English as a foreign language teacher,2026-04-09,16.2
EMP01062,Set designer,Estate manager/land agent,2025-02-22,5.9
EMP00540,Call centre manager,Oncologist,2024-09-08,9.8
EMP00340,Physiotherapist,Transport planner,2025-01-01,15.7
EMP02244,"Production assistant, television",Statistician,2021-10-07,7.5
EMP02973,Learning mentor,Haematologist,2024-12-03,17.3
EMP08096,"Nurse, children's",Secretary/administrator,2024-03-16,23.2
EMP04239,"Engineer, electrical","Geologist, engineering",2024-03-30,7.3
EMP06110,Drilling engineer,Furniture conservator/restorer,2023-09-06,11.0
EMP01222,Transport planner,English as a foreign language teacher,2022-02-28,6.7
EMP08455,"Lecturer, further education",Management consultant,2022-02-09,10.2
EMP06828,Government social research officer,Art gallery manager,2024-01-11,23.8
EMP07398,"Lecturer, higher education",Clinical biochemist,2026-05-27,14.0
EMP05144,Administrator,Diagnostic radiographer,2026-04-20,16.9
EMP01981,Race relations officer,"Production assistant, television",2023-04-13,6.0
EMP07147,Geophysical data processor,Prison officer,2025-08-13,11.8
EMP00069,Chief Operating Officer,"Journalist, newspaper",2023-09-17,11.0
EMP01686,Emergency planning/management officer,Mining engineer,2022-08-25,15.2
EMP01650,Museum/gallery curator,Armed forces logistics/support/administrative officer,2022-05-21,9.6
EMP08768,"Librarian, academic",Occupational psychologist,2022-02-02,9.4
EMP05201,Intelligence analyst,"Engineer, structural",2025-03-03,19.1
EMP01074,Chartered loss adjuster,"Editor, commissioning",2022-09-18,6.8
EMP06212,Logistics and distribution manager,Bookseller,2023-06-04,19.7
EMP04250,Child psychotherapist,"Designer, television/film set",2022-07-16,16.8
EMP05518,IT trainer,Architectural technologist,2023-07-06,20.5
EMP02773,Computer games developer,Tree surgeon,2024-05-05,23.8
EMP08073,"Social research officer, government",Air traffic controller,2023-01-29,23.4
EMP02372,Higher education lecturer,Media buyer,2025-12-14,5.5
EMP04520,"Programmer, systems",Clothing/textile technologist,2025-04-19,5.6
EMP03362,Amenity horticulturist,"Psychologist, clinical",2021-12-02,17.4
EMP03899,"Therapist, nutritional",Film/video editor,2023-08-07,20.8
EMP06874,IT sales professional,Drilling engineer,2026-07-13,12.6
EMP00401,"Nurse, children's",Retail buyer,2021-10-04,8.9
EMP00814,Automotive engineer,Management consultant,2024-12-09,9.4
EMP02636,Naval architect,Agricultural consultant,2026-06-21,17.5
EMP07960,Private music teacher,Aid worker,2024-10-12,21.9
EMP08421,Brewing technologist,Proofreader,2025-11-11,9.4
EMP00860,"Research officer, government","Designer, fashion/clothing",2022-05-29,9.0
EMP08657,Social worker,Advertising account planner,2025-06-22,11.0
EMP00369,"Engineer, water",Statistician,2021-11-30,8.0
EMP07509,"Engineer, technical sales","Engineer, manufacturing",2022-11-06,6.2
EMP01982,Chief Marketing Officer,Dancer,2026-07-02,18.9
EMP09753,Press sub,Oceanographer,2026-05-21,6.8
EMP07090,Emergency planning/management officer,"Scientist, physiological",2023-12-02,18.8
EMP00632,Cabin crew,Glass blower/designer,2022-10-16,7.4
EMP08007,"Scientist, biomedical","Lecturer, further education",2026-03-03,12.3
EMP03256,"Conservation officer, nature",Sports coach,2024-05-10,8.3
EMP05329,Barrister's clerk,"Engineer, manufacturing",2023-12-30,12.3
EMP00600,Art therapist,Associate Professor,2023-09-10,22.1
EMP08741,Investment analyst,Logistics and distribution manager,2022-09-22,21.2
EMP03372,Sales executive,Probation officer,2021-12-06,13.5
EMP05356,Health physicist,Forest/woodland manager,2023-12-26,9.0
EMP09543,Medical physicist,"Surveyor, commercial/residential",2025-06-05,12.9
EMP03766,Orthoptist,Retail buyer,2022-01-21,17.5
EMP07059,Agricultural engineer,Paediatric nurse,2023-09-20,9.4
EMP07547,Transport planner,Architect,2025-12-04,12.2
EMP03862,Public relations account executive,Bookseller,2025-09-10,20.9
EMP00263,Diplomatic Services operational officer,Exercise physiologist,2021-08-04,14.6
EMP09400,Land/geomatics surveyor,Management consultant,2025-05-12,14.6
EMP03679,Farm manager,Production engineer,2021-12-17,6.7
EMP02980,Commercial/residential surveyor,Advertising copywriter,2024-02-11,8.0
EMP09814,Proofreader,"Geologist, engineering",2022-02-20,6.9
EMP04521,"Administrator, arts","Teacher, music",2021-11-30,8.5
EMP08140,Paramedic,Estate agent,2022-07-10,21.0
EMP00374,"Copywriter, advertising",Civil Service administrator,2023-09-26,9.5
EMP03557,Broadcast engineer,Web designer,2022-08-08,7.6
EMP07669,Fine artist,Paramedic,2023-09-07,16.0
EMP07446,"Psychologist, prison and probation services",Logistics and distribution manager,2023-08-30,24.7
EMP09891,Financial trader,Local government officer,2025-03-09,10.8
EMP03225,Health service manager,Ambulance person,2025-01-02,19.7
EMP08037,Field trials officer,Production engineer,2024-05-13,9.8
EMP05394,Plant breeder/geneticist,Physiotherapist,2023-03-29,14.5
EMP02117,Human resources officer,Operations geologist,2022-10-07,9.2
EMP01765,Building surveyor,Estate agent,2024-06-16,16.9
EMP06822,Artist,Animator,2022-01-04,21.6
EMP07338,Market researcher,"Designer, blown glass/stained glass",2024-12-15,19.5
EMP05307,Telecommunications researcher,"Doctor, general practice",2021-10-19,15.0
EMP06737,Community education officer,"Designer, textile",2023-04-16,10.0
EMP00346,"Therapist, music","Librarian, public",2024-11-10,20.8
EMP00822,"Designer, textile",Community pharmacist,2022-04-11,7.3
EMP04059,Sports therapist,"Restaurant manager, fast food",2022-09-19,13.0
EMP06098,"Lecturer, further education",Geophysical data processor,2025-05-02,24.1
EMP00731,Editorial assistant,Retail banker,2024-05-07,24.0
EMP00259,Furniture conservator/restorer,"Production designer, theatre/television/film",2024-04-21,7.2
EMP08205,"Psychologist, sport and exercise",Clinical biochemist,2024-10-25,10.0
EMP01065,"Research officer, government","Teacher, English as a foreign language",2024-01-22,8.9
EMP02983,Dramatherapist,Clinical cytogeneticist,2026-05-30,8.9
EMP00972,Call centre manager,"Producer, radio",2025-07-18,5.3
EMP01953,Dance movement psychotherapist,Ranger/warden,2024-07-25,21.0
EMP08996,Financial trader,Quality manager,2025-08-20,5.7
EMP09500,Editorial assistant,Fisheries officer,2026-06-11,21.9
EMP00426,"Journalist, magazine","Production assistant, television",2025-07-01,20.2
EMP06000,Chief of Staff,Planning and development surveyor,2023-12-26,13.0
EMP02796,Radio producer,"Therapist, drama",2024-04-18,8.3
EMP09038,Photographer,Medical secretary,2023-02-08,12.5
EMP01200,Customer service manager,"Therapist, music",2023-07-01,14.6
EMP03509,"Accountant, chartered",Geochemist,2025-09-09,8.6
EMP09569,Industrial buyer,Commercial art gallery manager,2021-11-03,10.4
EMP09178,Petroleum engineer,Animal technologist,2021-12-18,20.6
EMP02518,"Therapist, drama",Cartographer,2023-03-19,13.5
EMP09749,"Programmer, applications",Civil Service fast streamer,2026-07-28,12.1
EMP04525,Paramedic,"Accountant, chartered management",2022-01-06,5.7
EMP07794,"Scientist, physiological",Advertising copywriter,2024-05-12,13.3
EMP04091,Chief Operating Officer,Haematologist,2024-02-14,19.5
EMP06222,Interpreter,Animator,2025-11-16,20.8
EMP07469,Risk manager,"Designer, interior/spatial",2025-04-27,13.2
EMP01348,Information officer,Marine scientist,2026-05-06,16.8
EMP06279,"Programmer, multimedia","Programmer, multimedia",2024-01-15,18.5
EMP07701,Academic librarian,Medical illustrator,2024-09-04,24.4
EMP09613,Broadcast journalist,Television/film/video producer,2023-12-04,6.7
EMP03329,Cytogeneticist,"Designer, jewellery",2023-10-13,19.0
EMP06014,Insurance claims handler,Health and safety inspector,2022-08-04,16.5
EMP06046,"Engineer, chemical",Diplomatic Services operational officer,2026-01-05,13.1
EMP01218,Technical brewer,"Engineer, agricultural",2021-12-16,8.7
EMP00460,Farm manager,"Sound technician, broadcasting/film/video",2024-09-06,24.1
EMP07404,Insurance broker,Recycling officer,2023-12-15,8.1
EMP06137,Make,Air broker,2025-05-04,15.9
EMP01863,Acupuncturist,Physiotherapist,2022-12-12,9.9
EMP00262,"Conservator, museum/gallery",Glass blower/designer,2025-10-22,7.7
EMP00237,Sub,Police officer,2025-12-22,14.1
EMP06714,Trade union research officer,Orthoptist,2025-11-08,15.7
EMP09134,Art gallery manager,"Engineer, chemical",2023-04-21,10.7
EMP02250,"Therapist, drama",Control and instrumentation engineer,2023-09-17,7.9
EMP09186,"Civil engineer, consulting",Education administrator,2021-12-05,5.4
EMP09837,"Psychologist, occupational",Industrial/product designer,2022-04-12,22.9
EMP04821,Archivist,"Engineer, agricultural",2021-09-01,12.0
EMP01131,Soil scientist,"Psychologist, forensic",2026-01-09,16.9
EMP06323,Community development worker,"Doctor, general practice",2023-08-12,11.2
EMP07080,Customer service manager,"Engineer, petroleum",2025-11-04,24.6
EMP02804,Clinical molecular geneticist,Ophthalmologist,2021-12-29,19.0
EMP08665,Insurance risk surveyor,Statistician,2021-09-16,11.7
EMP07968,Nature conservation officer,Civil Service fast streamer,2024-08-20,21.9
EMP06389,Financial planner,Holiday representative,2026-05-31,23.1
EMP03664,Secretary/administrator,Ambulance person,2023-07-28,21.6
EMP09010,"Engineer, communications",Trade mark attorney,2023-01-15,18.8
EMP07089,Animator,Science writer,2021-11-08,23.4
EMP09446,Economist,Charity fundraiser,2022-06-05,11.3
EMP09888,Oceanographer,Amenity horticulturist,2023-03-11,22.0
EMP06269,Furniture designer,"Engineer, aeronautical",2024-03-31,20.1
EMP00372,Exercise physiologist,Office manager,2024-11-03,17.2
EMP05241,Energy engineer,Government social research officer,2021-12-29,9.8
EMP09834,Brewing technologist,Clinical cytogeneticist,2023-05-07,15.4
EMP03365,Marketing executive,Recruitment consultant,2022-07-29,11.1
EMP07211,"Psychologist, forensic",Environmental health practitioner,2021-10-02,10.3
EMP05346,Information officer,Social worker,2022-08-25,12.4
EMP05141,Facilities manager,Waste management officer,2026-06-02,19.0
EMP05148,"Investment banker, operational",Horticultural therapist,2024-05-22,13.5
EMP04899,Sports development officer,"Therapist, drama",2022-06-18,18.4
EMP09280,Industrial/product designer,"Surveyor, mining",2025-08-30,15.9
EMP08328,Psychiatrist,Medical secretary,2022-11-26,11.3
EMP07058,Sports coach,Water quality scientist,2026-01-14,23.4
EMP01444,"Engineer, biomedical","Education officer, museum",2021-09-20,9.9
EMP05397,"Merchandiser, retail","Designer, multimedia",2025-07-16,18.7
EMP04247,Sales promotion account executive,"Designer, textile",2026-06-06,15.6
EMP00699,"Teacher, secondary school",Herbalist,2021-11-20,18.0
EMP06277,Chief Executive Officer,Catering manager,2021-10-29,23.6
EMP05475,"Designer, jewellery","Engineer, electrical",2022-04-07,22.4
EMP01213,Graphic designer,"Lecturer, further education",2023-05-18,13.1
EMP01930,Location manager,Adult guidance worker,2024-10-20,24.1
EMP02620,Senior tax professional/tax inspector,Child psychotherapist,2021-09-28,20.6
EMP05280,Land/geomatics surveyor,Museum education officer,2024-10-04,6.6
EMP04092,Television/film/video producer,Government social research officer,2023-07-10,9.3
EMP05044,"Surveyor, rural practice","Accountant, chartered certified",2024-01-15,23.6
EMP08370,Public librarian,Public librarian,2025-10-15,19.9
EMP06516,Training and development officer,Counsellor,2023-01-14,18.2
EMP03930,"Designer, furniture","Programmer, multimedia",2026-01-04,15.1
EMP09774,"Sound technician, broadcasting/film/video",Solicitor,2025-04-09,17.6
EMP01821,Best boy,Customer service manager,2024-10-27,20.4
EMP08583,Oncologist,Product/process development scientist,2021-08-31,18.9
EMP02504,Forest/woodland manager,Public relations officer,2025-12-15,12.6
EMP09319,Lawyer,"Geologist, engineering",2024-11-04,18.5
EMP07450,Furniture designer,"Scientist, forensic",2022-08-26,9.4
EMP01284,Clothing/textile technologist,"Civil engineer, consulting",2023-09-15,19.7
EMP03282,"Surveyor, building","Engineer, technical sales",2023-01-16,22.2
EMP05453,Government social research officer,Location manager,2024-08-18,15.4
EMP05183,Commissioning editor,Mental health nurse,2022-02-22,20.7
EMP00689,Local government officer,Writer,2024-06-19,24.6
EMP08583,"Buyer, retail",Education administrator,2021-11-01,8.1
EMP06343,Pharmacologist,Data scientist,2022-12-15,9.7
EMP02642,"Doctor, general practice",Community development worker,2024-01-25,23.8
EMP06170,Artist,Geophysicist/field seismologist,2024-03-25,24.7
EMP05085,Administrator,Consulting civil engineer,2023-04-12,15.6
EMP05151,Chief Operating Officer,Land/geomatics surveyor,2024-05-22,22.9
EMP09122,Product designer,Investment analyst,2022-11-22,9.0
EMP09614,Higher education careers adviser,Fast food restaurant manager,2022-08-07,5.4
EMP04649,"Civil engineer, contracting",Energy engineer,2023-12-07,11.1
EMP04471,Estate manager/land agent,"Research officer, political party",2022-02-17,9.5
EMP03262,Textile designer,"Programmer, applications",2022-03-06,9.1
EMP07224,Film/video editor,Bonds trader,2022-07-24,7.7
EMP09068,Phytotherapist,"Psychologist, occupational",2022-12-16,19.8
EMP08205,Chief of Staff,Cartographer,2022-03-06,10.0
EMP03751,Furniture designer,Child psychotherapist,2023-09-23,5.7
EMP04302,"Surveyor, insurance","Engineer, energy",2023-03-03,8.8
EMP01439,Interior and spatial designer,Glass blower/designer,2023-12-26,19.6
EMP01986,Adult guidance worker,Geophysicist/field seismologist,2024-12-04,13.9
EMP01436,"Accountant, chartered","Surveyor, planning and development",2022-07-20,9.3
EMP03127,Geophysicist/field seismologist,"Copywriter, advertising",2024-08-17,18.9
EMP01779,Chief Technology Officer,"Accountant, chartered",2022-03-15,7.8
EMP01592,Health and safety inspector,"Administrator, charities/voluntary organisations",2022-02-28,24.9
EMP05722,Research scientist (life sciences),Metallurgist,2024-10-13,24.3
EMP04092,Biomedical scientist,Academic librarian,2022-07-28,20.7
EMP09712,Tree surgeon,Corporate treasurer,2023-04-22,16.8
EMP05897,Magazine journalist,Toxicologist,2023-02-09,19.6
EMP01545,"Engineer, agricultural","Editor, commissioning",2024-04-14,18.8
EMP03543,Lobbyist,Forensic scientist,2021-09-06,21.7
EMP08008,Educational psychologist,Further education lecturer,2025-08-29,15.4
EMP01926,IT technical support officer,Oncologist,2023-12-16,23.8
