review_id,employee_id,review_date,score,reviewer_id
PR11990,EMP03195,2023-11-25,3.2,EMP04807
PR11991,EMP09614,2024-05-20,3.5,EMP02200
PR11992,EMP09853,2024-09-02,1.5,EMP02877
PR11993,EMP05966,2025-08-15,2.9,EMP05364
PR11994,EMP00252,2025-11-11,3.2,EMP08007
PR11995,EMP08189,2025-08-31,2.1,EMP04235
PR11996,EMP08953,2026-04-15,2.9,EMP07838
PR11997,EMP08089,2026-01-31,3.6,EMP03745
PR11998,EMP06396,2024-06-09,2.3,EMP02275
PR11999,EMP05195,2025-06-04,4.9,EMP03722
PR12000,EMP07961,2025-09-15,4.8,EMP03291
PR12001,EMP02032,2026-04-09,3.9,EMP03916
PR12002,EMP07473,2025-06-05,2.9,EMP09885
PR12003,EMP01174,2025-04-22,2.7,EMP09873
PR12004,EMP02971,2023-09-04,4.4,EMP01467
PR12005,EMP08538,2026-06-15,1.3,EMP08210
PR12006,EMP00528,2024-03-14,3.4,EMP09098
PR12007,EMP05479,2025-04-26,2.3,EMP00506
PR12008,EMP01551,2026-08-04,4.4,EMP08484
PR12009,EMP07758,2023-10-22,2.9,EMP09489
PR12010,EMP04613,2024-05-20,1.7,EMP05933
PR12011,EMP03765,2026-04-01,4.7,EMP00531
PR12012,EMP02519,2026-05-14,4.2,EMP02321
PR12013,EMP01815,2026-03-05,2.2,EMP04152
PR12014,EMP08922,2024-11-17,4.7,EMP02060
PR12015,EMP04887,2025-10-03,4.7,EMP01295
PR12016,EMP00790,2026-04-12,4.6,EMP08124
PR12017,EMP08809,2024-04-09,4.2,EMP03398
PR12018,EMP02128,2025-02-11,4.4,EMP00577
PR12019,EMP07237,2023-10-26,3.8,EMP00624
PR12020,EMP05084,2023-11-22,4.4,EMP04456
PR12021,EMP06946,2024-09-24,4.1,EMP00593
PR12022,EMP00354,2025-07-20,2.2,EMP02952
PR12023,EMP09323,2025-10-28,3.5,EMP08992
PR12024,EMP03167,2026-04-30,3.1,EMP02513
PR12025,EMP09244,2024-01-08,2.4,EMP04883
PR12026,EMP02210,2024-06-20,4.4,EMP05311
PR12027,EMP08812,2026-03-04,1.8,EMP05188
PR12028,EMP05325,2024-04-18,4.0,EMP04130
PR12029,EMP03986,2024-08-02,1.9,EMP07530
PR12030,EMP06601,2024-08-19,2.3,EMP02141
PR12031,EMP03382,2024-05-09,4.1,EMP07241
PR12032,EMP07485,2023-10-07,3.1,EMP02107
PR12033,EMP07250,2026-03-04,2.1,EMP03630
PR12034,EMP00731,2024-07-20,1.4,EMP06831
PR12035,EMP03517,2025-08-21,2.4,EMP04131
PR12036,EMP00803,2026-07-11,2.7,EMP08228
PR12037,EMP08633,2023-08-07,2.1,EMP01968
PR12038,EMP07587,2025-01-14,2.1,EMP00417
PR12039,EMP09372,2025-09-07,2.9,EMP06745
PR12040,EMP03600,2024-01-19,3.6,EMP02656
PR12041,EMP01589,2025-05-30,4.8,EMP02134
PR12042,EMP07832,2024-05-29,2.9,EMP00482
PR12043,EMP06452,2024-12-13,3.9,EMP03036
PR12044,EMP00329,2025-03-12,4.4,EMP01148
PR12045,EMP07441,2026-03-07,4.5,EMP03982
PR12046,EMP01789,2025-06-12,3.1,EMP02638
PR12047,EMP02382,2025-11-05,2.2,EMP05883
PR12048,EMP09485,2025-06-08,3.1,EMP07753
PR12049,EMP09719,2025-04-12,2.1,EMP07165
PR12050,EMP06974,2026-02-21,4.2,EMP04993
PR12051,EMP00150,2026-06-06,4.3,EMP04817
PR12052,EMP00134,2025-03-02,5.0,EMP08327
PR12053,EMP05708,2024-03-12,1.0,EMP04295
PR12054,EMP07502,2025-09-08,1.4,EMP08204
PR12055,EMP07534,2023-09-07,2.9,EMP04571
PR12056,EMP08624,2024-09-20,4.8,EMP05070
PR12057,EMP06956,2023-08-29,2.0,EMP04137
PR12058,EMP03254,2025-01-11,2.9,EMP05067
PR12059,EMP01095,2024-02-16,2.8,EMP06554
PR12060,EMP00512,2024-06-29,4.1,EMP02415
PR12061,EMP09013,2026-02-26,4.1,EMP09265
PR12062,EMP07924,2024-07-23,1.5,EMP02332
PR12063,EMP02287,2024-04-09,3.2,EMP09844
PR12064,EMP01906,2026-06-17,3.9,EMP08915
PR12065,EMP04708,2025-05-22,1.5,EMP05226
PR12066,EMP00858,2024-12-21,3.3,EMP05376
PR12067,EMP05740,2026-04-12,2.7,EMP08495
PR12068,EMP09075,2024-06-18,2.2,EMP01507
PR12069,EMP06583,2025-03-30,3.5,EMP03679
PR12070,EMP01195,2025-01-15,4.0,EMP04882
PR12071,EMP00549,2024-11-21,2.7,EMP01558
PR12072,EMP02894,2025-08-05,2.8,EMP06937
PR12073,EMP05984,2024-09-27,4.2,EMP09469
PR12074,EMP01369,2025-02-18,2.1,EMP00958
PR12075,EMP06296,2026-05-07,2.4,EMP08435
PR12076,EMP03882,2024-12-21,3.9,EMP05560
PR12077,EMP04223,2025-06-13,1.2,EMP09077
PR12078,EMP01220,2024-08-12,1.0,EMP09448
PR12079,EMP01099,2024-10-13,3.2,EMP01693
PR12080,EMP02782,2023-11-27,4.6,EMP03775
PR12081,EMP03034,2025-03-29,4.0,EMP02709
PR12082,EMP00201,2026-07-16,1.2,EMP05276
PR12083,EMP04007,2025-04-30,1.6,EMP01837
PR12084,EMP00566,2024-09-03,4.7,EMP01225
PR12085,EMP02671,2024-02-15,1.5,EMP01040
PR12086,EMP00921,2024-03-05,2.5,EMP01948
PR12087,EMP05863,2026-07-04,4.8,EMP00079
PR12088,EMP00922,2023-09-01,3.2,EMP03523
PR12089,EMP02979,2024-08-19,1.4,EMP00043
PR12090,EMP07235,2024-01-29,1.0,EMP01813
PR12091,EMP03782,2024-03-03,2.6,EMP06150
PR12092,EMP07995,2025-11-15,1.7,EMP00214
PR12093,EMP09795,2023-08-24,4.1,EMP07484
PR12094,EMP09382,2023-08-18,4.1,EMP09729
PR12095,EMP08924,2023-10-18,4.3,EMP07049
PR12096,EMP07112,2025-10-25,2.7,EMP00502
PR12097,EMP09835,2025-01-30,3.2,EMP05539
PR12098,EMP05394,2024-08-09,1.4,EMP04695
PR12099,EMP00665,2023-10-06,4.1,EMP07730
PR12100,EMP03962,2026-04-29,3.6,EMP01317
PR12101,EMP08055,2023-09-08,3.1,EMP02756
PR12102,EMP09113,2024-10-13,3.8,EMP05771
PR12103,EMP07998,2025-05-06,2.3,EMP04666
PR12104,EMP03497,2026-07-22,4.7,EMP01583
PR12105,EMP04593,2025-12-14,4.5,EMP07589
PR12106,EMP02692,2024-04-25,3.0,EMP01013
PR12107,EMP00809,2026-06-01,3.7,EMP08563
PR12108,EMP00330,2025-07-05,4.3,EMP01366
PR12109,EMP05628,2026-05-23,1.6,EMP09467
PR12110,EMP05307,2025-09-07,1.1,EMP08276
PR12111,EMP02291,2025-03-20,2.2,EMP01650
PR12112,EMP05833,2024-04-24,1.2,EMP09929
PR12113,EMP09727,2026-01-11,4.1,EMP00470
PR12114,EMP06152,2023-11-17,3.5,EMP07252
PR12115,EMP07629,2025-06-20,4.7,EMP03208
PR12116,EMP09283,2026-02-07,2.5,EMP00809
PR12117,EMP02319,2025-08-31,1.0,EMP08901
PR12118,EMP08782,2024-10-22,2.9,EMP07970
PR12119,EMP03547,2024-06-03,4.6,EMP07516
PR12120,EMP07493,2025-10-23,1.8,EMP08522
PR12121,EMP02539,2025-05-11,3.9,EMP03613
PR12122,EMP06037,2026-02-24,2.2,EMP09075
PR12123,EMP04122,2025-04-29,4.1,EMP09312
PR12124,EMP03540,2024-04-24,3.6,EMP02519
PR12125,EMP07631,2024-10-30,3.4,EMP01580
PR12126,EMP05901,2024-03-25,2.4,EMP09529
PR12127,EMP05785,2024-10-16,5.0,EMP02468
PR12128,EMP07346,2025-12-15,4.6,EMP01260
PR12129,EMP01323,2024-04-09,3.6,EMP08333
PR12130,EMP08561,2026-06-02,4.6,EMP07248
PR12131,EMP07420,2024-03-14,4.0,EMP09456
PR12132,EMP09037,2023-08-12,1.3,EMP00457
PR12133,EMP00486,2023-12-28,3.2,EMP04129
PR12134,EMP07952,2025-08-05,3.2,EMP05873
PR12135,EMP01512,2024-12-09,2.8,EMP06159
PR12136,EMP07020,2026-01-07,1.8,EMP04681
PR12137,EMP08407,2026-06-18,1.9,EMP02484
PR12138,EMP05535,2025-10-28,1.3,EMP04434
PR12139,EMP02575,2024-11-18,1.3,EMP07025
PR12140,EMP09689,2025-08-03,1.6,EMP06654
PR12141,EMP05250,2025-02-28,2.5,EMP01529
PR12142,EMP00151,2023-12-19,2.4,EMP06010
PR12143,EMP07166,2023-09-23,2.2,EMP07964
PR12144,EMP00486,2026-04-03,3.5,EMP06645
PR12145,EMP07870,2026-05-09,2.5,EMP00496
PR12146,EMP03324,2025-09-25,3.5,EMP01625
PR12147,EMP00034,2024-10-18,4.0,EMP08057
PR12148,EMP00404,2025-05-26,1.2,EMP01786
PR12149,EMP05326,2024-05-11,2.4,EMP00284
PR12150,EMP09150,2025-01-17,1.7,EMP02247
PR12151,EMP01346,2025-12-15,1.6,EMP07532
PR12152,EMP03133,2024-08-02,2.8,EMP05919
PR12153,EMP00322,2024-01-09,1.9,EMP04233
PR12154,EMP02132,2023-11-05,4.1,EMP05797
PR12155,EMP04671,2023-12-02,3.0,EMP07633
PR12156,EMP04631,2025-07-14,5.0,EMP03305
PR12157,EMP06671,2023-09-24,4.2,EMP03956
PR12158,EMP00607,2023-11-28,1.7,EMP08235
PR12159,EMP05941,2024-11-26,1.8,EMP04587
PR12160,EMP01865,2024-04-01,1.7,EMP04094
PR12161,EMP00930,2024-05-25,3.2,EMP09001
PR12162,EMP07539,2026-04-03,4.3,EMP03040
PR12163,EMP00465,2024-10-24,2.9,EMP01647
PR12164,EMP05057,2024-08-10,1.3,EMP03427
PR12165,EMP09264,2023-11-28,2.6,EMP03355
PR12166,EMP01533,2025-10-31,1.3,EMP01088
PR12167,EMP03406,2024-07-05,3.0,EMP02752
PR12168,EMP06878,2025-07-09,2.2,EMP05244
PR12169,EMP03786,2023-11-02,4.2,EMP05293
PR12170,EMP00892,2024-08-17,4.3,EMP08961
PR12171,EMP06700,2024-09-19,3.0,EMP08899
PR12172,EMP04194,2024-09-25,2.8,EMP07473
PR12173,EMP06797,2025-08-20,4.5,EMP08275
PR12174,EMP09126,2024-08-09,4.9,EMP05288
PR12175,EMP04783,2025-04-25,1.7,EMP09374
PR12176,EMP00450,2025-08-15,3.2,EMP00503
PR12177,EMP07502,2026-06-24,1.5,EMP06398
PR12178,EMP09773,2025-08-22,3.2,EMP08535
PR12179,EMP00195,2025-06-09,1.2,EMP07210
PR12180,EMP03520,2024-04-19,4.2,EMP04801
PR12181,EMP06562,2025-01-07,2.8,EMP03775
PR12182,EMP08063,2024-03-17,1.1,EMP00297
PR12183,EMP01567,2025-11-20,2.9,EMP00415
PR12184,EMP08807,2025-11-20,3.1,EMP06848
PR12185,EMP08873,2024-01-11,1.5,EMP02231
PR12186,EMP05801,2026-06-04,1.9,EMP03922
PR12187,EMP08224,2025-04-17,4.2,EMP05965
PR12188,EMP03953,2024-03-18,1.2,EMP05434
PR12189,EMP04562,2024-01-01,3.8,EMP04824
PR12190,EMP09910,2023-09-22,3.1,EMP04416
PR12191,EMP04746,2024-08-20,1.9,EMP09064
PR12192,EMP05440,2025-07-29,3.8,EMP08980
PR12193,EMP05561,2025-10-06,4.7,EMP05535
PR12194,EMP00787,2025-06-22,3.4,EMP07001
PR12195,EMP00662,2024-11-27,2.1,EMP02635
PR12196,EMP08520,2024-03-20,4.2,EMP06682
PR12197,EMP01790,2024-11-22,4.8,EMP07142
PR12198,EMP05153,2026-04-13,1.4,EMP02756
PR12199,EMP03252,2026-06-09,2.1,EMP04737
PR12200,EMP00251,2025-10-26,4.0,EMP09715
PR12201,EMP05399,2024-08-15,3.8,EMP02103
PR12202,EMP06199,2026-03-17,1.2,EMP07161
PR12203,EMP06296,2026-05-10,4.8,EMP06383
PR12204,EMP08338,2026-03-01,3.9,EMP06160
PR12205,EMP05351,2025-06-20,2.7,EMP03906
PR12206,EMP03950,2023-08-24,4.3,EMP01849
PR12207,EMP02486,2024-10-07,4.3,EMP09298
PR12208,EMP03869,2024-05-29,1.6,EMP08608
PR12209,EMP08945,2025-09-29,3.0,EMP07592
PR12210,EMP03971,2026-04-11,1.4,EMP03550
PR12211,EMP07170,2025-02-24,4.2,EMP06702
PR12212,EMP08299,2026-01-13,4.2,EMP02003
PR12213,EMP07368,2026-07-07,2.7,EMP06742
PR12214,EMP09563,2024-11-20,3.2,EMP01520
PR12215,EMP04840,2023-08-23,3.5,EMP00934
PR12216,EMP05531,2025-04-23,1.1,EMP02772
PR12217,EMP00886,2024-08-08,1.7,EMP09874
PR12218,EMP09040,2026-03-02,2.4,EMP02728
PR12219,EMP08152,2026-08-03,3.2,EMP05961
PR12220,EMP00565,2024-05-13,5.0,EMP04000
PR12221,EMP00533,2025-10-13,2.0,EMP03508
PR12222,EMP06332,2024-10-05,3.5,EMP00843
PR12223,EMP00789,2026-03-29,2.5,EMP01607
PR12224,EMP04946,2023-08-30,3.8,EMP03495
PR12225,EMP00872,2025-05-19,1.7,EMP07682
PR12226,EMP01847,2024-03-14,4.8,EMP04675
PR12227,EMP06435,2024-12-16,2.3,EMP00217
PR12228,EMP05456,2026-06-21,2.4,EMP06974
PR12229,EMP07066,2024-01-27,2.9,EMP05091
PR12230,EMP02927,2026-03-31,4.5,EMP05011
PR12231,EMP04291,2026-05-29,3.0,EMP06216
PR12232,EMP01137,2025-01-23,2.2,EMP07263
PR12233,EMP05880,2025-11-20,4.1,EMP07244
PR12234,EMP07382,2024-10-16,4.7,EMP03971
PR12235,EMP01258,2025-09-11,1.5,EMP01178
PR12236,EMP00040,2025-03-10,2.4,EMP09373
PR12237,EMP02690,2025-05-02,3.8,EMP05982
PR12238,EMP03626,2025-05-23,2.0,EMP09919
PR12239,EMP00631,2025-04-21,3.3,EMP08197
PR12240,EMP07415,2024-12-17,1.9,EMP08719
PR12241,EMP01359,2024-12-18,3.4,EMP03740
PR12242,EMP09222,2024-10-31,4.8,EMP06776
PR12243,EMP08786,2024-11-04,2.7,EMP00485
PR12244,EMP00992,2024-01-11,1.9,EMP00155
PR12245,EMP04901,2026-06-12,4.2,EMP00351
PR12246,EMP05062,2024-08-08,3.1,EMP01202
PR12247,EMP06126,2023-10-10,2.3,EMP07845
PR12248,EMP02269,2023-10-05,3.0,EMP00037
PR12249,EMP02467,2025-11-19,4.3,EMP07945
PR12250,EMP04650,2025-01-02,3.0,EMP01744
PR12251,EMP05158,2025-04-12,1.0,EMP03495
PR12252,EMP03131,2023-09-25,3.9,EMP06624
PR12253,EMP00187,2024-11-10,3.4,EMP08998
PR12254,EMP01125,2026-05-01,4.8,EMP07624
PR12255,EMP08403,2026-07-22,1.5,EMP02065
PR12256,EMP03049,2026-06-21,1.5,EMP02700
PR12257,EMP03331,2026-06-26,2.9,EMP03725
PR12258,EMP07256,2025-01-07,2.8,EMP03310
PR12259,EMP07276,2024-10-14,3.6,EMP00662
PR12260,EMP00547,2024-10-21,3.1,EMP04211
PR12261,EMP04495,2025-09-12,3.5,EMP09471
PR12262,EMP04280,2025-08-05,1.5,EMP04335
PR12263,EMP00948,2025-11-09,3.7,EMP04633
PR12264,EMP07917,2024-02-29,2.7,EMP01186
PR12265,EMP09049,2024-07-22,1.8,EMP09906
PR12266,EMP04766,2025-08-31,2.4,EMP00579
PR12267,EMP03144,2024-09-25,3.9,EMP04356
PR12268,EMP09831,2023-12-21,1.8,EMP07431
PR12269,EMP03187,2023-11-30,1.4,EMP04372
PR12270,EMP06309,2024-05-24,4.7,EMP02150
PR12271,EMP02285,2025-01-11,1.7,EMP09627
PR12272,EMP03717,2025-09-04,4.9,EMP03758
PR12273,EMP08914,2026-03-03,4.8,EMP00487
PR12274,EMP09748,2025-06-11,4.8,EMP00205
PR12275,EMP00184,2025-08-30,1.5,EMP04261
PR12276,EMP06587,2024-06-14,1.4,EMP03372
PR12277,EMP02543,2025-05-14,3.3,EMP05930
PR12278,EMP06641,2024-08-14,1.4,EMP06217
PR12279,EMP04831,2025-08-10,1.6,EMP09693
PR12280,EMP00017,2024-05-26,4.8,EMP04551
PR12281,EMP02800,2026-02-16,1.1,EMP08380
PR12282,EMP09486,2026-03-15,1.7,EMP04043
PR12283,EMP07670,2026-01-02,2.3,EMP09527
PR12284,EMP03578,2026-07-08,2.3,EMP06983
PR12285,EMP00062,2024-07-11,4.2,EMP08698
PR12286,EMP05908,2024-12-31,3.0,EMP08662
PR12287,EMP02881,2025-01-21,3.2,EMP02871
PR12288,EMP05664,2026-06-27,4.1,EMP03292
PR12289,EMP07043,2026-07-15,3.2,EMP01019
PR12290,EMP00827,2026-03-27,2.2,EMP09942
PR12291,EMP09457,2024-12-03,1.6,EMP02798
PR12292,EMP08936,2024-09-21,1.4,EMP04889
PR12293,EMP04744,2026-05-17,2.6,EMP00354
PR12294,EMP04608,2024-09-16,1.7,EMP05947
PR12295,EMP02381,2026-07-01,2.5,EMP06183
PR12296,EMP09250,2025-04-24,3.3,EMP00754
PR12297,EMP03906,2023-10-17,1.2,EMP09690
PR12298,EMP08479,2024-05-29,3.2,EMP09786
PR12299,EMP08905,2024-02-22,3.9,EMP09849
PR12300,EMP08093,2023-10-21,1.7,EMP07561
PR12301,EMP05676,2024-11-25,4.3,EMP04960
PR12302,EMP01741,2024-11-26,2.8,EMP00884
PR12303,EMP02867,2024-08-19,2.2,EMP06217
PR12304,EMP09379,2023-10-29,1.7,EMP02528
PR12305,EMP05995,2024-10-18,2.8,EMP09010
PR12306,EMP07618,2024-07-22,4.7,EMP06347
PR12307,EMP03880,2024-06-24,3.8,EMP03732
PR12308,EMP01724,2023-11-03,3.9,EMP04993
PR12309,EMP01599,2024-12-17,1.7,EMP01646
PR12310,EMP09294,2024-05-29,1.1,EMP00144
PR12311,EMP09179,2026-07-14,1.6,EMP03361
PR12312,EMP00524,2025-05-20,2.8,EMP02633
PR12313,EMP09358,2026-01-23,1.6,EMP02125
PR12314,EMP03175,2024-03-16,2.3,EMP07819
PR12315,EMP07761,2024-05-11,1.7,EMP00923
PR12316,EMP03333,2023-08-20,3.1,EMP06815
PR12317,EMP07597,2023-08-31,4.5,EMP03466
PR12318,EMP02918,2024-05-20,3.8,EMP02535
PR12319,EMP04980,2025-01-06,3.8,EMP05157
PR12320,EMP09981,2025-12-16,4.5,EMP02212
PR12321,EMP02493,2024-03-14,4.2,EMP01763
PR12322,EMP03662,2024-04-15,2.3,EMP04038
PR12323,EMP04896,2023-12-02,4.3,EMP09436
PR12324,EMP02625,2024-12-08,2.0,EMP09169
PR12325,EMP03313,2024-04-23,2.2,EMP02709
PR12326,EMP08008,2025-07-22,1.4,EMP05848
PR12327,EMP07420,2023-11-03,4.2,EMP00054
PR12328,EMP02222,2023-11-26,1.1,EMP08463
PR12329,EMP01878,2023-09-01,1.9,EMP02555
PR12330,EMP03266,2025-10-25,4.2,EMP07702
PR12331,EMP04645,2023-12-08,4.7,EMP09159
PR12332,EMP09243,2025-03-03,3.0,EMP03581
PR12333,EMP04578,2025-02-21,3.0,EMP08458
PR12334,EMP03602,2025-12-10,2.1,EMP02571
PR12335,EMP06877,2025-06-06,2.8,EMP00371
PR12336,EMP08153,2025-05-15,3.0,EMP08991
PR12337,EMP06627,2023-11-27,1.8,EMP02819
PR12338,EMP09724,2024-11-14,3.1,EMP05326
PR12339,EMP07041,2023-11-02,1.4,EMP08429
PR12340,EMP03194,2023-12-12,4.5,EMP09911
PR12341,EMP06289,2024-12-01,4.4,EMP03271
PR12342,EMP02085,2025-09-02,3.1,EMP08753
PR12343,EMP05485,2024-10-25,3.3,EMP09778
PR12344,EMP00367,2023-10-06,1.6,EMP00125
PR12345,EMP03586,2024-11-09,3.0,EMP07076
PR12346,EMP00186,2024-04-12,3.9,EMP05916
PR12347,EMP05307,2025-05-19,1.1,EMP08039
PR12348,EMP04010,2024-02-03,2.4,EMP04705
PR12349,EMP00794,2023-10-01,1.1,EMP07224
PR12350,EMP07213,2024-07-04,4.4,EMP06239
PR12351,EMP05541,2024-09-21,3.0,EMP06343
PR12352,EMP08646,2024-01-26,1.9,EMP03034
PR12353,EMP01051,2026-01-24,2.9,EMP05121
PR12354,EMP06804,2024-04-12,3.4,EMP08732
PR12355,EMP02191,2025-11-24,1.8,EMP07535
PR12356,EMP03259,2025-01-02,1.4,EMP09513
PR12357,EMP06552,2023-08-23,1.2,EMP07590
PR12358,EMP01412,2026-07-03,2.4,EMP01246
PR12359,EMP02960,2024-12-13,1.4,EMP06430
PR12360,EMP09688,2024-01-02,2.6,EMP01564
PR12361,EMP05638,2023-08-10,4.1,EMP09508
PR12362,EMP07968,2024-08-06,2.3,EMP03020
PR12363,EMP04280,2025-11-22,4.6,EMP04549
PR12364,EMP07008,2023-11-20,1.7,EMP09999
PR12365,EMP05042,2024-07-16,1.5,EMP09854
PR12366,EMP02404,2026-07-06,1.4,EMP00921
PR12367,EMP02359,2024-06-28,3.0,EMP05701
PR12368,EMP02891,2025-03-31,1.7,EMP06160
PR12369,EMP06661,2025-12-04,1.8,EMP00896
PR12370,EMP08919,2024-12-20,4.8,EMP03017
PR12371,EMP02012,2024-01-15,1.8,EMP04232
PR12372,EMP03533,2024-07-17,1.8,EMP08913
PR12373,EMP02705,2023-12-29,3.6,EMP01963
PR12374,EMP06174,2025-11-22,2.9,EMP02449
PR12375,EMP01303,2024-09-15,2.0,EMP01455
PR12376,EMP00491,2024-04-29,2.3,EMP00854
PR12377,EMP08569,2026-01-29,2.0,EMP09777
PR12378,EMP00046,2024-12-18,4.7,EMP06569
PR12379,EMP05155,2026-06-18,1.7,EMP02639
PR12380,EMP06571,2025-04-13,3.4,EMP06404
PR12381,EMP05844,2026-06-22,3.4,EMP09025
PR12382,EMP06486,2024-04-04,2.0,EMP00380
PR12383,EMP02261,2025-12-16,3.3,EMP02399
PR12384,EMP00546,2026-03-21,3.4,EMP01688
PR12385,EMP04153,2026-01-27,4.2,EMP05236
PR12386,EMP09776,2024-01-07,2.3,EMP03798
PR12387,EMP02628,2026-06-24,3.9,EMP04123
PR12388,EMP01867,2024-01-10,4.7,EMP07433
PR12389,EMP00821,2025-05-25,4.1,EMP06184
PR12390,EMP01784,2026-06-06,1.3,EMP05391
PR12391,EMP00524,2024-09-16,5.0,EMP00158
PR12392,EMP07326,2024-05-05,3.3,EMP03747
PR12393,EMP03138,2025-03-21,4.1,EMP03708
PR12394,EMP02879,2023-08-10,3.7,EMP01516
PR12395,EMP06226,2025-06-09,1.4,EMP02130
PR12396,EMP07690,2024-03-01,4.4,EMP01431
PR12397,EMP07211,2025-01-26,3.2,EMP03337
PR12398,EMP07108,2023-11-14,3.5,EMP06781
PR12399,EMP02123,2025-08-29,3.1,EMP04980
PR12400,EMP00540,2026-04-29,3.0,EMP02886
PR12401,EMP04946,2026-05-01,4.5,EMP08552
PR12402,EMP02486,2025-09-03,2.2,EMP00875
PR12403,EMP08837,2025-04-28,4.1,EMP03924
PR12404,EMP08474,2026-03-12,3.2,EMP09466
PR12405,EMP01167,2026-03-12,1.7,EMP00573
PR12406,EMP01697,2025-10-10,4.5,EMP07744
PR12407,EMP04654,2026-02-03,4.7,EMP01121
PR12408,EMP00389,2025-08-20,2.5,EMP09761
PR12409,EMP07463,2023-11-04,4.2,EMP06415
PR12410,EMP04538,2025-12-14,1.9,EMP09763
PR12411,EMP09971,2024-08-14,4.0,EMP07852
PR12412,EMP00156,2025-05-01,1.3,EMP00666
PR12413,EMP09662,2026-01-01,2.0,EMP03297
PR12414,EMP02337,2025-03-24,2.4,EMP09517
PR12415,EMP05736,2023-10-03,3.1,EMP06887
PR12416,EMP04271,2024-10-19,1.5,EMP06859
PR12417,EMP01601,2024-04-14,1.1,EMP07591
PR12418,EMP05301,2025-05-14,3.9,EMP01394
PR12419,EMP02082,2024-10-11,1.9,EMP02604
PR12420,EMP01732,2024-09-16,4.1,EMP08447
PR12421,EMP06483,2025-04-20,3.7,EMP02962
PR12422,EMP05521,2026-04-27,4.8,EMP00564
PR12423,EMP04136,2023-10-30,4.5,EMP00519
PR12424,EMP07566,2026-04-07,2.7,EMP09312
PR12425,EMP01647,2025-11-10,1.8,EMP03790
PR12426,EMP00539,2026-04-19,4.6,EMP07900
PR12427,EMP09023,2026-01-12,3.3,EMP01402
PR12428,EMP06873,2025-10-18,3.8,EMP00832
PR12429,EMP01306,2025-09-28,2.3,EMP09220
PR12430,EMP04037,2025-08-09,1.6,EMP00277
PR12431,EMP09688,2024-11-29,2.9,EMP09922
PR12432,EMP04384,2025-08-03,3.3,EMP08285
PR12433,EMP01125,2025-04-24,4.4,EMP01650
PR12434,EMP01668,2024-05-19,4.0,EMP04966
PR12435,EMP00192,2025-06-23,2.3,EMP03001
PR12436,EMP02849,2025-08-22,3.9,EMP08610
PR12437,EMP02345,2024-10-25,4.2,EMP04310
PR12438,EMP03627,2026-07-01,3.6,EMP04631
PR12439,EMP00168,2024-03-25,3.6,EMP05336
PR12440,EMP05678,2025-01-20,2.5,EMP05936
PR12441,EMP00190,2024-10-20,1.3,EMP04644
PR12442,EMP09925,2023-09-21,3.0,EMP09961
PR12443,EMP00171,2025-04-26,3.9,EMP03895
PR12444,EMP03499,2023-12-09,3.9,EMP06686
PR12445,EMP05733,2024-07-17,1.7,EMP07698
PR12446,EMP04040,2025-12-06,2.5,EMP00039
PR12447,EMP09208,2024-11-11,2.0,EMP01905
PR12448,EMP09926,2024-06-13,4.9,EMP08590
PR12449,EMP07159,2023-08-21,3.0,EMP07483
PR12450,EMP06762,2023-11-09,3.2,EMP02762
PR12451,EMP04939,2024-03-17,1.2,EMP02974
PR12452,EMP07136,2025-08-15,1.5,EMP00443
PR12453,EMP09612,2024-08-11,4.2,EMP04613
PR12454,EMP01630,2024-02-07,2.8,EMP07774
PR12455,EMP05889,2024-02-09,4.6,EMP04727
PR12456,EMP00641,2026-07-09,2.8,EMP08128
PR12457,EMP08444,2025-08-22,3.3,EMP04037
PR12458,EMP03346,2025-11-11,2.4,EMP05066
PR12459,EMP02452,2025-06-15,3.2,EMP04739
PR12460,EMP06457,2026-03-15,2.2,EMP03487
PR12461,EMP01166,2023-08-08,3.8,EMP09076
PR12462,EMP01941,2023-11-07,1.5,EMP04662
PR12463,EMP02904,2026-01-15,4.4,EMP09970
PR12464,EMP01239,2024-02-13,3.0,EMP01289
PR12465,EMP04976,2023-09-12,2.7,EMP02657
PR12466,EMP01605,2025-04-24,2.0,EMP03036
PR12467,EMP07948,2023-10-30,2.8,EMP09778
PR12468,EMP07043,2024-05-17,1.5,EMP01300
PR12469,EMP06805,2025-10-08,4.9,EMP00231
PR12470,EMP07755,2024-05-21,2.7,EMP00757
PR12471,EMP05116,2025-01-05,3.1,EMP06978
PR12472,EMP09230,2026-05-18,3.2,EMP03875
PR12473,EMP04299,2024-01-24,2.7,EMP08808
PR12474,EMP00179,2024-10-21,3.5,EMP08863
PR12475,EMP06201,2023-09-29,3.4,EMP04511
PR12476,EMP04190,2024-08-25,1.7,EMP01582
PR12477,EMP03133,2025-03-15,3.5,EMP05258
PR12478,EMP01424,2024-11-22,2.0,EMP03683
PR12479,EMP08139,2026-07-25,4.4,EMP01614
PR12480,EMP03124,2025-11-21,1.5,EMP04961
PR12481,EMP05379,2026-05-10,3.1,EMP08055
PR12482,EMP00127,2026-03-17,4.9,EMP05587
PR12483,EMP07151,2023-11-13,3.5,EMP08572
PR12484,EMP03954,2025-09-15,2.7,EMP00838
PR12485,EMP05259,2025-10-13,4.5,EMP07866
PR12486,EMP04602,2025-01-19,3.7,EMP05360
PR12487,EMP08510,2026-07-17,3.1,EMP03335
PR12488,EMP01392,2025-02-10,3.9,EMP09256
