project_id,skill_id,required_proficiency
PRJ4035,SK0043,2
PRJ2193,SK0263,4
PRJ4282,SK0042,2
PRJ1282,SK0116,3
PRJ4851,SK0233,4
PRJ4532,SK0166,2
PRJ2282,SK0156,4
PRJ1486,SK0098,3
PRJ2059,SK0300,3
PRJ3907,SK0172,2
PRJ0380,SK0071,2
PRJ2578,SK0049,2
PRJ4522,SK0215,2
PRJ0984,SK0155,2
PRJ2420,SK0158,4
PRJ1172,SK0050,2
PRJ4861,SK0298,2
PRJ4486,SK0300,4
PRJ2295,SK0280,3
PRJ4316,SK0021,3
PRJ4324,SK0162,2
PRJ3253,SK0093,2
PRJ2432,SK0008,3
PRJ0859,SK0217,4
PRJ3254,SK0001,3
PRJ2161,SK0233,2
PRJ3724,SK0114,4
PRJ3206,SK0019,3
PRJ3065,SK0125,3
PRJ0713,SK0293,4
PRJ1339,SK0080,3
PRJ0210,SK0127,4
PRJ4294,SK0213,3
PRJ3378,SK0062,3
PRJ1896,SK0029,3
PRJ1009,SK0078,4
PRJ3579,SK0023,2
PRJ0303,SK0144,4
PRJ4020,SK0233,2
PRJ2218,SK0137,3
PRJ2675,SK0052,4
PRJ4083,SK0134,4
PRJ0179,SK0034,3
PRJ4494,SK0027,4
PRJ0477,SK0135,2
PRJ3098,SK0204,2
PRJ1927,SK0223,3
PRJ1015,SK0282,3
PRJ3175,SK0070,2
PRJ4018,SK0249,3
PRJ4455,SK0187,3
PRJ3956,SK0209,2
PRJ3751,SK0132,3
PRJ0592,SK0258,4
PRJ2755,SK0170,4
PRJ3682,SK0278,2
PRJ2760,SK0061,4
PRJ4599,SK0022,2
PRJ0747,SK0067,4
PRJ3232,SK0022,3
PRJ3669,SK0236,3
PRJ0766,SK0265,4
PRJ1040,SK0247,3
PRJ4665,SK0062,3
PRJ3099,SK0230,4
PRJ3506,SK0271,3
PRJ2933,SK0248,2
PRJ1748,SK0202,2
PRJ0673,SK0106,4
PRJ2909,SK0093,2
PRJ3389,SK0283,4
PRJ1894,SK0001,2
PRJ4073,SK0121,2
PRJ0528,SK0087,4
PRJ1624,SK0044,2
PRJ4054,SK0008,4
PRJ3010,SK0078,2
PRJ1714,SK0213,2
PRJ3426,SK0167,2
PRJ2290,SK0050,2
PRJ4338,SK0265,3
PRJ3992,SK0263,4
PRJ3470,SK0029,3
PRJ0985,SK0012,3
PRJ2447,SK0061,3
PRJ4026,SK0278,2
PRJ0203,SK0021,2
PRJ0929,SK0293,2
PRJ1186,SK0284,4
PRJ2956,SK0109,4
PRJ0665,SK0249,2
PRJ1802,SK0239,4
PRJ0232,SK0211,4
PRJ4649,SK0250,2
PRJ3061,SK0182,2
PRJ0477,SK0022,3
PRJ2424,SK0062,2
PRJ0695,SK0220,4
PRJ0335,SK0283,4
PRJ1516,SK0128,4
PRJ3420,SK0140,2
PRJ4999,SK0053,3
PRJ1557,SK0132,2
PRJ4374,SK0156,3
PRJ0841,SK0148,2
PRJ0471,SK0004,3
PRJ4364,SK0114,4
PRJ3768,SK0085,2
PRJ2800,SK0134,4
PRJ4702,SK0056,2
PRJ2327,SK0163,2
PRJ0840,SK0193,2
PRJ2535,SK0234,2
PRJ2323,SK0040,3
PRJ1777,SK0271,2
PRJ2837,SK0233,3
PRJ2732,SK0187,4
PRJ0600,SK0173,4
PRJ0636,SK0059,3
PRJ1515,SK0079,3
PRJ2948,SK0029,4
PRJ2848,SK0104,2
PRJ1622,SK0171,2
PRJ0539,SK0198,4
PRJ2737,SK0111,2
PRJ0100,SK0143,2
PRJ1097,SK0091,2
PRJ1235,SK0155,3
PRJ1879,SK0105,3
PRJ1008,SK0253,2
PRJ4738,SK0264,2
PRJ0266,SK0264,4
PRJ1808,SK0235,2
PRJ3888,SK0186,3
PRJ2249,SK0183,3
PRJ3857,SK0010,2
PRJ1259,SK0233,2
PRJ0350,SK0011,3
PRJ3088,SK0226,4
PRJ3516,SK0268,3
PRJ3347,SK0214,2
PRJ0556,SK0062,2
PRJ3085,SK0170,3
PRJ3815,SK0293,4
PRJ4100,SK0143,4
PRJ1140,SK0084,2
PRJ4501,SK0103,4
PRJ2065,SK0158,4
PRJ3544,SK0071,4
PRJ0707,SK0047,2
PRJ2174,SK0032,2
PRJ4807,SK0088,3
PRJ3430,SK0145,3
PRJ3573,SK0271,2
PRJ3833,SK0024,2
PRJ4555,SK0012,3
PRJ3772,SK0099,2
PRJ4965,SK0170,2
PRJ0932,SK0253,2
PRJ3251,SK0024,4
PRJ0297,SK0229,3
PRJ3829,SK0183,4
PRJ0986,SK0274,4
PRJ4241,SK0195,3
PRJ4777,SK0139,4
PRJ1523,SK0080,3
PRJ0860,SK0178,3
PRJ4245,SK0266,4
PRJ0881,SK0070,2
PRJ2684,SK0232,3
PRJ3717,SK0024,4
PRJ2045,SK0228,3
PRJ3668,SK0223,4
PRJ4722,SK0273,2
PRJ4145,SK0242,2
PRJ4882,SK0248,3
PRJ2846,SK0099,3
PRJ2903,SK0227,4
PRJ4241,SK0081,3
PRJ0890,SK0294,3
PRJ1965,SK0130,4
PRJ0465,SK0052,4
PRJ2624,SK0148,2
PRJ2659,SK0198,3
PRJ2552,SK0033,4
PRJ1969,SK0046,4
PRJ1927,SK0268,4
PRJ3771,SK0191,2
PRJ4353,SK0274,4
PRJ4506,SK0079,2
PRJ2349,SK0189,2
PRJ4714,SK0140,4
PRJ1399,SK0060,4
PRJ4839,SK0012,4
PRJ4826,SK0094,3
PRJ2089,SK0015,2
PRJ2956,SK0286,2
PRJ2109,SK0234,2
PRJ1632,SK0122,3
PRJ1488,SK0212,2
PRJ4848,SK0208,2
PRJ0497,SK0283,3
PRJ0136,SK0067,4
PRJ0621,SK0230,3
PRJ4558,SK0085,2
PRJ3884,SK0249,4
PRJ0207,SK0213,4
PRJ2246,SK0012,4
PRJ2930,SK0021,4
PRJ3826,SK0225,2
PRJ2661,SK0269,3
PRJ2448,SK0103,2
PRJ2513,SK0212,3
PRJ3468,SK0248,3
PRJ1499,SK0123,4
PRJ0763,SK0061,2
PRJ0069,SK0143,3
PRJ1506,SK0132,3
PRJ0157,SK0004,3
PRJ1282,SK0009,2
PRJ4454,SK0037,4
PRJ2042,SK0218,2
PRJ3508,SK0217,2
PRJ4933,SK0128,2
PRJ0806,SK0012,3
PRJ0461,SK0287,3
PRJ4788,SK0111,2
PRJ2658,SK0130,2
PRJ4304,SK0276,3
PRJ1163,SK0250,2
PRJ3629,SK0080,3
PRJ2009,SK0180,2
PRJ4133,SK0208,3
PRJ3866,SK0227,3
PRJ3452,SK0249,3
PRJ4792,SK0153,4
PRJ3457,SK0291,4
PRJ0181,SK0176,4
PRJ0786,SK0228,2
PRJ2130,SK0031,2
PRJ4149,SK0239,3
PRJ2174,SK0043,2
PRJ2198,SK0070,2
PRJ4761,SK0266,4
PRJ4718,SK0284,2
PRJ2115,SK0011,3
PRJ2578,SK0014,4
PRJ3257,SK0162,2
PRJ3052,SK0233,4
PRJ1105,SK0106,3
PRJ2207,SK0155,4
PRJ3177,SK0265,4
PRJ0072,SK0125,2
PRJ3378,SK0037,2
PRJ1183,SK0030,4
PRJ1047,SK0146,4
PRJ2598,SK0118,3
PRJ4106,SK0178,3
PRJ3975,SK0281,2
PRJ3270,SK0234,3
PRJ4858,SK0155,2
PRJ0611,SK0036,2
PRJ3268,SK0267,3
PRJ1616,SK0165,3
PRJ4738,SK0272,3
PRJ1585,SK0215,3
PRJ3770,SK0085,3
PRJ2854,SK0092,4
PRJ1768,SK0225,3
PRJ4568,SK0189,4
PRJ0400,SK0090,2
PRJ2852,SK0220,2
PRJ2404,SK0273,3
PRJ0335,SK0112,2
PRJ4801,SK0141,2
PRJ3378,SK0130,3
PRJ1967,SK0040,3
PRJ2064,SK0115,4
PRJ1876,SK0071,3
PRJ3052,SK0281,2
PRJ3648,SK0122,2
PRJ2260,SK0152,2
PRJ3767,SK0126,3
PRJ2996,SK0178,3
PRJ3289,SK0030,2
PRJ4044,SK0004,3
PRJ1369,SK0299,2
PRJ2401,SK0068,2
PRJ2847,SK0205,4
PRJ0506,SK0219,2
PRJ3465,SK0075,3
PRJ1373,SK0182,3
PRJ1432,SK0072,2
PRJ0421,SK0295,2
PRJ3322,SK0007,4
PRJ3679,SK0222,3
PRJ2946,SK0217,3
PRJ1701,SK0151,4
PRJ3433,SK0241,2
PRJ0370,SK0041,3
PRJ0901,SK0177,3
PRJ2812,SK0038,4
PRJ0761,SK0016,4
PRJ1087,SK0090,2
PRJ3674,SK0157,4
PRJ3801,SK0186,2
PRJ1020,SK0184,4
PRJ2996,SK0086,3
PRJ0877,SK0036,4
PRJ1461,SK0186,3
PRJ0087,SK0182,2
PRJ1415,SK0195,3
PRJ1516,SK0021,2
PRJ2375,SK0058,2
PRJ4635,SK0141,4
PRJ1040,SK0291,3
PRJ2971,SK0192,3
PRJ3625,SK0216,3
PRJ0864,SK0102,3
PRJ0577,SK0239,4
PRJ1696,SK0170,3
PRJ4131,SK0092,2
PRJ1923,SK0125,4
PRJ1915,SK0201,4
PRJ0974,SK0155,4
PRJ2558,SK0013,2
PRJ3422,SK0300,4
PRJ4271,SK0079,2
PRJ1781,SK0011,3
PRJ4850,SK0119,3
PRJ4401,SK0038,2
PRJ3893,SK0166,2
PRJ3620,SK0220,2
PRJ0851,SK0078,4
PRJ1991,SK0177,3
PRJ1768,SK0117,3
PRJ2131,SK0147,3
PRJ0082,SK0236,2
PRJ2493,SK0115,4
PRJ2221,SK0103,2
PRJ2778,SK0096,4
PRJ2654,SK0164,4
PRJ0089,SK0266,3
PRJ0744,SK0083,4
PRJ2951,SK0211,3
PRJ2337,SK0181,3
PRJ4073,SK0247,4
PRJ3217,SK0190,4
PRJ4712,SK0107,3
PRJ1985,SK0024,2
PRJ3160,SK0126,3
PRJ4669,SK0110,4
PRJ4930,SK0119,4
PRJ1047,SK0144,4
PRJ1152,SK0096,4
PRJ1960,SK0237,3
PRJ3709,SK0055,2
PRJ4926,SK0193,4
PRJ0042,SK0095,2
PRJ3366,SK0267,4
PRJ0195,SK0129,4
PRJ2772,SK0141,3
PRJ0688,SK0282,2
PRJ4069,SK0065,3
PRJ4408,SK0024,3
PRJ0088,SK0269,4
PRJ1476,SK0249,3
PRJ2400,SK0013,3
PRJ3450,SK0272,3
PRJ4183,SK0266,3
PRJ4234,SK0138,4
PRJ3485,SK0051,2
PRJ3774,SK0022,3
PRJ2527,SK0064,4
PRJ4008,SK0024,4
PRJ4803,SK0165,2
PRJ3501,SK0119,3
PRJ0562,SK0283,4
PRJ2555,SK0207,3
PRJ1385,SK0102,3
PRJ2315,SK0125,2
PRJ2482,SK0211,4
PRJ2325,SK0051,2
PRJ0883,SK0008,4
PRJ2695,SK0086,2
PRJ3454,SK0292,3
PRJ3014,SK0075,2
PRJ4031,SK0257,3
PRJ4508,SK0255,2
PRJ4043,SK0082,2
PRJ2971,SK0259,3
PRJ0325,SK0146,4
PRJ3642,SK0119,4
PRJ4952,SK0130,4
PRJ3661,SK0025,4
PRJ1177,SK0243,3
PRJ2892,SK0108,2
PRJ2218,SK0273,3
PRJ3097,SK0144,3
PRJ3766,SK0177,3
PRJ2784,SK0044,4
PRJ2374,SK0143,4
PRJ4659,SK0257,2
PRJ4219,SK0171,4
PRJ1855,SK0218,3
PRJ3263,SK0077,2
PRJ3397,SK0287,2
PRJ3201,SK0060,2
PRJ4787,SK0072,4
PRJ4450,SK0018,2
PRJ1734,SK0043,2
PRJ3703,SK0259,2
PRJ2384,SK0091,3
PRJ0227,SK0059,3
PRJ0559,SK0002,3
PRJ0163,SK0253,3
PRJ1199,SK0212,4
PRJ1625,SK0132,2
PRJ3108,SK0046,2
PRJ4782,SK0279,4
PRJ0181,SK0266,3
PRJ4727,SK0210,3
PRJ1778,SK0280,4
PRJ1132,SK0118,3
PRJ2116,SK0244,4
PRJ1171,SK0008,2
PRJ3278,SK0108,2
PRJ2635,SK0296,4
PRJ1656,SK0170,3
PRJ4688,SK0080,2
PRJ4874,SK0154,3
PRJ3160,SK0152,3
PRJ4550,SK0143,3
PRJ4315,SK0258,3
PRJ0839,SK0129,3
PRJ0317,SK0235,2
PRJ3273,SK0268,4
PRJ2644,SK0173,4
PRJ2404,SK0167,4
PRJ4260,SK0019,3
PRJ1368,SK0265,4
PRJ3603,SK0156,3
PRJ4128,SK0196,4
PRJ2398,SK0178,3
PRJ1271,SK0272,3
PRJ2156,SK0254,2
PRJ4400,SK0232,3
PRJ1699,SK0227,2
PRJ1721,SK0104,4
PRJ2770,SK0228,3
PRJ0722,SK0141,2
PRJ2286,SK0262,4
PRJ3421,SK0184,2
PRJ3293,SK0041,4
PRJ2991,SK0134,3
PRJ3779,SK0005,4
PRJ2042,SK0144,3
PRJ1258,SK0274,2
PRJ3902,SK0256,4
PRJ1682,SK0223,3
PRJ2743,SK0186,2
PRJ4661,SK0291,3
PRJ3498,SK0026,4
PRJ0562,SK0110,3
PRJ4590,SK0102,2
PRJ3118,SK0110,2
PRJ2305,SK0259,3
PRJ4798,SK0272,3
PRJ4330,SK0036,3
PRJ4880,SK0154,3
PRJ3246,SK0138,4
PRJ3693,SK0177,4
PRJ2790,SK0287,2
PRJ1014,SK0063,2
PRJ4011,SK0195,2
PRJ4679,SK0219,2
PRJ3547,SK0117,4
PRJ0567,SK0298,4
PRJ0179,SK0093,2
PRJ4021,SK0254,4
PRJ0889,SK0164,2
PRJ1423,SK0268,3
PRJ0335,SK0264,3
PRJ0694,SK0094,4
PRJ2012,SK0088,4
PRJ0850,SK0067,4
PRJ0150,SK0002,4
PRJ1652,SK0234,2
PRJ4303,SK0026,2
PRJ0695,SK0238,3
PRJ4782,SK0046,2
PRJ3725,SK0041,4
PRJ0995,SK0138,4
PRJ1296,SK0026,2
PRJ4849,SK0135,2
PRJ2356,SK0012,2
PRJ0503,SK0221,2
PRJ1366,SK0201,4
PRJ4697,SK0186,4
PRJ2330,SK0155,2
PRJ4705,SK0176,3
PRJ3401,SK0028,3
PRJ3306,SK0048,4
PRJ4465,SK0157,4
PRJ0584,SK0060,2
PRJ1890,SK0124,3
PRJ3910,SK0185,3
PRJ3866,SK0129,4
PRJ1098,SK0092,4
PRJ3906,SK0135,4
PRJ1168,SK0038,3
PRJ3610,SK0064,4
PRJ1728,SK0104,4
PRJ1829,SK0191,3
PRJ0246,SK0052,4
PRJ3938,SK0107,2
PRJ0421,SK0088,3
PRJ0015,SK0217,2
PRJ1942,SK0096,4
PRJ4077,SK0115,4
PRJ2571,SK0251,2
PRJ0962,SK0093,4
PRJ3174,SK0224,2
PRJ3345,SK0088,4
PRJ1255,SK0175,4
PRJ0665,SK0162,4
PRJ4162,SK0233,3
PRJ1713,SK0010,4
PRJ2108,SK0249,4
PRJ0255,SK0008,4
PRJ4416,SK0034,4
PRJ1024,SK0033,4
PRJ4501,SK0156,3
PRJ3771,SK0161,3
PRJ0239,SK0280,2
PRJ1954,SK0276,2
PRJ2887,SK0179,4
PRJ3969,SK0265,4
PRJ4527,SK0146,3
PRJ1075,SK0119,4
PRJ2955,SK0106,4
PRJ1671,SK0234,2
PRJ2414,SK0040,3
PRJ3122,SK0120,3
PRJ2285,SK0009,2
PRJ4527,SK0092,3
PRJ3963,SK0027,4
PRJ4453,SK0091,4
PRJ3925,SK0176,2
PRJ1355,SK0213,2
PRJ3218,SK0250,3
PRJ2748,SK0256,4
PRJ3798,SK0020,4
PRJ1455,SK0249,2
PRJ3865,SK0033,2
PRJ3286,SK0078,4
PRJ1896,SK0192,2
PRJ2191,SK0226,3
PRJ2270,SK0185,4
PRJ4228,SK0154,3
PRJ3832,SK0029,4
PRJ2850,SK0269,2
PRJ3251,SK0166,2
PRJ4888,SK0004,4
PRJ3389,SK0012,3
PRJ0018,SK0212,4
PRJ2968,SK0061,4
PRJ1660,SK0289,4
PRJ3712,SK0084,4
PRJ4361,SK0047,4
PRJ2975,SK0182,3
PRJ3659,SK0212,2
PRJ3479,SK0059,4
PRJ4492,SK0041,2
PRJ1118,SK0203,2
PRJ3728,SK0134,3
PRJ1496,SK0122,2
PRJ4493,SK0063,3
PRJ4979,SK0071,3
PRJ4380,SK0177,3
PRJ1876,SK0112,4
PRJ1864,SK0193,4
PRJ1106,SK0260,3
PRJ4221,SK0017,2
PRJ0997,SK0149,2
PRJ3950,SK0189,3
PRJ3486,SK0272,2
PRJ4792,SK0050,3
PRJ0116,SK0083,3
PRJ2514,SK0256,4
PRJ1260,SK0182,3
PRJ2865,SK0081,2
PRJ1398,SK0191,4
PRJ3665,SK0067,2
PRJ2867,SK0294,2
PRJ4049,SK0038,3
PRJ0620,SK0181,3
PRJ0398,SK0266,4
PRJ1900,SK0246,2
PRJ4589,SK0152,3
PRJ3272,SK0212,3
PRJ1297,SK0223,4
PRJ0921,SK0228,2
PRJ4299,SK0153,4
PRJ2893,SK0018,2
PRJ3984,SK0066,3
PRJ1631,SK0050,3
PRJ1774,SK0192,4
PRJ4359,SK0024,2
PRJ3947,SK0242,3
PRJ2645,SK0289,4
PRJ1370,SK0260,3
PRJ2808,SK0257,2
PRJ4864,SK0107,4
PRJ4937,SK0037,3
PRJ3825,SK0233,3
PRJ2297,SK0269,2
PRJ2527,SK0213,4
PRJ2475,SK0243,2
PRJ2634,SK0274,3
PRJ4307,SK0290,3
PRJ3328,SK0140,4
PRJ3324,SK0222,4
PRJ0673,SK0088,4
PRJ0094,SK0133,3
PRJ1540,SK0088,4
PRJ2738,SK0255,3
PRJ4090,SK0139,3
PRJ3143,SK0266,4
PRJ3286,SK0065,3
PRJ0090,SK0284,2
PRJ1949,SK0060,2
PRJ0711,SK0080,4
PRJ4462,SK0236,2
PRJ3160,SK0166,4
PRJ0605,SK0226,3
PRJ2024,SK0010,2
PRJ0829,SK0059,3
PRJ3798,SK0060,2
PRJ1206,SK0249,4
PRJ2067,SK0142,3
PRJ1495,SK0194,2
PRJ1407,SK0066,2
PRJ0364,SK0075,3
PRJ0335,SK0151,4
PRJ1656,SK0254,4
PRJ3336,SK0186,2
PRJ0793,SK0218,4
PRJ4107,SK0295,3
PRJ3339,SK0086,3
PRJ4405,SK0247,3
PRJ1784,SK0064,3
PRJ3719,SK0264,3
PRJ0425,SK0275,3
PRJ2006,SK0037,2
PRJ2210,SK0261,4
PRJ4601,SK0130,2
PRJ3931,SK0233,2
PRJ0923,SK0291,2
PRJ4527,SK0238,4
PRJ2347,SK0103,3
PRJ0213,SK0089,4
PRJ4068,SK0005,4
PRJ3980,SK0156,2
PRJ1921,SK0235,2
PRJ3405,SK0206,2
PRJ3486,SK0034,2
PRJ0303,SK0079,2
PRJ3249,SK0214,3
PRJ1851,SK0176,4
PRJ0823,SK0134,3
PRJ3674,SK0126,3
PRJ2096,SK0201,3
PRJ3117,SK0002,2
PRJ1344,SK0166,4
PRJ2298,SK0027,3
PRJ4443,SK0096,3
PRJ3732,SK0059,3
PRJ1079,SK0220,2
PRJ1618,SK0133,2
PRJ2885,SK0093,2
PRJ1784,SK0030,4
PRJ4568,SK0062,3
PRJ2893,SK0291,2
PRJ1365,SK0161,4
PRJ2602,SK0099,2
PRJ4438,SK0177,2
PRJ0269,SK0274,4
PRJ0113,SK0198,4
PRJ0704,SK0050,2
PRJ2512,SK0173,3
PRJ0631,SK0136,2
PRJ3276,SK0156,3
PRJ2968,SK0046,2
PRJ0707,SK0245,3
PRJ1078,SK0206,4
PRJ2822,SK0187,3
PRJ1566,SK0247,3
PRJ2348,SK0198,3
PRJ3469,SK0097,3
PRJ2474,SK0260,4
PRJ2577,SK0168,4
PRJ2417,SK0115,2
PRJ2060,SK0152,2
PRJ1243,SK0056,4
PRJ2348,SK0053,4
PRJ4677,SK0037,4
PRJ4348,SK0083,4
PRJ0890,SK0182,4
PRJ1237,SK0066,3
PRJ4354,SK0121,4
PRJ3183,SK0155,2
PRJ2758,SK0193,4
PRJ1830,SK0188,4
PRJ1040,SK0257,4
PRJ2585,SK0138,2
PRJ3373,SK0248,2
PRJ2131,SK0036,4
PRJ4163,SK0193,2
PRJ1225,SK0196,2
PRJ2084,SK0066,2
PRJ0913,SK0201,3
PRJ4860,SK0148,4
PRJ2326,SK0206,2
PRJ1282,SK0280,3
PRJ4761,SK0024,2
PRJ4684,SK0208,2
PRJ3926,SK0195,3
PRJ0381,SK0088,3
PRJ4925,SK0240,4
PRJ1329,SK0261,3
PRJ1070,SK0139,3
PRJ3746,SK0218,3
PRJ2830,SK0212,4
PRJ2804,SK0057,4
PRJ1482,SK0121,3
PRJ1936,SK0038,3
PRJ1637,SK0294,2
PRJ3484,SK0023,3
PRJ2164,SK0117,2
PRJ3515,SK0081,3
PRJ1117,SK0093,4
PRJ3585,SK0227,2
PRJ2685,SK0171,4
PRJ4483,SK0295,3
PRJ4354,SK0252,4
PRJ3761,SK0135,4
PRJ0527,SK0286,2
PRJ2373,SK0089,3
PRJ3828,SK0065,4
PRJ3269,SK0007,3
PRJ1906,SK0046,3
PRJ1384,SK0006,3
PRJ0222,SK0183,4
PRJ4422,SK0120,3
PRJ3101,SK0020,2
PRJ1765,SK0207,2
PRJ4213,SK0016,4
PRJ2473,SK0121,4
PRJ0085,SK0096,4
PRJ0275,SK0078,2
PRJ1587,SK0281,4
PRJ2918,SK0057,3
PRJ3801,SK0285,2
PRJ3905,SK0176,2
PRJ2358,SK0084,2
PRJ0042,SK0142,2
PRJ4916,SK0114,2
PRJ2791,SK0236,4
PRJ0177,SK0281,3
PRJ2173,SK0292,2
PRJ0014,SK0054,3
PRJ2904,SK0289,2
PRJ4380,SK0146,2
PRJ4648,SK0141,4
PRJ1872,SK0155,3
PRJ2010,SK0189,2
PRJ1867,SK0298,4
PRJ2784,SK0037,3
PRJ1174,SK0093,4
PRJ0764,SK0060,2
PRJ2490,SK0195,3
PRJ0645,SK0075,4
PRJ0032,SK0125,3
PRJ1308,SK0016,2
PRJ3334,SK0194,3
PRJ3046,SK0002,4
PRJ0742,SK0073,3
PRJ4229,SK0091,2
PRJ4014,SK0148,2
PRJ3016,SK0064,3
PRJ3577,SK0224,2
PRJ1944,SK0105,3
PRJ0292,SK0294,2
PRJ2479,SK0070,3
PRJ4599,SK0022,3
PRJ0290,SK0275,2
PRJ1121,SK0161,3
PRJ2294,SK0095,3
PRJ4127,SK0294,2
PRJ4207,SK0014,4
PRJ3701,SK0204,4
PRJ4805,SK0279,4
PRJ3379,SK0155,3
PRJ1455,SK0193,3
PRJ0917,SK0007,2
PRJ0219,SK0056,4
PRJ0678,SK0263,2
PRJ2611,SK0210,3
PRJ1026,SK0059,4
PRJ4042,SK0103,4
PRJ4356,SK0292,4
PRJ3721,SK0124,3
PRJ4198,SK0171,3
PRJ1467,SK0133,2
PRJ1821,SK0295,4
PRJ0763,SK0086,2
PRJ3596,SK0004,4
PRJ1081,SK0221,3
PRJ1412,SK0252,2
PRJ0642,SK0123,2
PRJ2489,SK0151,3
PRJ2604,SK0003,4
PRJ4307,SK0003,4
PRJ0234,SK0061,2
PRJ4279,SK0236,2
PRJ2545,SK0158,3
PRJ4260,SK0102,4
PRJ3821,SK0078,2
PRJ3537,SK0088,2
PRJ0317,SK0221,2
PRJ2199,SK0278,3
PRJ4407,SK0160,4
PRJ0300,SK0102,2
PRJ4694,SK0034,2
PRJ1888,SK0187,3
PRJ2699,SK0079,4
PRJ3858,SK0118,2
PRJ2213,SK0094,4
PRJ3258,SK0291,3
PRJ1114,SK0008,3
PRJ0122,SK0207,3
PRJ1594,SK0241,2
PRJ2536,SK0133,4
PRJ3503,SK0044,2
PRJ0749,SK0223,4
PRJ0449,SK0019,2
PRJ3086,SK0025,2
PRJ3719,SK0171,2
PRJ2909,SK0093,3
PRJ0856,SK0054,2
PRJ4681,SK0149,2
PRJ2691,SK0244,4
PRJ3778,SK0096,2
PRJ3753,SK0099,4
PRJ4492,SK0097,4
PRJ4392,SK0032,2
PRJ3409,SK0157,2
PRJ0611,SK0069,2
PRJ2784,SK0283,3
PRJ3118,SK0129,3
PRJ1928,SK0270,4
PRJ0335,SK0073,4
PRJ4090,SK0033,3
PRJ3642,SK0179,3
PRJ1897,SK0299,2
PRJ4266,SK0213,4
PRJ3219,SK0211,2
PRJ2518,SK0040,4
PRJ0849,SK0164,3
PRJ0171,SK0022,4
PRJ4275,SK0210,2
PRJ3919,SK0025,2
PRJ0767,SK0097,3
PRJ3424,SK0261,4
PRJ4098,SK0092,3
PRJ4835,SK0100,4
PRJ3013,SK0219,3
PRJ3675,SK0082,4
PRJ4224,SK0138,4
PRJ3994,SK0196,4
PRJ0998,SK0147,4
PRJ4554,SK0199,2
PRJ3906,SK0260,4
PRJ3191,SK0297,3
PRJ0645,SK0174,2
PRJ3584,SK0243,4
PRJ1388,SK0075,4
PRJ3300,SK0148,4
PRJ2990,SK0237,3
PRJ0451,SK0159,2
PRJ1403,SK0134,4
PRJ4108,SK0174,3
PRJ2233,SK0089,2
PRJ2238,SK0264,3
PRJ0764,SK0234,3
PRJ2774,SK0300,4
PRJ0063,SK0162,2
PRJ3469,SK0189,4
PRJ1893,SK0054,4
PRJ1626,SK0074,2
PRJ2626,SK0028,3
PRJ1021,SK0227,3
PRJ4178,SK0284,3
PRJ2775,SK0151,4
PRJ2358,SK0089,4
PRJ3612,SK0250,3
PRJ0538,SK0173,4
PRJ4069,SK0133,3
PRJ3708,SK0180,3
PRJ2867,SK0064,4
PRJ1651,SK0068,4
PRJ0973,SK0062,2
PRJ0477,SK0031,2
PRJ1058,SK0043,2
PRJ4153,SK0291,3
PRJ2962,SK0047,4
PRJ0111,SK0190,4
PRJ1788,SK0185,4
PRJ4474,SK0208,4
PRJ1511,SK0279,4
PRJ1245,SK0143,4
PRJ0731,SK0187,3
PRJ3682,SK0108,3
PRJ0802,SK0273,4
PRJ1718,SK0057,2
PRJ4063,SK0157,3
PRJ2936,SK0125,2
PRJ1588,SK0007,2
PRJ3918,SK0187,4
PRJ2759,SK0003,3
PRJ2895,SK0036,3
PRJ3505,SK0067,2
PRJ3959,SK0157,4
PRJ2077,SK0055,4
PRJ4293,SK0294,3
PRJ2141,SK0168,4
PRJ4903,SK0217,3
PRJ3139,SK0136,2
PRJ4200,SK0143,3
PRJ3601,SK0289,3
PRJ3573,SK0234,2
PRJ1024,SK0077,2
PRJ0870,SK0270,2
PRJ1862,SK0186,2
PRJ0632,SK0088,2
PRJ2520,SK0030,2
PRJ4549,SK0221,4
PRJ3092,SK0197,3
PRJ2109,SK0108,2
PRJ1591,SK0193,4
PRJ1831,SK0119,2
PRJ1681,SK0085,3
PRJ2569,SK0105,4
PRJ0438,SK0106,2
PRJ1673,SK0173,3
PRJ0273,SK0168,3
PRJ3946,SK0185,3
PRJ2303,SK0180,2
PRJ1456,SK0239,3
PRJ1481,SK0120,2
PRJ0486,SK0287,4
PRJ2424,SK0293,2
PRJ4976,SK0182,2
PRJ2783,SK0288,3
PRJ1442,SK0266,2
PRJ3418,SK0006,4
PRJ4805,SK0031,2
PRJ4945,SK0209,3
PRJ2802,SK0157,4
PRJ4592,SK0135,4
PRJ3744,SK0164,2
PRJ0915,SK0118,4
PRJ2670,SK0051,2
PRJ4698,SK0066,2
PRJ4327,SK0220,2
PRJ2091,SK0186,4
PRJ2710,SK0035,2
PRJ0355,SK0050,3
PRJ1430,SK0107,3
PRJ1327,SK0140,4
PRJ4575,SK0034,2
PRJ3837,SK0127,4
PRJ4553,SK0131,3
PRJ4435,SK0227,2
PRJ1943,SK0189,2
PRJ3021,SK0115,3
PRJ2446,SK0188,4
PRJ1127,SK0176,4
PRJ4212,SK0053,2
PRJ0022,SK0068,3
PRJ4026,SK0198,4
PRJ2341,SK0277,4
PRJ1682,SK0011,3
PRJ1150,SK0048,2
PRJ2551,SK0129,2
PRJ4621,SK0276,3
PRJ2659,SK0002,4
