skill_id,year,demand_index
SK0146,2021,85
SK0174,2024,65
SK0177,2025,24
SK0111,2025,10
SK0038,2022,99
SK0135,2023,62
SK0074,2021,84
SK0012,2025,95
SK0004,2024,40
SK0288,2026,19
SK0112,2022,19
SK0010,2025,80
SK0079,2023,87
SK0129,2023,35
SK0031,2026,55
SK0296,2026,63
SK0238,2024,60
SK0038,2021,77
SK0134,2023,67
SK0180,2026,70
SK0178,2023,23
SK0096,2023,41
SK0023,2026,57
SK0182,2022,43
SK0244,2021,19
SK0096,2024,68
SK0192,2024,39
SK0216,2025,59
SK0052,2026,53
SK0109,2022,44
SK0250,2026,14
SK0164,2022,96
SK0037,2021,15
SK0025,2023,99
SK0211,2021,66
SK0181,2022,21
SK0293,2022,54
SK0264,2026,91
SK0266,2021,63
SK0134,2023,97
SK0089,2026,84
SK0165,2025,34
SK0154,2025,84
SK0201,2021,43
SK0070,2025,75
SK0177,2022,52
SK0064,2025,58
SK0029,2022,41
SK0010,2022,13
SK0040,2026,24
SK0131,2024,82
SK0147,2023,70
SK0124,2026,45
SK0257,2022,38
SK0188,2021,93
SK0099,2026,62
SK0045,2024,37
SK0066,2023,44
SK0143,2024,50
SK0045,2021,42
SK0088,2025,30
SK0240,2026,67
SK0114,2022,99
SK0181,2023,81
SK0087,2022,31
SK0205,2026,83
SK0244,2022,83
SK0085,2022,51
SK0212,2024,49
SK0198,2025,56
SK0099,2023,97
SK0258,2023,88
SK0104,2022,39
SK0238,2022,43
SK0122,2023,50
SK0041,2022,37
SK0157,2022,51
SK0212,2026,57
SK0105,2021,71
SK0153,2022,46
SK0294,2021,67
SK0083,2023,16
SK0102,2021,29
SK0048,2026,90
SK0129,2021,61
SK0109,2021,31
SK0285,2023,54
SK0020,2024,24
SK0120,2024,65
SK0143,2022,15
SK0041,2026,15
SK0006,2024,82
SK0253,2023,71
SK0258,2024,99
SK0099,2024,75
SK0141,2026,87
SK0080,2022,42
SK0135,2022,84
SK0237,2025,35
SK0029,2025,15
SK0238,2022,20
SK0170,2023,33
SK0099,2023,41
SK0147,2025,22
SK0095,2025,36
SK0223,2026,60
SK0256,2025,90
SK0157,2025,77
SK0126,2025,46
SK0173,2025,84
SK0246,2022,77
SK0145,2025,66
SK0141,2024,50
SK0100,2023,62
SK0247,2025,86
SK0104,2025,72
SK0134,2023,82
SK0199,2024,22
SK0101,2025,23
SK0204,2026,39
SK0296,2021,91
SK0284,2023,26
SK0086,2022,25
SK0019,2023,83
SK0267,2021,76
SK0079,2024,16
SK0093,2025,13
SK0049,2023,90
SK0295,2021,86
SK0240,2023,60
SK0218,2021,42
SK0005,2022,57
SK0138,2025,79
SK0022,2026,89
SK0226,2025,31
SK0113,2025,74
SK0227,2025,94
SK0038,2022,81
SK0132,2025,96
SK0230,2023,89
SK0123,2025,38
SK0207,2021,85
SK0252,2026,83
SK0291,2023,68
SK0295,2021,55
SK0122,2025,40
SK0041,2024,19
SK0090,2025,77
SK0169,2025,93
SK0250,2026,16
SK0109,2024,47
SK0202,2021,19
SK0089,2025,72
SK0297,2025,53
SK0145,2022,67
SK0204,2026,31
SK0030,2024,48
SK0078,2026,13
SK0154,2026,49
SK0275,2024,89
SK0236,2024,28
SK0203,2025,21
SK0274,2025,83
SK0187,2023,25
SK0102,2023,11
SK0033,2021,60
SK0194,2026,51
SK0134,2025,21
SK0182,2021,87
SK0031,2025,72
SK0034,2025,91
SK0245,2024,15
SK0092,2021,27
SK0162,2021,47
SK0179,2026,27
SK0123,2025,41
SK0253,2026,30
SK0243,2023,37
SK0024,2023,38
SK0235,2022,12
SK0166,2024,64
SK0188,2021,17
SK0242,2021,83
SK0024,2026,86
SK0081,2021,99
SK0148,2024,14
SK0174,2024,54
SK0205,2023,65
SK0245,2026,94
SK0224,2023,13
SK0197,2021,25
SK0011,2023,95
SK0133,2022,26
SK0103,2025,11
SK0176,2026,21
SK0246,2026,38
SK0195,2022,35
SK0093,2025,11
SK0243,2024,46
SK0148,2026,17
SK0092,2024,29
SK0193,2025,80
SK0241,2023,27
SK0222,2023,87
SK0024,2024,85
SK0100,2026,12
SK0036,2023,17
SK0300,2023,73
SK0264,2023,21
SK0279,2022,26
SK0258,2023,73
SK0196,2024,62
SK0097,2021,60
SK0063,2024,21
SK0006,2022,98
SK0121,2022,46
SK0153,2025,69
SK0072,2026,56
SK0073,2023,32
SK0089,2026,35
SK0044,2026,61
SK0170,2025,36
SK0257,2022,30
SK0297,2021,18
SK0160,2026,42
SK0133,2023,37
SK0167,2024,86
SK0173,2024,78
SK0028,2026,64
SK0234,2023,35
SK0131,2025,19
SK0246,2026,90
SK0163,2021,78
SK0181,2021,50
SK0059,2022,33
SK0054,2023,77
SK0044,2023,69
SK0278,2024,31
SK0085,2024,53
SK0171,2024,73
SK0299,2025,49
SK0213,2024,69
SK0299,2023,15
SK0013,2021,80
SK0265,2022,91
SK0099,2022,33
SK0185,2023,35
SK0220,2021,37
SK0154,2025,28
SK0268,2026,67
SK0213,2025,45
SK0075,2025,35
SK0080,2026,49
SK0162,2022,57
SK0046,2021,10
SK0206,2023,11
SK0098,2021,27
SK0106,2026,24
SK0280,2021,41
SK0291,2023,21
SK0227,2025,73
SK0165,2024,66
SK0080,2022,74
SK0262,2023,35
SK0162,2021,49
SK0200,2025,39
SK0297,2024,55
SK0055,2026,13
SK0238,2026,96
SK0082,2025,77
SK0075,2021,15
SK0143,2023,35
SK0255,2021,54
SK0053,2021,95
SK0173,2021,35
SK0130,2022,53
SK0190,2023,48
SK0034,2024,27
SK0104,2025,40
SK0134,2025,39
SK0050,2022,20
SK0295,2021,23
SK0100,2021,83
SK0278,2025,35
SK0285,2021,10
SK0004,2023,30
SK0185,2025,75
SK0294,2026,48
SK0118,2026,75
SK0138,2026,66
SK0199,2021,87
SK0006,2025,91
SK0109,2021,97
SK0093,2025,48
SK0268,2026,10
SK0072,2021,56
SK0221,2023,18
SK0251,2025,13
SK0054,2023,95
SK0243,2026,10
SK0109,2022,75
SK0064,2026,36
SK0266,2023,94
SK0035,2021,44
SK0248,2026,26
SK0144,2022,59
SK0217,2023,76
SK0296,2024,18
SK0188,2022,53
SK0124,2021,62
SK0141,2024,64
SK0101,2021,82
SK0146,2022,26
SK0220,2021,19
SK0276,2026,91
SK0029,2021,58
SK0173,2022,42
SK0165,2024,16
SK0125,2025,84
SK0079,2024,63
SK0258,2026,78
SK0248,2025,86
SK0261,2023,82
SK0238,2021,60
SK0122,2025,72
SK0028,2022,35
SK0172,2025,96
SK0233,2024,55
SK0001,2024,12
SK0271,2024,86
SK0188,2021,78
SK0074,2024,64
SK0085,2025,67
SK0101,2022,88
SK0040,2022,78
SK0229,2023,91
SK0195,2023,24
SK0241,2023,49
SK0005,2025,54
SK0059,2023,67
SK0034,2025,48
SK0221,2026,45
SK0107,2025,60
SK0294,2025,79
SK0204,2026,25
SK0100,2023,95
SK0219,2022,15
SK0168,2026,66
SK0259,2024,82
SK0234,2024,64
SK0034,2021,69
SK0073,2022,84
SK0051,2023,60
SK0120,2022,69
SK0248,2025,81
SK0120,2025,82
SK0196,2024,12
SK0021,2024,51
SK0130,2023,81
SK0158,2022,80
SK0028,2025,67
SK0239,2022,18
SK0250,2022,52
SK0130,2023,65
SK0033,2025,83
SK0061,2024,71
SK0279,2022,18
SK0093,2023,36
SK0040,2022,56
SK0266,2026,96
SK0245,2024,46
SK0080,2021,70
SK0077,2023,97
SK0114,2026,39
SK0072,2021,30
SK0032,2026,76
SK0021,2024,47
SK0114,2022,15
SK0123,2022,90
SK0032,2026,80
SK0082,2023,56
SK0222,2026,47
SK0260,2026,68
SK0144,2023,64
SK0075,2024,97
SK0162,2021,28
SK0250,2024,93
SK0263,2023,15
SK0199,2026,35
SK0286,2021,45
SK0081,2025,99
SK0283,2021,18
SK0106,2021,53
SK0280,2025,85
SK0064,2022,20
SK0155,2023,54
SK0124,2021,61
SK0266,2022,52
SK0055,2026,40
SK0004,2025,92
SK0162,2021,60
SK0155,2022,62
SK0119,2022,49
SK0196,2024,45
SK0049,2025,90
SK0209,2026,54
SK0246,2025,70
SK0209,2023,61
SK0086,2026,67
SK0226,2021,57
SK0238,2026,59
SK0067,2024,92
SK0170,2023,43
SK0050,2025,79
SK0242,2024,50
SK0173,2022,89
SK0061,2024,21
SK0032,2024,61
SK0198,2022,15
SK0263,2021,31
SK0221,2026,64
SK0247,2025,93
SK0024,2026,13
SK0279,2026,39
SK0115,2025,39
SK0044,2021,13
SK0068,2022,95
SK0208,2026,61
SK0300,2021,81
SK0041,2024,45
SK0040,2025,66
SK0085,2024,28
SK0124,2026,26
SK0280,2021,64
SK0099,2024,24
SK0212,2026,73
SK0286,2025,77
SK0002,2021,50
SK0117,2024,40
SK0070,2023,89
SK0017,2021,94
SK0034,2025,74
SK0127,2024,61
SK0130,2022,91
SK0160,2024,61
SK0047,2026,78
SK0031,2023,38
SK0171,2022,97
SK0280,2022,87
SK0031,2021,91
SK0003,2024,52
SK0113,2021,44
SK0073,2026,43
SK0287,2025,71
SK0234,2026,27
SK0210,2021,34
SK0290,2026,90
SK0174,2026,18
SK0011,2024,63
SK0163,2024,97
SK0194,2022,95
SK0206,2026,28
SK0136,2021,84
SK0221,2023,51
SK0123,2023,68
SK0207,2023,26
SK0188,2023,31
SK0233,2025,92
SK0088,2021,80
SK0098,2023,62
SK0181,2023,55
SK0137,2022,84
SK0078,2021,79
SK0187,2026,10
SK0003,2022,38
SK0271,2024,56
SK0231,2022,84
SK0277,2024,53
SK0007,2025,99
SK0128,2022,31
SK0183,2024,77
SK0142,2025,85
SK0168,2025,18
SK0201,2025,33
SK0209,2025,52
SK0182,2024,92
SK0106,2022,22
SK0279,2023,23
SK0137,2025,40
SK0051,2022,79
SK0184,2024,76
SK0028,2022,45
SK0268,2024,37
SK0056,2023,78
SK0109,2025,60
SK0006,2025,36
SK0158,2025,99
SK0069,2025,95
SK0115,2023,24
SK0293,2023,68
SK0253,2024,94
SK0091,2023,52
SK0173,2021,70
SK0229,2021,92
SK0235,2025,15
SK0159,2021,97
SK0257,2024,91
SK0005,2026,10
SK0279,2023,92
SK0004,2025,86
SK0104,2023,41
SK0206,2022,93
SK0185,2026,72
SK0160,2026,14
SK0170,2024,78
SK0034,2024,93
SK0012,2022,46
SK0180,2021,48
SK0040,2025,52
SK0107,2021,11
SK0300,2026,64
SK0181,2025,88
SK0294,2025,72
SK0100,2026,90
SK0265,2026,33
SK0081,2025,44
SK0031,2023,10
SK0176,2023,87
SK0257,2025,94
SK0109,2025,63
SK0166,2021,60
SK0081,2026,56
SK0247,2026,42
SK0058,2024,28
SK0204,2022,26
SK0214,2022,12
SK0190,2023,10
SK0164,2025,93
SK0152,2021,84
SK0002,2024,22
SK0069,2026,45
SK0087,2021,80
SK0268,2021,16
SK0202,2024,52
SK0244,2025,35
SK0168,2021,74
SK0076,2022,54
SK0137,2026,45
SK0128,2022,45
SK0285,2026,42
SK0226,2023,37
SK0197,2024,47
SK0101,2021,95
SK0033,2024,60
SK0182,2025,48
SK0095,2023,89
SK0239,2025,86
SK0194,2026,65
SK0140,2026,77
SK0005,2023,51
SK0068,2021,41
SK0087,2021,41
SK0224,2025,71
SK0096,2021,82
SK0106,2026,88
SK0001,2022,56
SK0160,2021,96
SK0117,2021,57
SK0286,2023,16
SK0072,2026,96
SK0196,2022,35
SK0171,2021,19
SK0229,2025,26
SK0281,2024,26
SK0251,2024,63
SK0178,2021,48
SK0005,2026,63
SK0191,2025,64
SK0056,2024,53
SK0128,2026,13
SK0004,2025,31
SK0036,2024,12
SK0209,2022,40
SK0228,2024,69
SK0192,2023,85
SK0114,2022,36
SK0251,2026,13
SK0253,2025,34
SK0149,2025,93
SK0294,2021,17
SK0083,2024,42
SK0205,2026,22
SK0012,2025,27
SK0181,2022,43
SK0130,2022,85
SK0133,2024,38
SK0250,2023,76
SK0296,2026,43
SK0003,2023,64
SK0004,2024,20
SK0282,2024,44
SK0220,2021,29
SK0058,2021,49
SK0198,2025,32
SK0081,2024,78
SK0148,2024,83
SK0040,2023,30
SK0191,2022,48
SK0149,2025,25
SK0046,2024,60
SK0096,2021,42
SK0016,2024,75
SK0144,2026,87
SK0184,2026,29
SK0092,2021,12
SK0187,2021,97
SK0222,2022,98
SK0143,2026,92
SK0128,2023,87
SK0078,2023,71
SK0297,2024,88
SK0120,2025,68
SK0090,2021,25
SK0021,2022,55
SK0182,2026,89
SK0130,2022,81
SK0133,2024,93
SK0181,2022,34
SK0085,2023,56
SK0254,2022,51
SK0052,2025,46
SK0073,2026,93
SK0289,2021,24
SK0018,2021,97
SK0052,2022,78
SK0242,2023,13
SK0132,2025,91
SK0104,2025,99
SK0157,2022,49
SK0244,2024,51
SK0008,2022,30
SK0036,2025,74
SK0028,2026,26
SK0150,2022,70
SK0187,2024,77
SK0135,2023,44
SK0016,2021,84
SK0066,2024,46
SK0151,2025,75
SK0206,2023,62
SK0010,2022,74
SK0148,2023,96
SK0177,2023,51
SK0177,2023,53
SK0062,2023,62
SK0111,2023,81
SK0252,2025,53
SK0286,2024,77
SK0200,2021,59
SK0234,2024,80
SK0284,2026,61
SK0207,2022,41
SK0282,2021,52
SK0160,2022,28
SK0192,2026,27
SK0012,2023,67
SK0275,2022,63
SK0048,2022,64
SK0152,2022,93
SK0237,2023,25
SK0293,2026,51
SK0142,2025,67
SK0095,2021,77
SK0177,2023,63
SK0298,2022,28
SK0137,2022,32
SK0234,2021,55
SK0240,2022,48
SK0063,2023,91
SK0248,2026,99
SK0011,2024,10
SK0226,2024,32
SK0022,2023,76
SK0173,2024,20
SK0183,2026,92
SK0191,2025,15
SK0236,2021,73
SK0206,2022,38
SK0240,2024,16
SK0064,2021,62
SK0128,2022,37
SK0177,2021,23
SK0195,2025,74
SK0107,2024,81
SK0227,2026,44
SK0007,2023,34
SK0159,2023,67
SK0055,2025,16
SK0209,2021,65
SK0085,2026,72
SK0281,2025,61
SK0075,2022,29
SK0042,2026,99
SK0124,2025,77
SK0201,2026,24
SK0022,2025,96
SK0159,2021,89
SK0007,2024,44
SK0272,2024,35
SK0252,2025,33
SK0158,2026,48
SK0283,2021,35
SK0074,2023,60
SK0264,2021,71
SK0134,2023,57
SK0055,2024,82
SK0039,2024,93
SK0186,2024,61
SK0133,2026,87
SK0090,2026,77
SK0149,2024,88
SK0030,2023,79
SK0023,2022,12
SK0063,2021,97
SK0275,2023,77
SK0081,2025,57
SK0195,2025,36
SK0156,2025,15
SK0202,2025,87
SK0044,2023,58
SK0220,2025,35
SK0139,2024,16
SK0194,2025,49
SK0076,2026,64
SK0167,2025,29
SK0018,2023,76
SK0196,2021,80
SK0292,2026,46
SK0277,2024,72
SK0141,2024,48
SK0098,2025,71
SK0171,2021,15
SK0275,2023,97
SK0037,2026,51
SK0036,2021,62
SK0215,2025,27
SK0128,2024,23
SK0066,2023,71
SK0254,2025,82
SK0042,2022,78
SK0063,2025,24
SK0055,2026,84
SK0153,2021,29
SK0060,2022,42
SK0055,2023,95
SK0039,2022,29
SK0128,2021,13
SK0073,2021,98
SK0234,2025,15
SK0118,2021,11
SK0066,2022,88
SK0262,2022,42
SK0147,2024,79
SK0127,2024,85
SK0098,2023,58
SK0262,2026,77
SK0291,2021,72
SK0233,2022,96
SK0084,2026,39
SK0062,2021,10
SK0267,2023,24
SK0273,2025,27
SK0288,2022,29
SK0289,2021,96
SK0043,2021,59
SK0085,2024,53
SK0011,2025,38
SK0068,2022,34
SK0076,2021,53
SK0123,2024,20
SK0211,2024,41
SK0088,2021,46
SK0126,2023,66
SK0215,2024,90
SK0143,2021,34
SK0229,2024,57
SK0250,2021,30
SK0268,2023,46
SK0044,2026,47
SK0032,2024,72
SK0288,2022,53
SK0179,2024,82
SK0032,2023,97
SK0279,2025,47
SK0238,2024,62
SK0115,2026,54
SK0243,2025,99
SK0031,2023,32
SK0015,2024,54
SK0275,2026,28
SK0014,2023,80
SK0044,2024,81
SK0204,2026,43
SK0175,2025,46
SK0278,2025,76
SK0140,2024,26
SK0020,2021,84
SK0147,2021,14
SK0159,2021,36
SK0188,2026,58
SK0259,2025,40
SK0120,2024,59
SK0291,2025,31
SK0064,2024,96
SK0170,2021,71
SK0142,2026,86
SK0017,2023,63
SK0162,2021,31
SK0254,2023,19
SK0081,2025,92
SK0150,2022,36
SK0264,2023,81
SK0105,2023,93
SK0033,2021,55
SK0245,2024,84
SK0237,2022,58
SK0268,2021,39
SK0034,2025,20
SK0080,2021,60
SK0277,2023,91
SK0040,2025,87
SK0278,2024,97
SK0170,2021,59
SK0277,2025,86
SK0016,2022,78
SK0074,2024,29
SK0049,2023,41
SK0195,2025,68
SK0151,2024,67
SK0112,2024,34
SK0250,2023,81
SK0229,2023,18
SK0174,2023,55
SK0296,2024,57
SK0292,2023,52
SK0294,2024,80
SK0093,2026,13
SK0249,2021,51
SK0207,2026,74
SK0159,2021,92
SK0077,2026,95
SK0201,2026,84
SK0151,2025,12
SK0187,2026,95
SK0290,2026,42
SK0249,2026,99
SK0040,2026,80
SK0237,2022,84
SK0300,2023,40
SK0034,2024,65
SK0252,2024,17
SK0120,2022,75
SK0083,2026,21
SK0249,2022,85
SK0117,2024,49
SK0036,2026,36
SK0152,2026,98
SK0200,2021,43
SK0118,2024,70
SK0236,2022,62
SK0043,2022,98
SK0192,2022,85
SK0171,2026,73
SK0173,2025,57
SK0174,2023,48
SK0231,2022,85
SK0003,2023,89
SK0070,2021,33
SK0170,2026,13
SK0246,2026,68
SK0089,2022,10
SK0298,2021,15
SK0203,2026,15
SK0008,2024,38
SK0172,2023,48
SK0028,2026,16
SK0115,2024,12
SK0070,2023,38
SK0076,2021,78
SK0296,2023,13
SK0069,2023,18
SK0009,2022,82
SK0209,2024,61
SK0277,2023,40
SK0228,2025,31
SK0141,2023,89
SK0070,2025,42
SK0057,2023,78
SK0024,2026,44
SK0011,2023,81
SK0103,2021,52
SK0224,2021,47
SK0213,2022,11
SK0210,2022,13
SK0241,2021,74
SK0184,2026,65
SK0211,2026,98
SK0252,2026,27
SK0186,2024,41
SK0013,2022,52
SK0049,2021,25
SK0106,2025,29
SK0155,2024,40
SK0196,2025,15
SK0229,2021,75
SK0140,2021,37
SK0148,2025,69
SK0162,2022,98
SK0235,2026,52
SK0082,2023,55
SK0087,2023,76
SK0216,2022,51
SK0295,2021,10
SK0038,2024,71
SK0097,2026,30
SK0061,2023,41
SK0179,2025,36
SK0077,2025,96
SK0080,2025,16
SK0243,2022,32
SK0092,2025,75
SK0218,2024,88
SK0164,2026,10
SK0172,2025,80
SK0021,2024,43
SK0034,2026,64
SK0136,2022,91
SK0101,2022,70
SK0132,2024,18
SK0268,2022,70
SK0119,2022,42
SK0297,2025,29
SK0132,2025,27
SK0062,2026,20
SK0163,2025,84
SK0039,2026,91
SK0249,2026,33
SK0144,2023,46
SK0010,2022,24
SK0179,2024,83
SK0286,2022,57
SK0293,2021,21
SK0192,2021,95
SK0007,2025,82
SK0103,2022,63
SK0139,2021,60
SK0064,2022,98
SK0089,2023,58
SK0137,2021,77
SK0044,2023,60
SK0088,2023,83
SK0239,2026,86
SK0149,2025,45
SK0149,2025,56
SK0210,2023,78
SK0062,2023,30
SK0248,2021,56
SK0050,2024,57
SK0184,2025,83
SK0112,2023,70
SK0292,2022,49
SK0289,2026,32
SK0221,2021,89
SK0186,2025,11
SK0049,2021,80
SK0042,2025,82
SK0074,2025,32
SK0178,2024,94
SK0218,2022,93
SK0287,2023,77
SK0238,2025,63
SK0094,2025,20
SK0191,2026,84
SK0097,2026,50
SK0251,2023,48
SK0119,2022,89
SK0120,2021,11
SK0034,2025,62
SK0179,2025,33
SK0121,2024,56
SK0028,2022,31
SK0089,2023,30
SK0017,2021,47
SK0071,2025,44
SK0157,2021,35
SK0140,2022,46
SK0094,2023,59
SK0218,2025,23
SK0180,2026,28
SK0094,2025,84
SK0245,2023,16
SK0148,2023,57
SK0267,2026,85
SK0187,2021,19
SK0218,2024,43
SK0220,2026,94
SK0174,2021,44
SK0177,2023,54
SK0194,2026,65
SK0097,2023,14
SK0264,2023,59
SK0154,2026,75
SK0133,2021,13
SK0182,2021,82
SK0010,2021,48
SK0003,2026,11
SK0158,2021,31
SK0122,2025,68
SK0167,2021,29
SK0056,2026,36
SK0020,2025,73
SK0125,2026,39
SK0040,2025,11
SK0104,2021,15
SK0212,2021,22
SK0049,2024,38
SK0241,2024,44
SK0012,2026,64
SK0021,2026,66
SK0068,2021,95
SK0181,2026,51
SK0005,2022,68
SK0121,2022,45
SK0299,2021,29
SK0180,2024,43
SK0291,2023,96
SK0069,2024,10
SK0199,2022,45
SK0217,2021,20
SK0051,2021,28
SK0105,2025,10
SK0020,2021,34
SK0264,2021,89
SK0060,2025,52
SK0237,2023,96
SK0038,2025,64
SK0125,2026,60
SK0112,2022,82
SK0256,2022,75
SK0220,2023,19
SK0147,2021,28
SK0108,2022,97
SK0073,2026,13
SK0117,2024,59
SK0188,2022,34
SK0201,2025,46
SK0215,2026,18
SK0263,2025,54
SK0034,2025,29
SK0011,2021,99
SK0234,2022,21
SK0295,2026,74
SK0004,2021,10
SK0292,2021,83
SK0299,2022,51
SK0002,2026,95
SK0013,2022,95
SK0242,2025,73
SK0219,2022,99
SK0245,2025,57
SK0237,2023,76
SK0244,2022,38
SK0024,2023,91
SK0240,2026,36
SK0194,2026,92
SK0161,2022,97
SK0300,2025,40
SK0257,2026,39
SK0115,2025,41
SK0107,2024,15
SK0204,2026,43
SK0168,2024,18
SK0227,2026,21
SK0185,2021,16
SK0274,2024,90
SK0089,2023,54
SK0042,2025,65
SK0160,2025,29
SK0086,2022,60
SK0225,2023,74
SK0018,2024,54
SK0222,2021,65
SK0075,2026,62
SK0149,2021,55
SK0048,2024,73
SK0086,2025,78
SK0077,2022,75
SK0179,2024,89
SK0263,2025,51
SK0240,2024,11
SK0012,2021,54
SK0189,2024,21
SK0072,2021,32
SK0205,2024,49
SK0193,2022,30
SK0191,2023,33
SK0172,2023,46
SK0228,2025,91
SK0124,2024,98
SK0134,2026,10
SK0077,2021,37
SK0036,2022,41
SK0010,2025,88
SK0294,2023,42
SK0071,2022,22
SK0091,2026,64
SK0167,2025,19
SK0066,2026,44
SK0180,2024,44
SK0244,2025,38
SK0087,2024,39
SK0007,2025,63
SK0283,2024,16
SK0254,2025,84
SK0099,2025,79
SK0226,2025,99
SK0113,2024,19
SK0189,2025,71
SK0114,2025,69
SK0113,2024,70
SK0127,2023,67
SK0063,2026,77
SK0033,2021,98
SK0207,2025,61
SK0043,2022,17
SK0257,2023,14
SK0211,2023,60
SK0218,2021,30
SK0286,2023,66
SK0300,2022,86
SK0186,2024,50
SK0195,2026,10
SK0225,2024,16
SK0047,2021,41
SK0146,2021,91
SK0297,2023,34
SK0217,2022,59
SK0245,2022,84
SK0107,2023,15
SK0021,2022,79
SK0065,2021,32
SK0018,2025,20
SK0245,2024,16
SK0120,2026,24
SK0122,2026,82
SK0040,2021,51
SK0050,2022,28
SK0161,2022,81
SK0251,2025,56
SK0002,2024,16
SK0210,2022,19
SK0294,2024,32
SK0009,2021,23
SK0188,2023,69
SK0171,2023,56
SK0097,2024,56
SK0014,2022,10
SK0269,2024,18
SK0263,2022,50
SK0106,2025,70
SK0109,2024,41
SK0062,2024,18
SK0061,2024,30
SK0007,2021,98
SK0222,2024,22
SK0116,2026,94
SK0219,2021,79
SK0169,2021,15
SK0211,2024,63
SK0156,2024,74
SK0260,2023,50
SK0116,2026,76
SK0282,2022,91
SK0214,2025,36
SK0173,2023,66
SK0174,2023,46
SK0170,2021,11
SK0243,2021,42
SK0085,2022,52
SK0074,2026,16
SK0265,2025,34
SK0246,2022,38
SK0273,2023,63
SK0036,2022,85
SK0026,2021,84
SK0300,2024,23
SK0165,2026,17
SK0192,2025,79
SK0189,2024,22
SK0053,2021,98
SK0250,2022,83
SK0020,2023,65
SK0013,2022,99
SK0077,2022,54
SK0206,2023,29
SK0221,2026,16
SK0020,2024,96
SK0114,2026,36
SK0153,2023,81
SK0245,2025,78
SK0223,2025,84
SK0058,2022,64
SK0016,2023,98
SK0088,2023,67
SK0294,2026,99
SK0201,2024,29
SK0251,2024,15
SK0140,2026,37
SK0012,2022,49
SK0073,2023,24
SK0186,2023,13
SK0075,2025,84
SK0041,2023,64
SK0148,2021,50
SK0147,2021,99
SK0090,2023,82
SK0268,2024,20
SK0114,2022,42
SK0205,2023,71
SK0019,2023,80
SK0230,2022,82
SK0213,2024,26
SK0025,2023,45
SK0158,2021,90
SK0083,2025,59
SK0199,2026,23
SK0008,2022,47
SK0036,2026,11
SK0148,2025,58
SK0283,2025,69
SK0185,2022,21
SK0111,2024,25
SK0079,2023,29
SK0014,2025,51
SK0040,2024,84
SK0066,2026,84
SK0177,2021,75
SK0289,2023,28
SK0233,2024,31
SK0118,2025,85
SK0056,2024,18
SK0273,2023,45
SK0050,2025,51
SK0266,2022,14
SK0082,2022,72
SK0287,2022,55
SK0002,2023,30
SK0287,2023,95
SK0297,2023,24
SK0155,2023,26
SK0038,2026,67
SK0240,2026,33
SK0095,2024,93
SK0155,2021,98
SK0257,2023,32
SK0181,2025,56
SK0037,2023,55
SK0251,2021,21
SK0046,2023,83
SK0176,2025,33
SK0162,2026,67
SK0082,2026,66
SK0122,2023,30
SK0016,2026,79
SK0245,2023,18
SK0269,2023,81
SK0137,2021,19
SK0019,2026,98
SK0242,2026,87
SK0270,2022,91
SK0054,2023,18
SK0067,2023,70
SK0170,2026,76
SK0203,2022,86
SK0092,2025,60
SK0253,2025,27
SK0122,2026,11
SK0180,2026,17
SK0063,2025,34
SK0295,2023,80
SK0279,2026,82
SK0171,2021,80
SK0063,2026,84
SK0222,2021,98
SK0003,2024,60
SK0178,2022,44
SK0257,2022,73
SK0035,2021,99
SK0207,2023,68
SK0058,2024,70
SK0229,2023,60
SK0084,2023,79
SK0099,2023,87
SK0134,2021,28
SK0050,2025,86
SK0249,2025,35
SK0209,2026,82
SK0056,2022,96
SK0119,2026,58
SK0099,2026,55
SK0026,2022,57
SK0171,2026,75
SK0185,2021,70
SK0237,2022,23
SK0146,2025,64
SK0184,2024,14
SK0227,2021,38
SK0151,2026,77
SK0176,2023,23
SK0174,2026,93
SK0111,2024,19
SK0283,2026,55
SK0155,2021,79
SK0184,2025,79
SK0122,2026,68
SK0185,2023,54
SK0043,2025,80
SK0293,2021,99
SK0061,2023,77
SK0024,2021,22
SK0124,2023,39
SK0122,2022,75
SK0006,2024,48
SK0145,2026,36
SK0252,2023,24
SK0199,2026,79
SK0117,2022,61
SK0137,2026,50
SK0047,2022,50
SK0049,2025,42
SK0019,2023,67
SK0290,2024,62
SK0118,2025,34
SK0174,2025,36
SK0095,2026,64
SK0294,2025,98
SK0204,2025,29
SK0265,2024,69
SK0264,2023,24
SK0222,2021,79
SK0124,2022,41
SK0087,2024,98
SK0216,2026,41
SK0232,2025,10
SK0147,2024,26
SK0142,2021,29
SK0283,2024,90
SK0004,2026,68
SK0081,2023,25
SK0170,2025,71
SK0161,2023,19
SK0130,2022,61
SK0016,2025,20
SK0159,2026,20
SK0220,2025,14
SK0207,2025,73
SK0234,2023,25
SK0158,2026,53
SK0127,2021,95
SK0196,2025,76
SK0162,2021,84
SK0190,2024,18
SK0059,2026,72
SK0151,2026,19
SK0031,2026,66
SK0280,2026,56
SK0178,2021,60
SK0254,2023,31
SK0197,2021,13
SK0100,2026,41
SK0013,2025,36
SK0170,2024,65
SK0113,2026,82
SK0187,2026,60
SK0298,2026,97
SK0262,2023,44
SK0165,2022,42
SK0216,2025,94
SK0039,2024,63
SK0009,2022,58
SK0106,2026,91
SK0073,2024,40
SK0227,2022,12
SK0194,2022,69
SK0177,2023,24
SK0118,2026,60
SK0045,2026,14
SK0156,2023,95
