candidate_id,skill_id,proficiency
CAND07126,SK0187,5
CAND12429,SK0084,4
CAND12458,SK0210,3
CAND01568,SK0160,2
CAND09961,SK0282,4
CAND09086,SK0244,3
CAND05467,SK0162,2
CAND13346,SK0115,3
CAND04170,SK0113,1
CAND03211,SK0190,4
CAND10852,SK0065,5
CAND02564,SK0248,5
CAND09353,SK0292,1
CAND10871,SK0216,2
CAND01660,SK0219,4
CAND01417,SK0288,5
CAND05374,SK0294,5
CAND02985,SK0189,1
CAND04902,SK0127,1
CAND02323,SK0039,1
CAND00591,SK0179,1
CAND05033,SK0092,2
CAND07373,SK0209,4
CAND12597,SK0243,4
CAND07365,SK0134,3
CAND10469,SK0019,4
CAND14857,SK0153,1
CAND05211,SK0110,3
CAND12401,SK0261,2
CAND06717,SK0019,1
CAND10897,SK0064,1
CAND12234,SK0239,3
CAND11741,SK0032,1
CAND02610,SK0173,3
CAND05079,SK0209,3
CAND13585,SK0119,5
CAND05522,SK0176,2
CAND09003,SK0176,4
CAND11813,SK0076,3
CAND01125,SK0234,1
CAND02053,SK0274,3
CAND02934,SK0223,2
CAND09573,SK0037,1
CAND11482,SK0086,3
CAND07216,SK0176,2
CAND08393,SK0219,3
CAND09173,SK0256,3
CAND10844,SK0249,3
CAND10919,SK0166,2
CAND11922,SK0214,3
CAND06633,SK0053,4
CAND14945,SK0054,1
CAND12110,SK0115,4
CAND13310,SK0185,4
CAND05451,SK0046,2
CAND09450,SK0033,4
CAND03280,SK0098,4
CAND13293,SK0029,1
CAND05155,SK0146,2
CAND12906,SK0172,5
CAND09840,SK0014,5
CAND03803,SK0001,1
CAND04926,SK0181,4
CAND06786,SK0111,2
CAND07223,SK0050,4
CAND04328,SK0084,1
CAND07366,SK0042,2
CAND05600,SK0123,4
CAND11394,SK0049,3
CAND08317,SK0057,4
CAND07667,SK0150,4
CAND00907,SK0132,5
CAND01627,SK0127,3
CAND06136,SK0194,4
CAND01905,SK0197,3
CAND06098,SK0294,3
CAND03021,SK0093,5
CAND03679,SK0196,1
CAND09580,SK0172,2
CAND02016,SK0099,3
CAND04265,SK0136,2
CAND06075,SK0003,5
CAND10418,SK0118,1
CAND07331,SK0044,5
CAND05818,SK0287,3
CAND11472,SK0214,3
CAND01955,SK0178,5
CAND07931,SK0092,2
CAND09414,SK0290,3
CAND07214,SK0199,3
CAND00606,SK0014,4
CAND11749,SK0155,2
CAND04313,SK0258,4
CAND05020,SK0095,1
CAND12177,SK0260,2
CAND07722,SK0269,3
CAND00462,SK0176,3
CAND14608,SK0208,2
CAND03173,SK0027,5
CAND08985,SK0120,5
CAND08172,SK0061,1
CAND07182,SK0117,5
CAND03714,SK0217,3
CAND14547,SK0247,5
CAND04341,SK0210,1
CAND04483,SK0025,4
CAND02395,SK0244,4
CAND01009,SK0202,2
CAND03385,SK0038,2
CAND10213,SK0262,3
CAND13469,SK0213,4
CAND06807,SK0225,5
CAND08013,SK0057,1
CAND06506,SK0078,4
CAND14189,SK0105,2
CAND02423,SK0196,5
CAND08983,SK0180,4
CAND04533,SK0266,4
CAND10954,SK0118,1
CAND06751,SK0169,3
CAND08961,SK0007,3
CAND14222,SK0220,5
CAND14811,SK0290,2
CAND13626,SK0234,4
CAND13173,SK0105,5
CAND03720,SK0082,3
CAND12351,SK0071,4
CAND03145,SK0053,1
CAND02803,SK0105,3
CAND01562,SK0212,1
CAND12716,SK0177,5
CAND10485,SK0289,4
CAND03976,SK0169,3
CAND08955,SK0181,4
CAND14622,SK0068,3
CAND02291,SK0150,5
CAND13026,SK0234,3
CAND01348,SK0137,2
CAND11853,SK0287,3
CAND06229,SK0173,5
CAND14910,SK0001,3
CAND10472,SK0188,1
CAND13228,SK0125,3
CAND11301,SK0272,4
CAND05888,SK0017,4
CAND02144,SK0067,5
CAND07637,SK0181,5
CAND08877,SK0209,1
CAND04266,SK0022,1
CAND13434,SK0258,1
CAND01675,SK0090,1
CAND07847,SK0271,4
CAND08899,SK0129,2
CAND04276,SK0137,2
CAND01368,SK0164,1
CAND07027,SK0209,2
CAND01239,SK0137,2
CAND13335,SK0001,2
CAND06645,SK0161,1
CAND07962,SK0074,1
CAND12382,SK0296,2
CAND12584,SK0126,5
CAND05196,SK0034,3
CAND01006,SK0286,4
CAND11305,SK0210,4
CAND01747,SK0153,4
CAND00094,SK0112,2
CAND01084,SK0057,1
CAND07888,SK0221,1
CAND08827,SK0239,5
CAND08085,SK0263,2
CAND02177,SK0090,5
CAND11936,SK0021,2
CAND05376,SK0028,2
CAND11202,SK0272,4
CAND14999,SK0211,5
CAND10108,SK0220,1
CAND14285,SK0157,2
CAND02801,SK0172,2
CAND01745,SK0059,2
CAND03518,SK0278,2
CAND06460,SK0164,4
CAND10279,SK0094,3
CAND01554,SK0037,1
CAND07103,SK0147,2
CAND09627,SK0035,3
CAND11541,SK0193,2
CAND07544,SK0218,1
CAND08509,SK0255,5
CAND05666,SK0236,3
CAND03976,SK0280,1
CAND04497,SK0093,3
CAND00668,SK0152,5
CAND05208,SK0125,1
CAND14402,SK0278,1
CAND06354,SK0036,5
CAND11612,SK0132,2
CAND12316,SK0014,3
CAND12384,SK0281,3
CAND02943,SK0250,3
CAND05768,SK0013,2
CAND05867,SK0078,5
CAND00060,SK0089,5
CAND01106,SK0250,2
CAND06583,SK0276,4
CAND13332,SK0233,1
CAND03742,SK0156,4
CAND02254,SK0067,4
CAND03480,SK0236,1
CAND13677,SK0132,1
CAND12567,SK0107,4
CAND10076,SK0203,4
CAND08393,SK0281,1
CAND06597,SK0092,3
CAND05703,SK0185,5
CAND12160,SK0213,2
CAND13647,SK0112,2
CAND00924,SK0102,3
CAND06307,SK0016,5
CAND06160,SK0072,1
CAND00950,SK0282,5
CAND11814,SK0048,3
CAND01886,SK0025,2
CAND00496,SK0191,4
CAND13688,SK0233,2
CAND02499,SK0245,1
CAND05854,SK0182,4
CAND01344,SK0289,4
CAND05478,SK0221,3
CAND13297,SK0225,2
CAND05106,SK0218,4
CAND07552,SK0205,4
CAND09882,SK0035,1
CAND12381,SK0006,5
CAND03601,SK0160,4
CAND02482,SK0190,1
CAND05502,SK0037,3
CAND08209,SK0142,4
CAND00415,SK0016,3
CAND13934,SK0016,3
CAND00026,SK0300,5
CAND01188,SK0222,5
CAND09728,SK0256,4
CAND02810,SK0151,3
CAND05845,SK0168,4
CAND13312,SK0258,4
CAND07728,SK0105,3
CAND08093,SK0027,4
CAND07257,SK0050,3
CAND06286,SK0123,4
CAND09724,SK0025,3
CAND09838,SK0064,5
CAND08208,SK0139,4
CAND06739,SK0116,5
CAND07182,SK0126,1
CAND06771,SK0248,3
CAND05779,SK0174,4
CAND12369,SK0219,1
CAND11855,SK0087,5
CAND00595,SK0154,5
CAND04008,SK0202,3
CAND01244,SK0100,3
CAND05319,SK0221,3
CAND03953,SK0269,1
CAND04239,SK0010,5
CAND06939,SK0107,5
CAND10169,SK0121,2
CAND01499,SK0170,5
CAND07297,SK0206,3
CAND07726,SK0105,3
CAND06153,SK0260,5
CAND08169,SK0026,2
CAND14256,SK0196,5
CAND13936,SK0181,5
CAND12456,SK0081,2
CAND03978,SK0202,1
CAND07339,SK0071,1
CAND14027,SK0027,5
CAND07502,SK0230,3
CAND13552,SK0011,3
CAND04532,SK0277,3
CAND02793,SK0129,2
CAND10984,SK0113,4
CAND02367,SK0274,1
CAND01481,SK0178,1
CAND05732,SK0112,5
CAND01896,SK0188,4
CAND01248,SK0149,3
CAND09170,SK0056,4
CAND12989,SK0128,5
CAND08741,SK0282,4
CAND10038,SK0269,3
CAND14498,SK0132,5
CAND13823,SK0257,5
CAND01193,SK0238,1
CAND00077,SK0182,2
CAND06419,SK0040,4
CAND06335,SK0125,4
CAND05805,SK0067,4
CAND00094,SK0021,2
CAND03493,SK0264,2
CAND02239,SK0225,1
CAND11206,SK0024,1
CAND03296,SK0272,4
CAND13971,SK0233,5
CAND11244,SK0265,3
CAND11161,SK0095,3
CAND12168,SK0047,2
CAND01076,SK0199,2
CAND11926,SK0198,5
CAND04752,SK0134,1
CAND12391,SK0196,1
CAND00389,SK0089,2
CAND01819,SK0299,4
CAND04486,SK0077,2
CAND01035,SK0060,3
CAND12942,SK0253,4
CAND09579,SK0004,2
CAND05475,SK0042,4
CAND02241,SK0070,1
CAND14043,SK0095,5
CAND07935,SK0275,1
CAND12619,SK0222,5
CAND02768,SK0002,5
CAND00077,SK0097,4
CAND13740,SK0116,4
CAND02249,SK0245,3
CAND05534,SK0160,5
CAND00210,SK0097,5
CAND04017,SK0171,4
CAND05377,SK0258,3
CAND06280,SK0297,3
CAND10984,SK0181,5
CAND07404,SK0300,1
CAND02587,SK0140,1
CAND10906,SK0215,3
CAND05520,SK0287,5
CAND03765,SK0082,2
CAND12542,SK0200,1
CAND07397,SK0275,2
CAND09784,SK0150,3
CAND11463,SK0264,3
CAND09479,SK0196,2
CAND01784,SK0070,3
CAND14212,SK0081,1
CAND01343,SK0086,5
CAND01096,SK0133,4
CAND13907,SK0190,4
CAND03950,SK0242,2
CAND11804,SK0229,4
CAND13507,SK0199,3
CAND03128,SK0055,3
CAND03766,SK0061,4
CAND07244,SK0052,1
CAND12435,SK0159,1
CAND14062,SK0069,2
CAND14039,SK0013,5
CAND04123,SK0134,4
CAND01958,SK0063,1
CAND11028,SK0109,3
CAND09205,SK0097,4
CAND12538,SK0276,3
CAND12020,SK0220,2
CAND08502,SK0100,1
CAND14727,SK0120,3
CAND03501,SK0251,4
CAND14287,SK0238,2
CAND13926,SK0054,5
CAND01418,SK0256,5
CAND01722,SK0178,2
CAND05038,SK0160,5
CAND03214,SK0277,3
CAND01220,SK0234,4
CAND14742,SK0273,4
CAND08649,SK0119,4
CAND06079,SK0152,3
CAND10475,SK0197,3
CAND04134,SK0015,5
CAND07066,SK0217,5
CAND08615,SK0299,5
CAND11646,SK0240,3
CAND13914,SK0039,1
CAND06449,SK0272,4
CAND05268,SK0141,4
CAND08508,SK0154,3
CAND03704,SK0295,1
CAND11063,SK0117,1
CAND13942,SK0219,5
CAND13331,SK0150,5
CAND02211,SK0236,5
CAND08962,SK0226,5
CAND06147,SK0096,1
CAND05330,SK0141,5
CAND06632,SK0249,5
CAND06432,SK0147,5
CAND05289,SK0021,4
CAND04375,SK0278,5
CAND05996,SK0215,2
CAND13545,SK0248,1
CAND10219,SK0023,3
CAND08540,SK0211,2
CAND04139,SK0129,3
CAND09980,SK0238,2
CAND00723,SK0175,3
CAND07788,SK0091,3
CAND10120,SK0067,5
CAND05518,SK0167,3
CAND11756,SK0280,5
CAND14125,SK0096,1
CAND06906,SK0069,3
CAND12458,SK0273,5
CAND06327,SK0279,1
CAND13102,SK0056,5
CAND11842,SK0052,1
CAND13170,SK0082,4
CAND14799,SK0033,4
CAND10497,SK0020,5
CAND03726,SK0050,4
CAND14421,SK0062,5
CAND09450,SK0141,2
CAND06791,SK0160,1
CAND14870,SK0276,4
CAND06588,SK0147,1
CAND02649,SK0229,4
CAND07319,SK0223,3
CAND01873,SK0096,4
CAND08696,SK0263,4
CAND01078,SK0271,2
CAND06281,SK0003,3
CAND05428,SK0163,1
CAND04997,SK0010,1
CAND02404,SK0133,4
CAND05140,SK0188,2
CAND14283,SK0109,3
CAND13862,SK0141,1
CAND04763,SK0132,1
CAND07496,SK0149,1
CAND02164,SK0043,2
CAND10401,SK0007,3
CAND06387,SK0005,4
CAND10004,SK0143,1
CAND00959,SK0079,1
CAND02711,SK0156,5
CAND04432,SK0170,3
CAND03183,SK0090,5
CAND13834,SK0280,3
CAND09810,SK0141,1
CAND14010,SK0052,1
CAND01377,SK0015,3
CAND13743,SK0189,5
CAND14333,SK0279,2
CAND03951,SK0269,3
CAND06507,SK0182,4
CAND04984,SK0170,3
CAND01214,SK0029,3
CAND08419,SK0069,1
CAND05581,SK0015,3
CAND10216,SK0276,5
CAND04799,SK0218,3
CAND13716,SK0275,3
CAND13221,SK0069,3
CAND02814,SK0233,2
CAND10238,SK0216,4
CAND02339,SK0205,5
CAND11698,SK0233,2
CAND12984,SK0034,2
CAND01040,SK0153,1
CAND08475,SK0012,3
CAND14681,SK0093,1
CAND01811,SK0127,2
CAND08703,SK0080,5
CAND14122,SK0094,2
CAND08430,SK0134,3
CAND08787,SK0279,3
CAND07512,SK0087,5
CAND02174,SK0252,2
CAND13065,SK0148,1
CAND12891,SK0048,3
CAND02633,SK0078,5
CAND07726,SK0094,1
CAND03838,SK0293,1
CAND02261,SK0299,5
CAND03089,SK0172,1
CAND14800,SK0025,2
CAND04365,SK0120,2
CAND02228,SK0221,5
CAND08254,SK0300,4
CAND10562,SK0183,4
CAND10490,SK0009,1
CAND07527,SK0135,5
CAND12152,SK0103,3
CAND08563,SK0105,4
CAND09483,SK0021,1
CAND08305,SK0029,1
CAND10681,SK0152,2
CAND03466,SK0216,1
CAND08067,SK0084,4
CAND00650,SK0230,3
CAND02593,SK0245,2
CAND09667,SK0047,5
CAND14017,SK0097,1
CAND02798,SK0269,4
CAND13478,SK0082,5
CAND05306,SK0202,4
CAND06155,SK0147,3
CAND01238,SK0035,4
CAND10832,SK0165,4
CAND01683,SK0136,4
CAND12593,SK0157,2
CAND07970,SK0210,2
CAND08276,SK0140,4
CAND01297,SK0255,2
CAND06213,SK0039,4
CAND12073,SK0219,3
CAND01909,SK0255,3
CAND12848,SK0083,1
CAND04884,SK0269,2
CAND13544,SK0083,4
CAND01385,SK0182,5
CAND01308,SK0017,1
CAND10335,SK0291,2
CAND01756,SK0077,1
CAND05435,SK0115,3
CAND08833,SK0003,4
CAND09419,SK0191,1
CAND05503,SK0055,3
CAND06360,SK0040,2
CAND00418,SK0076,1
CAND07754,SK0027,3
CAND13011,SK0262,4
CAND10927,SK0280,4
CAND08226,SK0210,2
CAND00519,SK0232,2
CAND12885,SK0206,1
CAND01963,SK0006,3
CAND00204,SK0279,2
CAND05941,SK0128,3
CAND08137,SK0095,1
CAND07162,SK0207,3
CAND12013,SK0273,1
CAND12196,SK0050,2
CAND00787,SK0074,4
CAND00023,SK0194,3
CAND02723,SK0168,4
CAND13096,SK0177,2
CAND10983,SK0019,5
CAND01182,SK0102,5
CAND12175,SK0175,3
CAND04835,SK0134,5
CAND02794,SK0209,1
CAND04945,SK0078,5
CAND00711,SK0054,3
CAND03864,SK0107,1
CAND00390,SK0296,1
CAND08766,SK0299,2
CAND01257,SK0285,4
CAND10212,SK0177,4
CAND06391,SK0150,1
CAND08986,SK0118,1
CAND07614,SK0270,3
CAND13076,SK0245,2
CAND07447,SK0061,5
CAND07643,SK0057,2
CAND10181,SK0130,1
CAND01923,SK0030,2
CAND12216,SK0083,3
CAND12217,SK0154,5
CAND04302,SK0066,4
CAND01915,SK0050,3
CAND05601,SK0200,5
CAND11735,SK0234,4
CAND05217,SK0146,1
CAND07300,SK0164,5
CAND08378,SK0028,4
CAND07018,SK0086,1
CAND11447,SK0199,5
CAND06397,SK0100,3
CAND14909,SK0120,2
CAND01332,SK0207,4
CAND03317,SK0252,1
CAND02885,SK0117,4
CAND01205,SK0172,1
CAND14183,SK0120,4
CAND00476,SK0095,5
CAND04713,SK0155,5
CAND06472,SK0039,5
CAND04087,SK0248,5
CAND11205,SK0075,2
CAND11661,SK0165,2
CAND10886,SK0247,2
CAND10419,SK0145,2
CAND14618,SK0153,4
CAND14895,SK0067,4
CAND11334,SK0138,1
CAND11079,SK0165,5
CAND03810,SK0176,2
CAND04746,SK0271,5
CAND07770,SK0030,4
CAND07375,SK0035,1
CAND01863,SK0012,5
CAND08401,SK0229,4
CAND03208,SK0109,5
CAND03191,SK0065,1
CAND05218,SK0198,1
CAND09875,SK0276,4
CAND03632,SK0247,1
CAND02275,SK0136,2
CAND02086,SK0179,2
CAND09996,SK0281,1
CAND02807,SK0058,1
CAND11482,SK0137,4
CAND06590,SK0048,2
CAND08399,SK0209,3
CAND08125,SK0014,3
CAND00755,SK0058,2
CAND12516,SK0174,3
CAND05030,SK0270,2
CAND12143,SK0062,1
CAND06130,SK0045,1
CAND01374,SK0011,3
CAND09389,SK0057,4
CAND10948,SK0136,3
CAND03719,SK0049,2
CAND02593,SK0184,2
CAND09255,SK0157,2
CAND11134,SK0100,1
CAND03465,SK0176,3
CAND07439,SK0249,3
CAND06587,SK0131,4
CAND12187,SK0114,5
CAND00889,SK0298,2
CAND10750,SK0163,4
CAND10451,SK0007,2
CAND04462,SK0287,2
CAND14348,SK0072,5
CAND06280,SK0044,2
CAND04293,SK0022,3
CAND01042,SK0236,1
CAND02982,SK0225,4
CAND05531,SK0225,2
CAND01989,SK0249,2
CAND01265,SK0079,2
CAND09472,SK0070,2
CAND11810,SK0214,5
CAND09621,SK0124,4
CAND03225,SK0018,5
CAND00934,SK0238,4
CAND08603,SK0252,3
CAND06268,SK0219,3
CAND07840,SK0204,2
CAND00763,SK0188,1
CAND05793,SK0053,2
CAND11911,SK0091,1
CAND08515,SK0061,4
CAND03316,SK0292,1
CAND12470,SK0027,4
CAND07868,SK0033,3
CAND05935,SK0139,5
CAND07655,SK0153,5
CAND09996,SK0216,2
CAND05743,SK0181,3
CAND06293,SK0227,4
CAND01881,SK0098,1
CAND02247,SK0249,4
CAND04634,SK0280,1
CAND06774,SK0016,4
CAND06690,SK0242,5
CAND14314,SK0055,1
CAND00396,SK0086,2
CAND04673,SK0155,4
CAND01906,SK0285,3
CAND09271,SK0289,5
CAND08926,SK0053,1
CAND11056,SK0242,2
CAND08973,SK0041,5
CAND11884,SK0159,2
CAND03769,SK0105,1
CAND08322,SK0031,1
CAND07922,SK0087,4
CAND13022,SK0010,4
CAND10262,SK0089,4
CAND10877,SK0278,2
CAND05247,SK0013,4
CAND04432,SK0150,4
CAND10563,SK0063,5
CAND01887,SK0042,5
CAND04127,SK0131,4
CAND07476,SK0001,3
CAND02043,SK0022,3
CAND09666,SK0130,1
CAND02683,SK0108,2
CAND14807,SK0093,1
CAND14893,SK0095,5
CAND03376,SK0129,4
CAND03786,SK0031,3
CAND07204,SK0138,3
CAND08554,SK0059,1
CAND08070,SK0146,3
CAND09895,SK0146,2
CAND10688,SK0111,2
CAND09255,SK0290,3
CAND06869,SK0183,4
CAND05257,SK0136,5
CAND02809,SK0041,1
CAND04196,SK0007,3
CAND12868,SK0075,5
CAND09131,SK0220,5
CAND04073,SK0205,5
CAND06280,SK0272,4
CAND14675,SK0134,1
CAND12207,SK0266,3
CAND08832,SK0284,3
CAND04709,SK0105,1
CAND03444,SK0043,1
CAND12239,SK0071,2
CAND09784,SK0258,5
CAND10980,SK0219,1
CAND08668,SK0168,3
CAND11808,SK0146,5
CAND05765,SK0174,4
CAND05483,SK0214,5
CAND13220,SK0212,3
CAND11457,SK0031,4
CAND09775,SK0172,5
CAND04073,SK0142,3
CAND05826,SK0006,4
CAND01997,SK0150,3
CAND01485,SK0108,2
CAND13235,SK0066,3
CAND11703,SK0088,3
CAND03241,SK0162,4
CAND02760,SK0221,2
CAND04448,SK0111,3
CAND09757,SK0168,4
CAND03986,SK0025,2
CAND11883,SK0180,1
CAND11360,SK0002,1
CAND05980,SK0215,1
CAND13104,SK0007,1
CAND09986,SK0133,4
CAND08719,SK0288,1
CAND08233,SK0179,1
CAND14867,SK0177,5
CAND04438,SK0017,5
CAND12827,SK0030,4
CAND07327,SK0079,4
CAND13258,SK0273,3
CAND01018,SK0041,3
CAND05852,SK0012,3
CAND13010,SK0242,2
CAND01902,SK0221,5
CAND03621,SK0032,1
CAND04335,SK0259,4
CAND09261,SK0233,4
CAND04568,SK0075,4
CAND07465,SK0254,3
CAND01532,SK0274,2
CAND00332,SK0187,5
CAND00412,SK0197,4
CAND04141,SK0257,2
CAND06850,SK0073,1
CAND10452,SK0039,3
CAND03666,SK0067,2
CAND01199,SK0239,4
CAND12376,SK0245,1
CAND00658,SK0299,4
CAND06334,SK0064,1
CAND01147,SK0282,5
CAND04002,SK0159,4
CAND00419,SK0286,4
CAND09433,SK0134,3
CAND06211,SK0073,5
CAND14696,SK0135,5
CAND03591,SK0049,4
CAND07025,SK0233,3
CAND14648,SK0017,2
CAND08256,SK0085,3
CAND06915,SK0179,5
CAND13210,SK0087,4
CAND11326,SK0204,5
CAND07344,SK0089,1
CAND02502,SK0124,5
CAND08626,SK0223,5
CAND14121,SK0262,2
CAND03670,SK0290,3
CAND00647,SK0102,5
CAND05512,SK0036,2
CAND11239,SK0170,5
CAND00130,SK0192,1
CAND01402,SK0167,4
CAND01890,SK0040,5
CAND05309,SK0104,3
CAND11703,SK0051,2
CAND13323,SK0035,5
CAND11676,SK0167,4
CAND00225,SK0075,1
CAND11949,SK0023,4
CAND08692,SK0016,2
CAND10811,SK0015,5
CAND03416,SK0278,1
CAND02782,SK0170,1
CAND09356,SK0203,2
CAND09150,SK0181,1
CAND01517,SK0185,3
CAND10308,SK0199,4
CAND11258,SK0055,1
CAND09892,SK0213,2
CAND14648,SK0280,4
CAND00176,SK0293,5
CAND03568,SK0045,1
CAND02256,SK0133,4
CAND05082,SK0274,3
CAND02796,SK0043,1
CAND04768,SK0300,5
CAND08403,SK0022,5
CAND06473,SK0240,5
CAND07489,SK0056,1
CAND03161,SK0087,5
CAND06998,SK0052,5
CAND14707,SK0076,2
CAND04379,SK0181,5
CAND04457,SK0151,5
CAND14398,SK0235,5
CAND03445,SK0079,3
CAND10457,SK0087,3
CAND04546,SK0149,3
CAND12822,SK0236,5
CAND06951,SK0050,3
CAND13935,SK0039,2
CAND06626,SK0180,3
CAND09636,SK0250,2
CAND11157,SK0259,4
CAND11760,SK0098,2
CAND13537,SK0222,2
CAND02521,SK0015,4
CAND05583,SK0128,3
CAND04868,SK0022,4
CAND12862,SK0017,3
CAND14041,SK0036,1
CAND13480,SK0075,5
CAND04751,SK0053,5
CAND14318,SK0037,4
CAND14666,SK0062,3
CAND06276,SK0174,4
CAND04994,SK0161,4
CAND03803,SK0236,5
CAND00829,SK0170,4
CAND10940,SK0127,2
CAND13329,SK0280,4
CAND10694,SK0252,5
CAND06092,SK0001,4
CAND07522,SK0139,4
CAND13701,SK0023,3
CAND06023,SK0168,2
CAND05211,SK0103,1
CAND08085,SK0074,4
CAND12342,SK0217,1
CAND13231,SK0101,4
CAND08329,SK0129,2
CAND11943,SK0081,1
CAND14866,SK0049,4
CAND07484,SK0184,3
CAND14919,SK0221,4
CAND06858,SK0138,3
CAND11922,SK0042,1
CAND13067,SK0176,3
CAND04597,SK0099,3
CAND03295,SK0049,2
CAND06865,SK0090,5
CAND07484,SK0084,1
CAND10189,SK0240,3
CAND10970,SK0299,4
CAND06066,SK0126,2
CAND04047,SK0143,4
CAND00683,SK0081,3
CAND07913,SK0109,1
CAND14917,SK0149,1
CAND09816,SK0075,3
CAND11228,SK0007,4
CAND04976,SK0151,2
CAND07831,SK0153,1
CAND00193,SK0189,4
CAND02324,SK0088,4
CAND02683,SK0300,5
CAND03413,SK0098,3
CAND03700,SK0031,2
CAND05202,SK0168,2
CAND03596,SK0043,2
CAND02593,SK0047,5
CAND14801,SK0158,1
CAND06757,SK0036,1
CAND10682,SK0171,4
CAND08304,SK0091,1
CAND14035,SK0292,2
CAND07660,SK0288,5
CAND09491,SK0252,4
CAND11129,SK0299,1
CAND13651,SK0096,4
CAND03119,SK0283,5
CAND11860,SK0033,2
CAND12941,SK0176,2
CAND09035,SK0214,2
CAND05024,SK0252,2
CAND03242,SK0032,1
CAND09344,SK0073,5
CAND09952,SK0134,5
CAND10652,SK0172,5
CAND07650,SK0061,1
CAND10318,SK0037,1
CAND05205,SK0254,1
CAND08619,SK0074,1
CAND14431,SK0021,3
CAND10211,SK0023,2
CAND01767,SK0274,2
CAND10660,SK0294,1
CAND08380,SK0212,5
CAND10841,SK0054,5
CAND00026,SK0119,4
CAND04591,SK0032,4
CAND03023,SK0297,1
CAND09175,SK0014,2
CAND10371,SK0057,2
CAND03778,SK0248,5
CAND06710,SK0094,1
CAND12790,SK0024,3
CAND06553,SK0169,3
CAND10610,SK0196,2
CAND03484,SK0113,5
CAND08878,SK0106,4
CAND14545,SK0155,5
CAND12713,SK0259,3
CAND11601,SK0223,3
CAND00196,SK0155,4
CAND12815,SK0138,2
CAND11521,SK0144,5
CAND03661,SK0225,5
CAND09907,SK0225,2
CAND09249,SK0135,3
CAND00916,SK0224,3
CAND00639,SK0258,2
CAND02183,SK0150,4
CAND03510,SK0156,2
CAND04585,SK0198,2
CAND06854,SK0244,5
CAND04741,SK0143,5
CAND10811,SK0224,3
CAND10236,SK0003,2
CAND06940,SK0195,1
CAND04337,SK0219,5
CAND06856,SK0163,1
CAND02981,SK0116,4
CAND09888,SK0175,3
CAND07095,SK0242,4
CAND00846,SK0047,3
CAND12887,SK0001,2
CAND02712,SK0089,5
CAND04504,SK0239,5
CAND11165,SK0220,4
CAND01606,SK0192,5
CAND02631,SK0250,3
CAND12249,SK0098,5
CAND09244,SK0128,1
CAND02707,SK0288,1
CAND05949,SK0075,4
CAND14415,SK0169,2
CAND10452,SK0252,2
CAND04031,SK0280,3
CAND06671,SK0247,1
CAND05205,SK0067,5
CAND00796,SK0049,1
CAND02932,SK0087,3
CAND04183,SK0128,1
CAND07926,SK0197,5
CAND11920,SK0269,1
CAND05837,SK0009,1
CAND02960,SK0019,4
CAND13688,SK0240,1
CAND14510,SK0086,2
CAND03285,SK0002,3
CAND02270,SK0105,5
CAND04293,SK0077,4
CAND06334,SK0193,1
CAND00050,SK0119,2
CAND02536,SK0274,3
CAND05214,SK0191,3
CAND14942,SK0281,5
CAND08119,SK0189,5
CAND01582,SK0181,2
CAND04235,SK0199,5
CAND10019,SK0148,2
CAND14631,SK0230,1
CAND09818,SK0237,4
CAND12886,SK0198,2
CAND04786,SK0177,2
CAND13508,SK0258,2
CAND07427,SK0169,5
CAND08082,SK0087,1
CAND13089,SK0071,5
CAND08934,SK0161,3
CAND04226,SK0065,2
CAND08565,SK0008,1
CAND02594,SK0114,5
CAND10462,SK0232,2
CAND12322,SK0006,3
CAND09221,SK0049,5
CAND06246,SK0143,5
CAND00205,SK0105,5
CAND10791,SK0055,3
CAND06752,SK0173,4
CAND06005,SK0038,1
CAND06235,SK0267,4
CAND06012,SK0183,1
CAND07484,SK0289,2
CAND13064,SK0038,3
CAND05210,SK0122,2
CAND05289,SK0184,3
CAND12989,SK0157,2
CAND04686,SK0195,2
CAND07944,SK0093,1
CAND07642,SK0003,1
CAND06403,SK0066,3
CAND02951,SK0139,3
CAND11966,SK0243,1
CAND11628,SK0212,5
CAND10807,SK0004,3
CAND10449,SK0060,2
CAND08005,SK0184,5
CAND14960,SK0154,1
CAND05985,SK0259,4
CAND13942,SK0242,1
CAND08775,SK0261,3
CAND02471,SK0094,2
CAND13884,SK0178,4
CAND02943,SK0290,5
CAND01884,SK0171,2
CAND01194,SK0101,5
CAND00315,SK0004,3
CAND09956,SK0102,2
CAND03005,SK0218,2
CAND14291,SK0224,1
CAND05513,SK0145,3
CAND02883,SK0172,2
CAND05308,SK0156,2
CAND11055,SK0292,4
CAND12080,SK0173,2
CAND13973,SK0255,3
CAND03767,SK0097,5
CAND11703,SK0063,1
CAND10015,SK0118,2
CAND11274,SK0076,3
CAND00546,SK0066,1
CAND05615,SK0079,5
CAND05418,SK0269,4
CAND07669,SK0004,4
CAND03612,SK0106,5
CAND04839,SK0206,5
CAND01347,SK0161,2
CAND10299,SK0111,4
CAND12428,SK0280,1
CAND09406,SK0182,4
CAND06579,SK0259,3
CAND13954,SK0161,1
CAND06665,SK0005,4
CAND10272,SK0046,4
CAND10271,SK0152,5
CAND00547,SK0162,3
CAND00354,SK0164,3
CAND11816,SK0080,3
CAND11252,SK0245,4
CAND04022,SK0226,5
CAND06496,SK0151,1
CAND08481,SK0278,4
CAND05653,SK0137,3
CAND14303,SK0124,1
CAND00437,SK0038,2
