employee_id,salary,bonus,department_id,job_title,effective_date
EMP03049,139194.95,11846.7,D017,Comptroller,2026-01-27
EMP03050,72747.42,9447.4,D017,"Engineer, mining",2026-06-25
EMP03051,73266.1,1374.31,D003,"Psychologist, prison and probation services",2025-11-30
EMP03052,133239.55,11339.83,D009,Ranger/warden,2025-10-14
EMP03053,98295.57,14499.33,D012,"Doctor, hospital",2024-08-16
EMP03054,68600.91,6777.47,D018,Civil Service fast streamer,2025-09-03
EMP03055,119230.57,18567.33,D001,Barrister's clerk,2024-09-25
EMP03056,129797.23,4124.44,D020,Volunteer coordinator,2026-06-16
EMP03057,44572.31,812.47,D019,Associate Professor,2023-11-28
EMP03058,129101.63,6873.49,D015,Radiation protection practitioner,2025-12-24
EMP03059,119398.89,20855.57,D006,Forensic scientist,2024-09-06
EMP03060,62141.63,12385.74,D015,Homeopath,2025-03-07
EMP03061,84901.08,9674.93,D016,Furniture designer,2024-06-21
EMP03062,158807.1,8277.56,D019,"Psychotherapist, dance movement",2026-01-12
EMP03063,127826.54,18471.62,D010,"Teacher, primary school",2025-01-01
EMP03064,149939.66,24741.9,D015,Exhibition designer,2025-05-04
EMP03065,108493.65,7639.45,D015,Tax inspector,2023-11-08
EMP03066,120531.31,16656.88,D018,Clinical biochemist,2025-03-13
EMP03067,156857.41,19613.68,D012,Building surveyor,2026-04-27
EMP03068,138729.68,3734.97,D017,Public affairs consultant,2024-01-29
EMP03069,105664.19,20918.31,D007,Company secretary,2026-04-09
EMP03070,102011.66,12795.06,D018,Radio producer,2026-05-01
EMP03071,109561.19,8488.23,D014,Food technologist,2024-11-07
EMP03072,98418.46,9932.18,D019,Administrator,2025-05-14
EMP03073,109874.4,15746.1,D007,Air traffic controller,2025-09-26
EMP03074,88721.34,7795.36,D020,"Engineer, control and instrumentation",2025-06-20
EMP03075,100369.23,7290.38,D014,Furniture conservator/restorer,2026-04-24
EMP03076,119433.11,8070.55,D009,Marketing executive,2026-02-17
EMP03077,114670.27,10264.23,D012,"Nurse, mental health",2026-03-10
EMP03078,123240.52,13116.1,D020,"Secretary, company",2023-08-24
EMP03079,76427.26,9656.04,D011,Retail merchandiser,2024-08-27
EMP03080,93550.32,13925.02,D003,Health and safety inspector,2026-04-21
EMP03081,108921.49,15080.03,D002,Senior tax professional/tax inspector,2023-10-06
EMP03082,81720.8,12018.51,D013,Occupational hygienist,2025-05-07
EMP03083,101401.9,159.78,D014,Landscape architect,2024-12-11
EMP03084,128811.84,3767.15,D006,"Radiographer, therapeutic",2024-07-26
EMP03085,119047.86,16603.83,D007,"Engineer, manufacturing",2023-08-14
EMP03086,91285.22,4500.75,D002,Quality manager,2026-02-01
EMP03087,101059.21,3796.08,D014,Hospital doctor,2024-09-16
EMP03088,84728.46,12648.19,D015,Health physicist,2023-09-19
EMP03089,116471.49,2921.22,D016,Tour manager,2023-12-09
EMP03090,122739.09,16211.99,D005,Multimedia specialist,2024-10-04
EMP03091,89700.67,7464.65,D006,Ophthalmologist,2025-09-19
EMP03092,100528.62,1745.24,D015,Multimedia programmer,2024-10-19
EMP03093,124095.67,10258.94,D007,"Accountant, chartered public finance",2026-03-02
EMP03094,79633.64,141.71,D011,Probation officer,2025-06-19
EMP03095,105718.47,16072.99,D010,Control and instrumentation engineer,2026-06-23
EMP03096,122959.21,13285.68,D015,English as a foreign language teacher,2025-05-06
EMP03097,158984.96,4756.15,D009,"Nurse, mental health",2026-05-02
EMP03098,106706.12,1713.54,D018,Multimedia specialist,2025-10-02
EMP03099,128298.86,10954.3,D020,Barrister,2026-07-10
EMP03100,115001.37,16643.43,D003,"Horticulturist, commercial",2025-04-05
EMP03101,100103.2,10802.24,D001,"Psychotherapist, dance movement",2024-04-30
EMP03102,121391.44,21477.58,D008,General practice doctor,2026-05-06
EMP03103,97603.43,1086.37,D019,Civil Service administrator,2024-06-01
EMP03104,63695.97,11062.76,D010,Data scientist,2024-11-15
EMP03105,80522.84,832.54,D009,Accounting technician,2025-02-15
EMP03106,99740.75,5818.41,D002,"Surveyor, insurance",2023-09-14
EMP03107,106302.79,4396.03,D006,Claims inspector/assessor,2026-02-24
EMP03108,79108.53,9664.45,D020,Speech and language therapist,2026-01-12
EMP03109,80172.77,6631.29,D007,Accommodation manager,2023-12-19
EMP03110,105210.57,8766.0,D002,"Engineer, automotive",2024-03-16
EMP03111,124362.99,4581.27,D002,Press photographer,2024-07-12
EMP03112,120803.79,20861.8,D016,"Scientist, forensic",2025-05-26
EMP03113,137302.09,13702.15,D018,"Therapist, music",2025-09-10
EMP03114,81642.09,11401.98,D004,"Engineer, materials",2024-09-01
EMP03115,123555.98,22438.85,D010,Retail banker,2023-11-01
EMP03116,73930.49,14355.35,D016,"Designer, exhibition/display",2024-08-15
EMP03117,127781.14,22697.35,D014,Market researcher,2024-05-22
EMP03118,70086.34,11532.68,D018,Consulting civil engineer,2026-01-05
EMP03119,87935.54,15236.38,D005,"Social research officer, government",2025-02-26
EMP03120,95817.72,2818.0,D020,Textile designer,2023-09-05
EMP03121,76085.13,8214.03,D001,Herbalist,2026-08-03
EMP03122,119855.42,19214.37,D013,"Accountant, chartered management",2024-02-28
EMP03123,134427.36,621.04,D020,Information officer,2025-09-30
EMP03124,145572.02,5466.55,D004,"Engineer, technical sales",2025-05-04
EMP03125,132591.29,25597.08,D010,Telecommunications researcher,2025-03-22
EMP03126,81198.71,455.69,D020,Fine artist,2023-11-24
EMP03127,117500.34,17668.96,D012,Medical sales representative,2024-12-04
EMP03128,120600.3,7611.9,D001,Commercial horticulturist,2025-10-07
EMP03129,96921.22,10505.61,D004,Operational investment banker,2025-08-30
EMP03130,76948.26,6110.5,D006,Adult nurse,2024-11-08
EMP03131,99211.23,5598.28,D014,"Copywriter, advertising",2026-04-30
EMP03132,109442.55,7930.75,D013,Occupational hygienist,2025-06-10
EMP03133,131633.36,7333.54,D010,Translator,2023-08-14
EMP03134,91627.23,17316.76,D014,Land/geomatics surveyor,2025-02-28
EMP03135,92902.44,2098.0,D006,Radiation protection practitioner,2026-07-26
EMP03136,130054.71,2897.73,D019,Prison officer,2024-05-04
EMP03137,102721.26,17914.49,D014,Midwife,2025-09-03
EMP03138,148037.52,16050.63,D015,Consulting civil engineer,2024-08-29
EMP03139,88412.96,16632.17,D003,Planning and development surveyor,2025-02-24
EMP03140,113685.48,11326.45,D011,Personal assistant,2026-01-27
EMP03141,103413.46,1214.35,D015,"Surveyor, mining",2024-01-15
EMP03142,88857.13,1953.03,D017,Horticultural consultant,2025-12-20
EMP03143,104881.91,4763.17,D007,"Surveyor, land/geomatics",2024-07-24
EMP03144,83202.52,7433.59,D008,Arts development officer,2023-12-18
EMP03145,121238.26,6258.36,D002,"Engineer, water",2026-07-10
EMP03146,140707.0,10094.06,D003,Child psychotherapist,2026-07-27
EMP03147,126182.67,6696.05,D002,Physiotherapist,2024-01-27
EMP03148,79660.18,5431.06,D010,"Engineer, chemical",2025-12-27
EMP03149,134781.67,7750.48,D015,Office manager,2025-09-20
EMP03150,116248.99,20326.92,D009,"Psychotherapist, dance movement",2025-09-11
EMP03151,136134.99,6692.92,D018,"Scientist, research (medical)",2025-01-23
EMP03152,99603.73,18565.7,D018,Building control surveyor,2025-03-19
EMP03153,47347.98,3655.33,D011,Psychiatric nurse,2024-12-21
EMP03154,93315.64,16755.62,D010,International aid/development worker,2023-11-27
EMP03155,124162.28,4702.52,D020,Dealer,2023-09-15
EMP03156,150137.05,21136.96,D012,Games developer,2025-06-15
EMP03157,102225.77,10998.85,D004,Surgeon,2026-01-24
EMP03158,112812.28,9104.94,D013,Broadcast engineer,2026-02-12
EMP03159,86858.39,2256.76,D007,Fish farm manager,2024-10-15
EMP03160,126742.71,2832.87,D013,Lexicographer,2024-04-15
EMP03161,104220.53,17839.25,D012,Financial planner,2025-08-05
EMP03162,56530.06,5238.75,D013,Ranger/warden,2025-05-31
EMP03163,136137.1,14781.87,D001,Musician,2024-08-03
EMP03164,88346.79,1679.14,D005,"Geologist, wellsite",2023-11-12
EMP03165,72795.27,12674.68,D009,"Designer, graphic",2026-03-16
EMP03166,110232.09,15453.87,D011,Travel agency manager,2025-10-24
EMP03167,98107.02,6864.43,D017,"Scientist, biomedical",2025-11-17
EMP03168,79299.08,15630.21,D003,Event organiser,2024-05-04
EMP03169,102442.31,3847.33,D015,Video editor,2024-08-27
EMP03170,111015.76,89.99,D020,English as a second language teacher,2025-04-21
EMP03171,103128.16,12181.25,D014,"Administrator, arts",2023-09-06
EMP03172,79123.11,14608.47,D007,"Engineer, manufacturing systems",2024-07-12
EMP03173,129863.76,17066.18,D008,Materials engineer,2024-07-13
EMP03174,142188.26,24251.13,D016,Financial adviser,2025-08-21
EMP03175,85772.23,4107.89,D019,Tour manager,2024-02-04
EMP03176,112707.04,13967.26,D010,Medical technical officer,2025-11-29
EMP03177,106304.81,11056.8,D010,Control and instrumentation engineer,2026-04-26
EMP03178,138421.66,2873.22,D014,Occupational psychologist,2024-05-07
EMP03179,87520.9,10394.78,D018,Architectural technologist,2023-08-12
EMP03180,101817.11,1071.09,D005,"Scientist, research (maths)",2024-10-16
EMP03181,117676.94,7341.59,D008,Soil scientist,2025-02-02
EMP03182,71844.38,29.26,D016,Logistics and distribution manager,2024-09-06
EMP03183,128341.16,4580.75,D009,Emergency planning/management officer,2025-10-10
EMP03184,64717.76,6533.89,D007,"Education officer, community",2025-01-03
EMP03185,104958.62,15085.29,D017,Tourism officer,2026-02-11
EMP03186,123122.89,10541.22,D004,"Surveyor, land/geomatics",2024-02-04
EMP03187,98726.81,3750.69,D016,Psychotherapist,2026-06-16
EMP03188,96949.57,6655.55,D004,Fast food restaurant manager,2024-11-01
EMP03189,118580.83,5675.44,D020,Horticultural therapist,2025-08-13
EMP03190,110475.33,19072.94,D006,Air traffic controller,2024-07-06
EMP03191,158998.19,9888.56,D019,Chief Financial Officer,2024-12-30
EMP03192,122480.41,13763.32,D005,Chartered accountant,2024-11-24
EMP03193,70394.42,3576.22,D001,Forest/woodland manager,2025-08-03
EMP03194,96257.52,2585.73,D010,Water quality scientist,2025-01-31
EMP03195,99989.73,14370.26,D002,Town planner,2025-05-10
EMP03196,105811.37,4569.7,D014,Records manager,2023-08-05
EMP03197,120533.22,10510.19,D006,Industrial buyer,2024-08-22
EMP03198,81153.36,13165.35,D006,"Programmer, applications",2026-01-02
EMP03199,81729.67,2072.85,D005,Land/geomatics surveyor,2026-04-09
EMP03200,122045.73,5291.94,D012,Glass blower/designer,2025-06-06
EMP03201,63166.93,12539.72,D017,Recruitment consultant,2026-06-25
EMP03202,117891.23,11985.75,D020,"Engineer, drilling",2025-10-31
EMP03203,84164.32,10638.89,D017,"Production assistant, television",2026-07-29
EMP03204,121566.11,17854.19,D011,"Psychologist, educational",2024-03-01
EMP03205,136042.41,5631.92,D012,Animator,2026-04-10
EMP03206,90003.58,5678.91,D019,Health and safety adviser,2024-02-28
EMP03207,172517.37,21548.4,D014,Theatre stage manager,2025-05-06
EMP03208,65248.35,833.56,D013,Warden/ranger,2026-07-28
EMP03209,94674.95,8286.68,D010,Archaeologist,2025-11-13
EMP03210,40000.0,5498.92,D016,Teaching laboratory technician,2024-01-14
EMP03211,123059.11,19533.7,D001,Pensions consultant,2024-05-23
EMP03212,129770.94,19725.15,D011,Proofreader,2024-04-06
EMP03213,85078.36,4042.39,D018,"Social research officer, government",2024-11-04
EMP03214,134356.67,15673.12,D005,Broadcast journalist,2025-07-23
EMP03215,117715.19,14356.95,D011,Toxicologist,2024-07-24
EMP03216,104878.01,6557.92,D008,Insurance claims handler,2023-12-13
EMP03217,61081.13,607.91,D012,Medical sales representative,2026-07-29
EMP03218,110854.69,14548.35,D009,Neurosurgeon,2025-11-15
EMP03219,117414.44,345.98,D003,Legal secretary,2025-03-09
EMP03220,104564.71,2884.26,D002,"Teacher, special educational needs",2026-03-26
EMP03221,73648.85,218.99,D013,Quality manager,2024-05-13
EMP03222,131331.8,14607.88,D019,"Production designer, theatre/television/film",2025-05-22
EMP03223,111450.43,16126.17,D014,"Exhibitions officer, museum/gallery",2024-02-04
EMP03224,59916.77,2483.62,D013,Travel agency manager,2026-03-04
EMP03225,126519.07,9394.97,D009,Musician,2026-01-21
EMP03226,91421.61,2009.3,D020,Chief Marketing Officer,2025-02-17
EMP03227,90052.62,12495.39,D004,Ambulance person,2026-07-12
EMP03228,125691.92,1382.64,D003,"Engineer, control and instrumentation",2025-09-27
EMP03229,147518.23,21691.02,D014,Fitness centre manager,2026-05-05
EMP03230,130093.38,14793.27,D003,Advertising art director,2023-08-15
EMP03231,119022.94,2525.01,D010,Lobbyist,2025-02-17
EMP03232,100314.97,6221.96,D003,"Psychotherapist, dance movement",2024-09-03
EMP03233,123119.4,14821.86,D017,"Engineer, land",2024-10-31
EMP03234,105918.1,11942.78,D014,Operational investment banker,2025-04-30
EMP03235,53541.76,6710.7,D013,Special educational needs teacher,2025-01-28
EMP03236,57062.98,8092.17,D005,Telecommunications researcher,2024-02-29
EMP03237,179745.79,2035.82,D020,Chief Operating Officer,2026-04-21
EMP03238,108580.48,4439.57,D005,Arts development officer,2025-03-10
EMP03239,110463.39,16933.53,D020,"Scientist, physiological",2025-05-04
EMP03240,127897.44,12475.18,D002,Advertising account planner,2025-12-24
EMP03241,135159.89,23315.32,D004,Hospital doctor,2024-03-03
EMP03242,72601.75,9718.61,D006,Clinical molecular geneticist,2025-01-18
EMP03243,66041.9,1671.86,D007,Research scientist (maths),2025-09-24
EMP03244,106711.24,14567.99,D001,Interior and spatial designer,2025-12-04
EMP03245,122915.2,5360.95,D017,"Pilot, airline",2024-05-25
EMP03246,100554.86,15110.05,D006,Health physicist,2025-05-03
EMP03247,118444.48,11714.7,D015,"Engineer, site",2025-08-18
EMP03248,120817.22,5671.01,D007,Ambulance person,2025-06-21
EMP03249,84584.34,4865.61,D003,Public relations account executive,2026-05-19
EMP03250,115466.88,2216.84,D005,"Designer, television/film set",2024-07-20
EMP03251,126090.9,24444.25,D006,Civil Service administrator,2024-08-05
EMP03252,40788.47,5193.77,D012,Retail buyer,2023-11-23
EMP03253,83211.59,6000.9,D009,Risk manager,2024-05-10
EMP03254,88038.41,6583.56,D019,"Programmer, multimedia",2025-01-19
EMP03255,102001.75,3232.96,D017,Professor Emeritus,2023-12-15
EMP03256,54561.21,7418.45,D005,Broadcast journalist,2025-03-09
EMP03257,93484.05,17035.17,D017,Photographer,2026-08-03
EMP03258,120976.9,20451.57,D020,Technical author,2023-09-12
EMP03259,155824.44,28590.74,D006,Theatre stage manager,2023-10-05
EMP03260,126054.67,4891.17,D020,Chiropractor,2025-06-22
EMP03261,77360.08,221.86,D006,Naval architect,2026-04-06
EMP03262,131309.62,11609.86,D017,IT consultant,2025-12-02
EMP03263,138227.07,23173.7,D003,Risk manager,2024-12-18
EMP03264,83173.16,2268.15,D012,"Psychologist, counselling",2024-02-10
EMP03265,59463.63,6580.83,D010,"Education officer, community",2026-05-09
EMP03266,40000.0,2925.21,D020,Exhibition designer,2023-11-22
EMP03267,132324.16,22256.11,D002,Paediatric nurse,2024-07-19
EMP03268,113288.46,16456.27,D014,Firefighter,2024-05-21
EMP03269,72473.52,1988.93,D016,Insurance account manager,2023-08-22
EMP03270,127351.43,18856.14,D015,Building control surveyor,2025-11-01
EMP03271,119398.14,10183.84,D011,Commissioning editor,2024-03-14
EMP03272,119546.08,12048.74,D002,Ambulance person,2023-08-20
EMP03273,124005.54,4410.52,D011,"Geneticist, molecular",2025-06-04
EMP03274,82472.16,15838.54,D004,Soil scientist,2026-03-01
EMP03275,102186.5,15700.02,D015,Learning disability nurse,2025-02-21
EMP03276,71364.19,9333.29,D009,Printmaker,2024-06-11
EMP03277,99431.07,13676.85,D015,"Surveyor, commercial/residential",2024-01-05
EMP03278,79996.59,7027.18,D001,Personnel officer,2026-07-27
EMP03279,148477.28,28036.0,D014,"Production assistant, television",2026-01-26
EMP03280,123544.42,16567.55,D012,Clinical psychologist,2026-03-19
EMP03281,74502.26,9739.35,D009,Dance movement psychotherapist,2026-07-31
EMP03282,123096.49,21330.58,D012,Musician,2024-05-13
EMP03283,114880.39,6028.22,D010,Land,2026-07-16
EMP03284,49996.95,9790.24,D018,Publishing rights manager,2024-09-08
EMP03285,105036.85,19119.13,D010,"Designer, jewellery",2025-07-25
EMP03286,88800.33,309.1,D013,Stage manager,2024-08-24
EMP03287,95805.96,7936.15,D020,Broadcast engineer,2026-03-29
EMP03288,117657.94,1955.69,D007,Surgeon,2023-08-23
EMP03289,106272.88,6645.56,D013,Cytogeneticist,2025-07-31
EMP03290,89218.55,11315.64,D007,Theatre director,2023-10-26
EMP03291,96707.59,18650.43,D001,Commercial/residential surveyor,2025-08-19
EMP03292,132417.65,13974.39,D002,Dietitian,2023-09-28
EMP03293,127186.69,2529.4,D005,Recycling officer,2026-07-07
EMP03294,183403.87,11947.06,D009,"Surveyor, planning and development",2025-07-01
EMP03295,92423.53,3836.23,D002,Youth worker,2026-07-18
EMP03296,103213.46,12818.92,D017,"Social research officer, government",2024-08-16
EMP03297,124880.77,19664.82,D013,Sales executive,2024-04-04
EMP03298,92950.1,3587.54,D006,Medical technical officer,2024-08-05
EMP03299,135200.01,16326.78,D002,"Development worker, international aid",2026-04-09
EMP03300,108737.17,14280.3,D002,Further education lecturer,2026-07-26
EMP03301,96367.95,7814.08,D018,Technical brewer,2026-04-24
EMP03302,52252.7,7228.53,D019,Television floor manager,2025-02-14
EMP03303,78888.63,5729.23,D008,Bonds trader,2025-02-11
EMP03304,93653.5,12729.41,D020,Ophthalmologist,2025-03-03
EMP03305,89865.57,6548.97,D016,Agricultural engineer,2023-10-03
EMP03306,121187.53,14451.77,D011,Senior tax professional/tax inspector,2025-01-22
EMP03307,110639.48,3454.8,D012,"Horticulturist, commercial",2024-09-27
EMP03308,123658.04,3054.92,D003,Chiropodist,2025-04-20
EMP03309,82709.9,15871.08,D006,Magazine features editor,2025-05-19
EMP03310,115845.8,426.27,D013,"Surveyor, minerals",2024-05-12
EMP03311,120175.53,20100.56,D004,"Lecturer, higher education",2026-04-18
EMP03312,184710.92,16353.37,D015,Mental health nurse,2024-06-11
EMP03313,87197.1,8713.07,D003,"Engineer, automotive",2026-08-04
EMP03314,156567.24,27637.68,D002,"Psychologist, occupational",2026-06-10
EMP03315,48372.59,3754.28,D016,Ergonomist,2024-04-28
EMP03316,129098.4,23745.88,D008,Biomedical engineer,2026-07-05
EMP03317,146714.96,11958.96,D009,Health physicist,2024-03-09
EMP03318,108125.81,21113.47,D011,"Engineer, site",2025-05-11
EMP03319,127623.92,5004.61,D011,"Programmer, applications",2024-04-28
EMP03320,113901.91,9199.88,D012,Pension scheme manager,2025-11-04
EMP03321,53298.78,1141.48,D011,"Engineer, electronics",2024-03-07
EMP03322,121486.93,24036.25,D018,Community pharmacist,2026-07-19
EMP03323,114681.92,271.84,D003,Senior tax professional/tax inspector,2026-05-28
EMP03324,120429.46,9157.57,D018,IT sales professional,2025-09-14
EMP03325,97423.39,13144.93,D003,"Merchandiser, retail",2024-04-22
EMP03326,92852.92,9465.51,D002,Systems developer,2024-12-11
EMP03327,110379.72,1034.94,D007,Operations geologist,2026-07-11
EMP03328,151552.93,26756.36,D007,"Research officer, political party",2026-03-23
EMP03329,102714.97,8365.79,D008,Advertising copywriter,2024-06-19
EMP03330,97845.52,19248.41,D017,"Research officer, government",2024-08-26
EMP03331,138618.49,14040.29,D014,Community pharmacist,2023-09-26
EMP03332,62787.64,6244.65,D018,"Presenter, broadcasting",2023-09-02
EMP03333,93409.91,7816.68,D002,Writer,2023-09-19
EMP03334,113702.52,1882.69,D016,Freight forwarder,2025-12-23
EMP03335,101607.53,12577.45,D008,Freight forwarder,2024-07-26
EMP03336,163335.77,29673.62,D017,Sports development officer,2023-12-08
EMP03337,142416.26,21705.09,D011,Chief of Staff,2024-09-29
EMP03338,100288.77,3865.31,D002,Geoscientist,2025-04-11
EMP03339,85412.6,10918.21,D009,Industrial/product designer,2024-08-05
EMP03340,121498.13,15614.81,D008,"Accountant, chartered",2026-01-25
EMP03341,140775.61,18017.83,D015,"Accountant, chartered management",2023-09-09
EMP03342,109548.7,15654.09,D019,Barrister's clerk,2024-10-08
EMP03343,91275.53,493.8,D014,Glass blower/designer,2026-04-25
EMP03344,114946.73,8919.16,D002,Animator,2024-01-13
EMP03345,114507.76,12922.22,D018,"Producer, television/film/video",2024-09-09
EMP03346,125450.16,3869.55,D009,Merchant navy officer,2026-07-19
EMP03347,99327.83,964.51,D001,Paediatric nurse,2024-08-08
EMP03348,128167.66,3850.85,D004,Armed forces technical officer,2024-03-17
EMP03349,95626.76,9424.02,D002,Database administrator,2024-06-22
EMP03350,105211.95,30.96,D005,Field trials officer,2025-05-27
EMP03351,106755.44,15483.8,D008,Community education officer,2023-09-07
EMP03352,157642.62,15352.16,D019,Arts development officer,2024-09-21
EMP03353,89282.77,16517.22,D020,"Pharmacist, hospital",2024-06-30
EMP03354,102144.82,12656.79,D015,Insurance underwriter,2025-06-11
EMP03355,153986.04,26803.9,D009,Architect,2025-03-09
EMP03356,94858.67,15996.31,D017,"Producer, television/film/video",2023-11-22
EMP03357,82928.3,3835.97,D003,Training and development officer,2024-11-04
EMP03358,104350.08,12930.39,D020,"Radiographer, diagnostic",2024-11-23
EMP03359,154030.29,12152.08,D020,"Designer, interior/spatial",2023-08-24
EMP03360,116164.92,3730.07,D001,Television/film/video producer,2025-01-25
EMP03361,130142.83,22849.38,D010,Paediatric nurse,2026-07-27
EMP03362,146550.82,8537.94,D011,"Scientist, research (physical sciences)",2026-07-11
EMP03363,94688.33,362.39,D002,"Designer, television/film set",2025-12-27
EMP03364,140109.69,3739.17,D006,"Editor, commissioning",2026-04-29
EMP03365,114918.21,9534.56,D013,"Surveyor, planning and development",2024-11-01
EMP03366,103166.14,11916.86,D005,Retail manager,2024-10-26
EMP03367,112773.26,22145.29,D011,Lawyer,2026-05-30
EMP03368,118819.82,3856.68,D018,Industrial/product designer,2024-07-11
EMP03369,114345.61,1798.32,D009,"Designer, exhibition/display",2024-04-20
EMP03370,66473.32,1436.95,D012,Professor Emeritus,2023-09-12
EMP03371,122141.64,13016.78,D017,"Engineer, maintenance",2024-04-12
EMP03372,92818.61,18556.18,D010,"Geologist, engineering",2023-10-27
EMP03373,111602.68,1453.18,D014,Further education lecturer,2024-10-22
EMP03374,105477.82,3884.08,D020,Theatre stage manager,2023-09-17
EMP03375,119236.46,866.38,D006,"Radiographer, diagnostic",2023-11-06
EMP03376,131230.42,21553.69,D018,Teaching laboratory technician,2025-02-04
EMP03377,102625.23,13129.11,D011,Tour manager,2026-04-29
EMP03378,97137.79,8532.55,D019,Database administrator,2023-09-16
EMP03379,86810.11,4993.89,D001,Minerals surveyor,2024-06-28
EMP03380,101488.74,15589.97,D016,Colour technologist,2025-06-27
EMP03381,107683.74,10044.64,D004,"Therapist, occupational",2024-09-07
EMP03382,170413.26,2123.87,D004,Quantity surveyor,2024-09-18
EMP03383,80120.0,3345.07,D019,"Engineer, broadcasting (operations)",2025-06-22
EMP03384,106190.61,17046.05,D020,Paediatric nurse,2024-12-11
EMP03385,130701.67,5510.35,D015,Orthoptist,2026-04-20
EMP03386,102216.54,6555.7,D006,IT technical support officer,2025-03-27
EMP03387,112259.1,7051.54,D004,Health and safety adviser,2025-06-18
EMP03388,100467.55,14254.42,D007,Product designer,2025-10-24
EMP03389,79547.23,4230.56,D016,Medical technical officer,2025-01-23
EMP03390,146142.04,8140.4,D012,Rural practice surveyor,2024-06-08
EMP03391,88475.97,13744.63,D019,"Psychologist, clinical",2024-05-13
EMP03392,100819.73,18454.52,D011,"Surveyor, minerals",2025-01-14
EMP03393,132126.58,23964.61,D010,Financial planner,2026-05-01
EMP03394,132291.93,234.05,D001,Radio broadcast assistant,2025-03-25
EMP03395,94122.77,753.64,D017,Broadcast engineer,2024-11-01
EMP03396,114249.47,679.5,D011,Best boy,2026-07-16
EMP03397,86572.96,15251.11,D004,IT trainer,2024-03-22
EMP03398,107815.65,3691.45,D002,Emergency planning/management officer,2025-03-30
EMP03399,103896.17,15183.47,D005,Theatre manager,2024-02-22
EMP03400,117982.88,8906.58,D001,Customer service manager,2025-10-09
EMP03401,86096.54,1858.99,D014,Marine scientist,2024-04-24
EMP03402,116968.02,17088.14,D013,Therapeutic radiographer,2026-02-28
EMP03403,141360.25,20443.43,D003,Automotive engineer,2024-09-25
EMP03404,106641.73,7063.11,D010,Planning and development surveyor,2026-05-12
EMP03405,135069.63,17764.34,D018,Research scientist (life sciences),2025-09-21
EMP03406,163463.93,25096.83,D009,Psychiatric nurse,2026-06-15
EMP03407,148137.6,6311.36,D011,Community arts worker,2024-03-03
EMP03408,125719.98,4238.78,D020,"Surveyor, insurance",2025-08-04
EMP03409,89627.28,4718.79,D001,Jewellery designer,2026-06-07
EMP03410,84740.07,2119.54,D004,"Engineer, broadcasting (operations)",2025-02-08
EMP03411,112763.62,6277.58,D012,Oncologist,2026-05-11
EMP03412,88874.96,2572.28,D008,"Accountant, chartered",2023-12-18
EMP03413,119540.22,23095.96,D014,Clinical biochemist,2024-04-04
EMP03414,101892.77,6654.81,D004,Public relations officer,2025-01-12
EMP03415,112802.52,16536.26,D020,Horticultural consultant,2024-12-23
EMP03416,154667.59,14611.7,D018,Environmental manager,2025-07-22
EMP03417,124242.93,9878.89,D017,Advertising account planner,2024-09-05
EMP03418,150795.09,28959.34,D017,Furniture designer,2025-07-31
EMP03419,100076.85,13565.0,D019,"Biochemist, clinical",2024-12-04
EMP03420,106727.41,5685.03,D008,"Designer, industrial/product",2025-07-24
EMP03421,118444.49,11887.93,D003,Maintenance engineer,2023-10-09
EMP03422,137639.52,5062.34,D012,Multimedia programmer,2024-02-10
EMP03423,101284.36,8437.7,D016,Barrister's clerk,2024-08-19
EMP03424,139830.9,19635.05,D001,Armed forces training and education officer,2024-04-12
EMP03425,58900.81,5635.62,D020,Hospital doctor,2024-01-04
EMP03426,93340.99,8107.23,D006,Community arts worker,2025-10-28
EMP03427,112498.76,20473.61,D016,"Engineer, control and instrumentation",2025-03-19
EMP03428,96855.18,9141.2,D002,Child psychotherapist,2023-09-20
EMP03429,158638.87,11690.48,D020,Osteopath,2024-07-05
EMP03430,64601.4,5456.0,D009,Occupational psychologist,2025-06-21
EMP03431,122435.55,1723.31,D013,"Research officer, trade union",2025-11-20
EMP03432,108964.63,13641.1,D006,"Psychologist, occupational",2024-05-12
EMP03433,91015.9,2207.11,D010,Management consultant,2024-03-04
EMP03434,118274.61,5044.74,D019,Data scientist,2024-10-21
EMP03435,85201.01,3934.39,D009,Quantity surveyor,2025-12-07
EMP03436,136657.03,14985.24,D008,Academic librarian,2024-10-04
EMP03437,101848.57,10293.32,D009,Primary school teacher,2025-03-24
EMP03438,98352.15,1610.69,D007,Clinical psychologist,2026-06-28
EMP03439,124837.43,7438.41,D015,"Designer, furniture",2024-09-19
EMP03440,64388.44,7384.29,D016,Product/process development scientist,2025-08-12
EMP03441,127907.77,22785.87,D017,Teaching laboratory technician,2023-09-10
EMP03442,129407.8,6753.06,D002,Psychotherapist,2024-09-10
EMP03443,121015.13,22360.67,D009,"Civil engineer, contracting",2025-09-06
EMP03444,122789.54,18502.32,D011,Print production planner,2025-08-09
EMP03445,66687.24,2976.3,D014,Planning and development surveyor,2026-03-30
EMP03446,112685.48,1506.97,D002,"Engineer, production",2026-03-09
EMP03447,147733.85,29426.78,D007,"Journalist, magazine",2025-04-07
EMP03448,86704.04,13386.56,D016,Acupuncturist,2024-10-18
EMP03449,89162.56,6968.31,D011,Paediatric nurse,2023-08-22
EMP03450,85084.06,14324.37,D003,Hotel manager,2025-11-25
EMP03451,110039.85,3658.82,D001,"Editor, magazine features",2024-03-10
