project_id,project_name,department_id,status,budget,business_value,complexity
PRJ0691,Project Mandatory client-server throughput,D001,Completed,882922.95,4946076.92,Low
PRJ0692,Project Exclusive logistical firmware,D007,Completed,349871.01,1733701.65,High
PRJ0693,Project Cloned real-time alliance,D001,In Progress,912103.37,243025.64,Critical
PRJ0694,Project Vision-oriented background alliance,D005,Completed,809595.63,2912594.02,Medium
PRJ0695,Project Multi-layered stable orchestration,D006,In Progress,975227.2,3322118.63,High
PRJ0696,Project Balanced tangible artificial intelligence,D003,Completed,227215.57,2053894.25,High
PRJ0697,Project Universal content-based implementation,D019,Completed,207693.92,3834320.9,High
PRJ0698,Project User-centric homogeneous focus group,D020,Cancelled,669337.65,477122.97,High
PRJ0699,Project Total maximized ability,D009,In Progress,356518.1,3651217.85,Critical
PRJ0700,Project Up-sized attitude-oriented process improvement,D001,Planning,895797.35,921092.88,Medium
PRJ0701,Project Sharable systemic alliance,D009,Completed,614249.11,1054609.63,Low
PRJ0702,Project Intuitive dynamic encoding,D010,In Progress,949292.11,2049768.26,High
PRJ0703,Project Devolved object-oriented artificial intelligence,D006,Completed,388447.88,2619768.28,Medium
PRJ0704,Project Operative client-driven groupware,D011,In Progress,401366.3,974830.09,Low
PRJ0705,Project Secured asymmetric capability,D004,Completed,435972.81,4263857.76,High
PRJ0706,Project Cross-group contextually-based success,D016,Planning,716291.29,937430.88,Critical
PRJ0707,Project Enterprise-wide systemic standardization,D007,Completed,461225.08,1066160.49,High
PRJ0708,Project Streamlined mission-critical website,D018,Completed,508321.95,2245010.95,High
PRJ0709,Project Enhanced next generation help-desk,D001,Planning,322324.47,3499686.29,Medium
PRJ0710,Project Persevering dedicated concept,D016,Completed,709397.08,1964383.39,High
PRJ0711,Project Versatile 24/7 projection,D002,Completed,470242.0,3399641.55,Low
PRJ0712,Project Configurable secondary toolset,D006,Completed,17758.26,2963617.76,Low
PRJ0713,Project Customizable contextually-based complexity,D012,In Progress,870415.87,4990007.79,High
PRJ0714,Project Horizontal 6thgeneration architecture,D001,Completed,141907.58,4015139.69,Critical
PRJ0715,Project Upgradable tangible contingency,D011,Completed,223842.07,1833818.93,Low
PRJ0716,Project Programmable 24/7 pricing structure,D010,Planning,162007.28,4956502.5,High
PRJ0717,Project Distributed zero administration protocol,D005,Completed,576980.18,1948138.08,High
PRJ0718,Project Virtual bandwidth-monitored interface,D019,In Progress,148854.95,3154296.75,Low
PRJ0719,Project Horizontal transitional service-desk,D017,Completed,960773.35,246160.93,Medium
PRJ0720,Project Public-key systematic info-mediaries,D015,Completed,386911.84,2270014.02,Low
PRJ0721,Project Secured disintermediate project,D018,Planning,284600.28,261507.17,Low
PRJ0722,Project Grass-roots client-server extranet,D013,Completed,581483.08,2732595.89,Low
PRJ0723,Project Digitized client-driven moderator,D004,Completed,578315.35,3536731.97,Medium
PRJ0724,Project Secured asymmetric data-warehouse,D011,In Progress,244704.7,117401.5,Critical
PRJ0725,Project Customer-focused national website,D018,Completed,795756.96,530280.81,High
PRJ0726,Project Down-sized intangible infrastructure,D012,Planning,464385.97,305879.6,High
PRJ0727,Project Multi-lateral encompassing utilization,D020,In Progress,350448.58,1501518.63,Low
PRJ0728,Project Customer-focused analyzing array,D003,Completed,114596.06,4845950.55,High
PRJ0729,Project Integrated full-range array,D001,Completed,905555.99,3375675.46,High
PRJ0730,Project Realigned needs-based policy,D020,In Progress,977036.45,4261871.36,Low
PRJ0731,Project Reduced solution-oriented focus group,D008,In Progress,107994.83,1164700.26,High
PRJ0732,Project Front-line even-keeled workforce,D002,Completed,467139.67,1414114.33,Medium
PRJ0733,Project Automated optimal time-frame,D017,Completed,175487.28,1862660.92,High
PRJ0734,Project Extended bi-directional complexity,D017,Planning,346744.31,3756895.96,Low
PRJ0735,Project Integrated exuding info-mediaries,D012,In Progress,509146.51,1963628.74,Critical
PRJ0736,Project Persevering asynchronous projection,D009,Planning,594307.91,1533194.46,High
PRJ0737,Project Fundamental full-range Graphical User Interface,D009,Planning,322911.58,4032302.5,Medium
PRJ0738,Project Synergized mission-critical analyzer,D020,Completed,930969.52,1770748.05,Medium
PRJ0739,Project User-friendly logistical knowledgebase,D010,In Progress,485032.77,3287307.24,Medium
PRJ0740,Project Quality-focused 3rdgeneration process improvement,D011,Completed,624009.9,3430223.44,Critical
PRJ0741,Project Managed full-range standardization,D010,Completed,29932.11,2401542.42,Critical
PRJ0742,Project Managed responsive software,D003,Completed,967628.55,132138.64,Medium
PRJ0743,Project Function-based heuristic protocol,D003,Completed,33987.41,2670088.46,High
PRJ0744,Project Visionary homogeneous project,D018,Completed,14660.69,4742581.51,Critical
PRJ0745,Project Vision-oriented 5thgeneration complexity,D004,Completed,86128.15,59994.11,Critical
PRJ0746,Project Vision-oriented intangible protocol,D015,Planning,275673.76,2143672.06,Low
PRJ0747,Project Profound coherent secured line,D004,In Progress,434844.81,2993435.67,High
PRJ0748,Project Advanced systematic pricing structure,D013,Completed,158629.43,2666501.41,High
PRJ0749,Project Advanced dynamic moratorium,D006,Completed,641487.69,2711423.63,High
PRJ0750,Project Programmable solution-oriented utilization,D005,Planning,60260.1,4758586.54,Low
PRJ0751,Project Networked methodical hub,D010,In Progress,810396.26,3411442.34,Medium
PRJ0752,Project Adaptive human-resource paradigm,D003,Completed,476855.64,4936215.78,Critical
PRJ0753,Project Multi-lateral 3rdgeneration superstructure,D004,Completed,881839.33,1434669.94,Medium
PRJ0754,Project Robust regional solution,D008,Planning,947843.58,76908.8,Medium
PRJ0755,Project Re-engineered attitude-oriented productivity,D005,Planning,458165.57,1945652.99,High
PRJ0756,Project Up-sized dedicated ability,D007,Planning,410958.4,1128961.64,High
PRJ0757,Project Decentralized tertiary matrices,D007,Completed,383367.69,2733850.73,Critical
PRJ0758,Project Enhanced directional firmware,D017,In Progress,447349.06,1628445.62,High
PRJ0759,Project Innovative clear-thinking core,D004,Completed,359186.73,4752122.6,Critical
PRJ0760,Project Innovative human-resource capability,D014,Completed,757306.23,756205.83,Critical
PRJ0761,Project Optional homogeneous benchmark,D020,Planning,956347.11,4119302.0,Low
PRJ0762,Project Centralized responsive attitude,D003,Completed,916235.78,4448868.63,Medium
PRJ0763,Project Progressive empowering knowledge user,D003,In Progress,837285.06,492348.02,Critical
PRJ0764,Project Synergistic even-keeled budgetary management,D018,Completed,17370.85,4090866.77,Critical
PRJ0765,Project Compatible zero-defect ability,D006,In Progress,710615.53,1008996.31,Critical
PRJ0766,Project Synergistic client-driven pricing structure,D003,Completed,280236.46,2375527.45,Medium
PRJ0767,Project Right-sized asymmetric Graphic Interface,D019,In Progress,762021.26,1768410.49,Low
PRJ0768,Project Compatible 24/7 migration,D003,In Progress,105385.02,1347279.8,Medium
PRJ0769,Project Cross-platform static process improvement,D009,In Progress,138036.46,3236018.63,Low
PRJ0770,Project Ameliorated homogeneous service-desk,D012,Completed,175461.45,3808800.26,High
PRJ0771,Project Pre-emptive contextually-based hub,D006,In Progress,519524.75,177607.93,Low
PRJ0772,Project Fully-configurable object-oriented data-warehouse,D004,Completed,792300.62,2471100.96,Low
PRJ0773,Project Centralized neutral middleware,D003,Completed,647231.89,1624963.33,Low
PRJ0774,Project Optional stable structure,D004,Completed,103865.53,2641208.33,Medium
PRJ0775,Project Team-oriented modular approach,D005,Planning,431982.5,2143031.78,Medium
PRJ0776,Project Open-architected next generation algorithm,D011,Completed,212200.0,1012576.03,Low
PRJ0777,Project Decentralized global orchestration,D007,Completed,341553.51,3240604.88,Low
PRJ0778,Project Horizontal uniform archive,D018,Completed,522560.98,898508.65,Low
PRJ0779,Project Seamless encompassing implementation,D005,Completed,381381.24,4046723.6,Critical
PRJ0780,Project Monitored zero administration extranet,D020,In Progress,394039.66,2521127.68,Medium
PRJ0781,Project Profit-focused radical monitoring,D012,Completed,290509.49,2839595.94,Medium
PRJ0782,Project De-engineered empowering product,D006,Completed,48943.19,2765751.74,Critical
PRJ0783,Project Profound directional superstructure,D016,Completed,548523.96,4241640.54,High
PRJ0784,Project Digitized attitude-oriented artificial intelligence,D001,In Progress,882460.97,4702955.65,Medium
PRJ0785,Project Face-to-face maximized help-desk,D002,In Progress,200622.5,2001064.36,High
PRJ0786,Project Customer-focused foreground framework,D003,Completed,914401.55,1065513.6,Medium
PRJ0787,Project Organic mobile artificial intelligence,D003,Completed,579014.65,1594260.51,Medium
PRJ0788,Project Virtual contextually-based time-frame,D012,Planning,896079.41,4173188.32,High
PRJ0789,Project Progressive homogeneous complexity,D008,In Progress,643148.87,1803701.27,Medium
PRJ0790,Project Enhanced high-level capacity,D008,Completed,14216.17,3096672.64,Low
PRJ0791,Project Face-to-face next generation open system,D008,Planning,432812.27,2796860.8,Low
PRJ0792,Project Universal bifurcated time-frame,D013,Completed,96829.93,3723891.77,Medium
PRJ0793,Project Optimized optimal challenge,D012,Completed,610677.5,1039397.82,High
PRJ0794,Project Adaptive 3rdgeneration moderator,D019,Completed,373494.3,736959.71,Critical
PRJ0795,Project Team-oriented background architecture,D004,Completed,939625.74,2986758.67,Medium
PRJ0796,Project Organized secondary groupware,D009,Completed,188881.92,4497667.5,Critical
PRJ0797,Project Cross-group systemic contingency,D007,Cancelled,330597.03,190903.8,Medium
PRJ0798,Project Managed cohesive solution,D019,Planning,866592.13,1071298.1,Medium
PRJ0799,Project Profit-focused incremental encoding,D009,In Progress,916709.61,1414014.96,Low
PRJ0800,Project Proactive hybrid collaboration,D014,In Progress,788476.01,460363.72,Critical
PRJ0801,Project Down-sized 24/7 task-force,D015,Completed,69362.44,924924.7,Critical
PRJ0802,Project De-engineered composite Graphical User Interface,D001,In Progress,46482.03,2134416.32,Critical
PRJ0803,Project Re-engineered value-added array,D005,In Progress,352494.64,4754906.5,High
PRJ0804,Project Optional optimizing model,D004,In Progress,261224.24,2357625.85,High
PRJ0805,Project Down-sized real-time time-frame,D006,Completed,555440.83,4447441.58,Medium
PRJ0806,Project Compatible multi-state secured line,D020,Cancelled,209480.91,1584388.18,Medium
PRJ0807,Project User-friendly interactive implementation,D005,In Progress,521124.64,1493933.01,High
PRJ0808,Project Virtual modular support,D004,In Progress,364631.06,1180144.02,Medium
PRJ0809,Project Reactive content-based migration,D015,Completed,372651.41,401405.17,High
PRJ0810,Project Stand-alone logistical open architecture,D005,In Progress,962448.06,3872391.45,High
PRJ0811,Project Reactive demand-driven standardization,D018,Planning,974208.81,1549751.36,Critical
PRJ0812,Project Horizontal upward-trending extranet,D013,Completed,633505.81,2561893.39,Low
PRJ0813,Project Optimized transitional array,D017,In Progress,385014.1,2861823.37,Critical
PRJ0814,Project Multi-channeled empowering hierarchy,D012,Completed,364836.91,3157736.91,Medium
PRJ0815,Project Secured exuding ability,D012,Completed,976666.44,4828618.25,High
PRJ0816,Project Distributed actuating circuit,D009,Completed,691032.07,3099322.78,Low
PRJ0817,Project Reverse-engineered uniform analyzer,D004,Completed,522528.27,4563889.12,Medium
PRJ0818,Project Reactive encompassing open system,D015,Planning,452463.49,588109.3,Medium
PRJ0819,Project Phased even-keeled matrix,D008,In Progress,536209.11,3117118.02,Low
PRJ0820,Project Down-sized national knowledgebase,D014,Completed,450518.15,2333792.44,Critical
PRJ0821,Project Total 4thgeneration help-desk,D020,Completed,953474.79,2315800.71,Critical
PRJ0822,Project Face-to-face homogeneous initiative,D011,Planning,805091.02,4236448.96,Low
PRJ0823,Project Realigned human-resource forecast,D010,In Progress,199792.74,3258626.85,Medium
PRJ0824,Project Organic bottom-line encryption,D020,Planning,99918.33,1869203.03,Low
PRJ0825,Project Fully-configurable dedicated projection,D011,Planning,962964.16,3538078.47,High
PRJ0826,Project Balanced mission-critical flexibility,D011,In Progress,506034.97,2778100.84,Critical
PRJ0827,Project Ergonomic human-resource parallelism,D013,Cancelled,324527.49,211645.51,Medium
PRJ0828,Project User-friendly holistic projection,D017,Completed,918691.86,814996.17,Low
PRJ0829,Project Extended directional ability,D016,In Progress,164379.39,1740215.91,High
PRJ0830,Project Exclusive multi-tasking archive,D017,In Progress,167302.78,2948277.69,High
PRJ0831,Project Multi-layered user-facing core,D005,In Progress,120972.12,3783537.63,Medium
PRJ0832,Project Managed mobile database,D017,Planning,67144.9,4757427.34,Medium
PRJ0833,Project Monitored multimedia firmware,D006,Completed,908328.88,2744407.1,High
PRJ0834,Project Assimilated 5thgeneration task-force,D008,In Progress,78745.01,3308217.88,Critical
PRJ0835,Project Streamlined didactic framework,D007,Completed,358230.9,889348.7,Critical
PRJ0836,Project Multi-lateral multi-tasking installation,D020,Completed,327067.48,1957391.29,Medium
PRJ0837,Project Versatile object-oriented interface,D012,Completed,264152.66,2216726.77,Medium
PRJ0838,Project Streamlined asynchronous instruction set,D007,Completed,79544.83,1150226.62,Medium
PRJ0839,Project Pre-emptive background projection,D004,Completed,105119.52,1273090.08,Medium
PRJ0840,Project Function-based local adapter,D019,Completed,278780.96,4927336.21,Critical
PRJ0841,Project Implemented multi-tasking hierarchy,D018,Completed,86598.66,4202163.01,Medium
PRJ0842,Project Operative multi-tasking functionalities,D002,Completed,37495.42,219073.97,Critical
PRJ0843,Project Right-sized optimizing function,D017,Completed,899468.25,588571.29,Medium
PRJ0844,Project Open-architected national Graphic Interface,D019,In Progress,36524.6,106338.52,Medium
PRJ0845,Project Future-proofed 4thgeneration flexibility,D019,Completed,35539.33,3879811.97,Medium
PRJ0846,Project Synergistic real-time moderator,D020,In Progress,903723.01,4817562.95,Medium
PRJ0847,Project Persistent human-resource parallelism,D008,Completed,820481.54,3347225.65,Low
PRJ0848,Project Robust asynchronous superstructure,D016,In Progress,897048.49,4222690.04,Low
PRJ0849,Project Public-key client-driven protocol,D006,Planning,221350.44,191249.06,Low
PRJ0850,Project Organic mobile implementation,D009,Completed,895344.23,925833.98,High
PRJ0851,Project Vision-oriented responsive info-mediaries,D001,In Progress,458113.42,2975636.32,Low
PRJ0852,Project Grass-roots system-worthy intranet,D018,In Progress,742425.77,1873818.76,Low
PRJ0853,Project Self-enabling coherent open system,D006,In Progress,363720.96,2572744.76,Medium
PRJ0854,Project Future-proofed local utilization,D012,In Progress,473529.29,2927856.71,Low
PRJ0855,Project Horizontal needs-based customer loyalty,D004,Completed,120079.14,669400.75,Critical
PRJ0856,Project Open-source real-time system engine,D019,Planning,574929.95,1730262.95,Medium
PRJ0857,Project Balanced methodical info-mediaries,D010,Completed,667899.8,862329.62,High
PRJ0858,Project Cloned intangible toolset,D019,Planning,140138.64,3265080.68,High
PRJ0859,Project Multi-tiered foreground analyzer,D011,Completed,266847.18,880306.93,Low
PRJ0860,Project Robust disintermediate circuit,D018,Completed,25819.41,1400884.88,Medium
PRJ0861,Project Realigned bandwidth-monitored software,D017,Completed,373473.39,4927377.21,Low
PRJ0862,Project Profound maximized protocol,D011,Completed,578982.35,2445444.99,Low
PRJ0863,Project Open-source client-driven implementation,D008,Planning,938837.93,4930859.67,Critical
PRJ0864,Project Open-source motivating challenge,D001,In Progress,551313.42,2295533.31,Medium
PRJ0865,Project Fully-configurable intermediate projection,D008,Completed,315569.68,1158839.25,High
PRJ0866,Project De-engineered needs-based firmware,D013,Completed,397155.84,4669461.03,Medium
PRJ0867,Project Re-contextualized object-oriented infrastructure,D003,Completed,355741.47,1023793.21,Low
PRJ0868,Project Reactive empowering knowledgebase,D017,Planning,470148.44,1101927.43,Medium
PRJ0869,Project Exclusive 4thgeneration policy,D001,In Progress,438593.66,3739587.98,Medium
PRJ0870,Project Managed discrete alliance,D011,Completed,962064.78,2895706.03,Low
PRJ0871,Project Organic background capability,D020,In Progress,63419.59,848726.42,Critical
PRJ0872,Project Organized local collaboration,D006,Completed,700755.26,1134907.4,Critical
PRJ0873,Project Persevering composite process improvement,D010,Cancelled,108199.99,4341117.14,Critical
PRJ0874,Project Cloned demand-driven neural-net,D014,Completed,78563.19,807093.81,High
PRJ0875,Project Decentralized systemic project,D018,Completed,999631.99,157219.86,High
PRJ0876,Project Down-sized logistical core,D007,In Progress,546235.6,183966.92,Low
PRJ0877,Project Customizable bi-directional process improvement,D013,In Progress,569851.66,4662550.88,Critical
PRJ0878,Project Synchronized cohesive collaboration,D007,Completed,738745.23,243882.51,Medium
PRJ0879,Project Mandatory 24/7 benchmark,D003,Completed,58701.54,3252918.25,High
PRJ0880,Project Fundamental background success,D019,Completed,836332.23,4527088.83,Medium
PRJ0881,Project Open-source system-worthy matrices,D008,Completed,193961.22,1606143.58,High
PRJ0882,Project Extended high-level ability,D004,Completed,295181.48,4791901.89,High
PRJ0883,Project Face-to-face upward-trending architecture,D012,Completed,492321.71,4742272.41,Medium
PRJ0884,Project Digitized asynchronous encryption,D013,Completed,131174.57,4978431.03,High
PRJ0885,Project Fundamental high-level task-force,D011,Completed,528019.74,1041865.82,Critical
PRJ0886,Project Vision-oriented bandwidth-monitored encryption,D013,In Progress,117237.94,2104747.3,Critical
PRJ0887,Project Expanded content-based process improvement,D016,Completed,173630.84,2028825.05,Medium
PRJ0888,Project Open-source contextually-based function,D002,Completed,449799.8,3750599.67,Medium
PRJ0889,Project Multi-layered systemic product,D018,Completed,146081.08,2293544.2,Critical
PRJ0890,Project Diverse zero tolerance middleware,D003,Completed,986295.57,411354.12,Critical
PRJ0891,Project Reactive multi-state function,D011,Completed,277172.76,3517679.41,Critical
PRJ0892,Project Compatible scalable methodology,D002,Completed,747319.57,4917987.1,Critical
PRJ0893,Project Realigned coherent framework,D005,Planning,324738.8,2046070.89,Medium
PRJ0894,Project Synergistic asynchronous definition,D011,Completed,319162.94,4771795.43,Low
PRJ0895,Project Profit-focused needs-based core,D018,In Progress,155148.51,3658602.76,Critical
PRJ0896,Project Configurable uniform standardization,D019,Completed,180775.98,2664366.07,Low
PRJ0897,Project Reduced maximized parallelism,D014,Completed,964584.42,1017220.22,Medium
PRJ0898,Project Extended zero administration intranet,D007,In Progress,136584.82,4794250.48,High
PRJ0899,Project Customer-focused bifurcated artificial intelligence,D010,Planning,61505.22,1089394.07,Critical
PRJ0900,Project Total exuding firmware,D003,Completed,730680.2,3046908.8,Low
PRJ0901,Project Fundamental intangible forecast,D019,Completed,816300.33,739193.02,Low
PRJ0902,Project Robust non-volatile open architecture,D001,Completed,958878.29,4310448.44,High
PRJ0903,Project Grass-roots zero-defect monitoring,D016,In Progress,833779.55,1368029.53,Medium
PRJ0904,Project Reactive secondary info-mediaries,D006,In Progress,822668.51,4624146.37,High
PRJ0905,Project Implemented maximized interface,D001,In Progress,949169.52,1232712.36,Critical
PRJ0906,Project Up-sized dedicated forecast,D008,Completed,320416.79,2042592.73,Low
PRJ0907,Project Advanced multi-tasking paradigm,D011,Cancelled,276282.33,4784196.51,Low
PRJ0908,Project Phased exuding product,D007,Completed,506063.54,1457586.11,Critical
PRJ0909,Project Seamless human-resource capability,D017,Completed,267222.3,2729064.17,Critical
PRJ0910,Project Exclusive optimizing encryption,D007,Completed,786099.41,3551227.41,Medium
PRJ0911,Project Integrated secondary algorithm,D020,Completed,681655.18,880902.85,Critical
PRJ0912,Project Multi-tiered logistical definition,D017,Planning,726253.93,4448944.18,Low
PRJ0913,Project Cross-platform demand-driven approach,D012,In Progress,891175.79,3429426.5,Medium
PRJ0914,Project Fundamental asynchronous groupware,D002,Completed,156831.45,641567.94,Low
PRJ0915,Project Profound bi-directional protocol,D015,Planning,264460.97,4676899.32,High
PRJ0916,Project Customer-focused responsive architecture,D013,Completed,379103.41,1005052.04,Low
PRJ0917,Project Upgradable foreground Graphical User Interface,D005,Completed,857330.33,2514070.71,Low
PRJ0918,Project Operative transitional orchestration,D018,Planning,167442.39,1737267.88,Low
PRJ0919,Project Multi-lateral high-level Local Area Network,D007,Completed,60826.9,3547402.27,Critical
PRJ0920,Project Decentralized analyzing time-frame,D009,Completed,641673.94,2278926.57,Critical
PRJ0921,Project Inverse tertiary circuit,D013,Completed,344142.61,1469211.06,High
PRJ0922,Project Networked global task-force,D004,Completed,242264.94,80461.87,High
PRJ0923,Project Persistent 6thgeneration Local Area Network,D003,Completed,503999.5,1832977.07,Critical
PRJ0924,Project Horizontal modular firmware,D019,Planning,615079.8,1125672.31,Low
PRJ0925,Project Enterprise-wide asymmetric frame,D008,Completed,818953.1,691077.12,Medium
PRJ0926,Project Stand-alone clear-thinking functionalities,D011,Completed,855694.42,3002532.06,Critical
PRJ0927,Project Right-sized content-based migration,D004,Completed,169573.17,4812428.68,Medium
PRJ0928,Project Robust empowering product,D008,Completed,874289.48,2543431.13,Critical
PRJ0929,Project Mandatory holistic strategy,D005,In Progress,311469.35,3807974.08,Medium
PRJ0930,Project Face-to-face analyzing website,D012,Planning,640430.04,107306.78,Medium
PRJ0931,Project Total bifurcated emulation,D015,Completed,930918.93,3557726.25,Critical
PRJ0932,Project Exclusive systematic array,D005,Planning,262433.46,343632.07,Critical
PRJ0933,Project Automated intangible synergy,D001,Completed,704246.85,4646607.77,Medium
PRJ0934,Project User-centric local utilization,D014,Completed,730700.72,3776481.27,High
PRJ0935,Project Open-architected regional capability,D005,In Progress,573320.34,1045974.25,Low
PRJ0936,Project Implemented interactive benchmark,D020,Completed,910596.43,1025283.3,Medium
PRJ0937,Project Open-architected client-server pricing structure,D020,In Progress,436669.63,482927.01,High
PRJ0938,Project Extended clear-thinking extranet,D013,Completed,651273.3,4804573.08,Medium
PRJ0939,Project Customer-focused discrete hub,D019,Completed,250727.15,1653468.66,Critical
PRJ0940,Project Reduced dedicated array,D006,In Progress,396101.17,2222709.7,Medium
PRJ0941,Project Streamlined upward-trending success,D003,Planning,63486.35,570591.7,Low
PRJ0942,Project Sharable fresh-thinking monitoring,D020,Planning,545531.87,3859355.92,Medium
PRJ0943,Project Proactive secondary frame,D016,Completed,336549.59,3989760.29,Low
PRJ0944,Project Configurable explicit policy,D008,Completed,324617.21,1589449.05,Low
PRJ0945,Project User-friendly tangible attitude,D018,Completed,826617.6,4164966.15,Low
PRJ0946,Project Balanced coherent Graphic Interface,D019,Completed,383861.45,3874632.27,Low
PRJ0947,Project Advanced tangible pricing structure,D017,Completed,418247.43,899724.88,Low
PRJ0948,Project Re-engineered dynamic toolset,D020,Completed,873995.34,3525753.27,Critical
PRJ0949,Project Synchronized upward-trending customer loyalty,D014,Completed,57930.48,2448474.6,Medium
PRJ0950,Project Right-sized zero administration knowledgebase,D010,In Progress,833229.18,1009227.92,High
PRJ0951,Project Organic fault-tolerant model,D015,Planning,586145.99,2853397.69,Critical
PRJ0952,Project Grass-roots neutral emulation,D010,In Progress,653405.45,2750009.42,Critical
PRJ0953,Project Cross-platform 3rdgeneration framework,D015,In Progress,362125.36,785494.0,Critical
PRJ0954,Project Cross-platform needs-based knowledge user,D019,Completed,676321.31,2464633.53,Critical
PRJ0955,Project Networked composite focus group,D012,In Progress,902092.24,2612550.4,Critical
PRJ0956,Project Customizable object-oriented encoding,D003,Completed,581118.4,1005696.73,High
PRJ0957,Project Reduced attitude-oriented definition,D010,Completed,219138.58,3499756.24,Medium
PRJ0958,Project Reverse-engineered mobile complexity,D017,Completed,536832.76,574839.0,Low
PRJ0959,Project Pre-emptive 24/7 Graphical User Interface,D013,Completed,97696.66,4291489.43,High
PRJ0960,Project Polarized transitional structure,D006,In Progress,512210.58,2171930.77,Low
PRJ0961,Project Multi-tiered regional Graphic Interface,D016,Completed,691322.47,1689129.0,Critical
PRJ0962,Project Implemented dedicated attitude,D005,Completed,551793.85,3018853.36,Low
PRJ0963,Project Vision-oriented context-sensitive customer loyalty,D013,Planning,68803.18,4542823.95,High
PRJ0964,Project Customizable needs-based open system,D005,In Progress,716363.61,4674412.04,High
PRJ0965,Project Public-key next generation productivity,D001,Completed,949342.68,479074.04,Critical
PRJ0966,Project Organic background analyzer,D018,Completed,184900.86,2945240.96,Low
PRJ0967,Project Reverse-engineered contextually-based emulation,D001,Completed,553733.89,3386370.89,Critical
PRJ0968,Project Grass-roots zero tolerance access,D015,In Progress,215541.17,3059727.21,Low
PRJ0969,Project Streamlined high-level collaboration,D013,Planning,835788.39,4665056.5,Medium
PRJ0970,Project Upgradable multi-state focus group,D011,Completed,674988.08,2610467.17,Critical
PRJ0971,Project Innovative actuating workforce,D013,Completed,362112.2,2302765.72,Medium
PRJ0972,Project Multi-lateral 6thgeneration challenge,D015,Planning,141129.93,575100.43,Critical
PRJ0973,Project Profit-focused asynchronous firmware,D015,Completed,351544.32,1490304.6,Medium
PRJ0974,Project Synergized asymmetric capacity,D017,In Progress,559466.31,1797381.77,High
PRJ0975,Project Object-based radical analyzer,D017,In Progress,379320.87,672993.54,High
PRJ0976,Project Profit-focused tertiary pricing structure,D005,In Progress,270952.89,2092820.19,Low
PRJ0977,Project Fully-configurable systemic knowledgebase,D005,In Progress,529104.26,3880995.42,High
PRJ0978,Project Compatible full-range methodology,D004,Completed,767792.21,1223193.97,Medium
PRJ0979,Project Team-oriented multi-state leverage,D014,Completed,34591.33,4637950.55,Low
PRJ0980,Project Horizontal background service-desk,D014,Completed,17718.18,2598798.69,High
PRJ0981,Project Exclusive tangible adapter,D013,Cancelled,696965.83,3911665.63,Medium
PRJ0982,Project Enhanced multi-state website,D017,Completed,875272.7,2174586.87,Low
PRJ0983,Project Persistent mission-critical project,D015,Planning,17877.43,3803763.52,Low
PRJ0984,Project Front-line reciprocal paradigm,D018,Completed,335205.37,3889300.77,Critical
PRJ0985,Project Down-sized methodical infrastructure,D011,Completed,201778.4,2463212.48,Low
PRJ0986,Project Seamless even-keeled Graphical User Interface,D017,In Progress,849472.19,4679692.24,High
PRJ0987,Project Enhanced neutral open system,D006,Completed,44064.94,2886300.36,High
PRJ0988,Project Fully-configurable solution-oriented circuit,D009,In Progress,174611.25,166962.07,Critical
PRJ0989,Project Mandatory stable benchmark,D003,Cancelled,577333.09,2437348.77,Low
PRJ0990,Project Enterprise-wide stable matrix,D015,In Progress,175909.61,1069918.61,High
PRJ0991,Project Digitized bifurcated matrices,D008,Planning,138824.26,836208.93,Critical
PRJ0992,Project Progressive user-facing conglomeration,D002,In Progress,113549.69,395464.31,Critical
PRJ0993,Project Assimilated discrete definition,D005,In Progress,693283.46,4772756.36,Medium
PRJ0994,Project Implemented zero administration definition,D002,Completed,408748.95,1683884.21,High
PRJ0995,Project Visionary directional policy,D017,In Progress,174392.08,641699.34,Critical
PRJ0996,Project Advanced homogeneous portal,D016,Completed,535534.31,3171786.49,Low
PRJ0997,Project Diverse mission-critical conglomeration,D003,Completed,824885.91,1027302.94,Low
PRJ0998,Project Progressive 6thgeneration open architecture,D004,In Progress,189648.22,3337595.02,Critical
PRJ0999,Project Open-architected demand-driven knowledgebase,D011,Completed,610516.42,1111670.88,High
PRJ1000,Project Fundamental holistic secured line,D014,Completed,406818.73,2973039.76,Medium
PRJ1001,Project Open-source needs-based product,D002,Completed,595029.34,675507.89,High
PRJ1002,Project Pre-emptive 4thgeneration project,D011,Completed,27900.17,4919175.29,Medium
PRJ1003,Project Stand-alone scalable instruction set,D010,In Progress,137616.07,3483539.22,Critical
PRJ1004,Project Sharable high-level hardware,D004,Completed,143017.9,3963167.64,High
PRJ1005,Project Horizontal directional architecture,D012,Completed,229477.31,86229.19,High
PRJ1006,Project Integrated methodical migration,D014,Completed,562319.41,1748460.63,Medium
PRJ1007,Project Multi-lateral homogeneous portal,D008,In Progress,720411.65,2551419.37,High
PRJ1008,Project Pre-emptive coherent complexity,D017,Completed,937661.77,913454.98,High
PRJ1009,Project Enhanced dynamic analyzer,D014,Completed,386494.97,1531624.27,Medium
PRJ1010,Project Fully-configurable regional hierarchy,D020,Planning,305167.3,1541110.87,High
PRJ1011,Project Front-line system-worthy contingency,D017,Completed,836663.28,394725.11,High
PRJ1012,Project Cross-group bandwidth-monitored Graphic Interface,D003,Completed,70915.35,2477231.32,Medium
PRJ1013,Project User-friendly web-enabled knowledge user,D007,Completed,511544.31,1357809.55,High
