employee_id,skill_id,proficiency_level,target_level
EMP09337,SK0197,4,1
EMP03407,SK0221,4,4
EMP05867,SK0218,5,2
EMP04884,SK0012,1,5
EMP01066,SK0293,5,3
EMP08025,SK0031,4,4
EMP03168,SK0091,2,2
EMP00152,SK0296,4,5
EMP07314,SK0238,2,4
EMP05339,SK0103,1,4
EMP06698,SK0106,5,4
EMP05809,SK0102,1,3
EMP09910,SK0273,1,4
EMP08774,SK0186,4,3
EMP09431,SK0299,5,3
EMP08912,SK0112,3,1
EMP04719,SK0190,3,1
EMP06161,SK0040,2,4
EMP07006,SK0234,1,2
EMP02064,SK0209,5,3
EMP06280,SK0153,4,2
EMP08304,SK0050,1,5
EMP06477,SK0225,3,4
EMP09282,SK0198,4,1
EMP02255,SK0110,2,5
EMP08964,SK0259,2,2
EMP03782,SK0079,5,2
EMP08073,SK0277,5,3
EMP04973,SK0015,3,2
EMP06406,SK0041,3,4
EMP05717,SK0008,5,4
EMP07901,SK0183,1,4
EMP04837,SK0018,1,4
EMP05924,SK0066,4,2
EMP05885,SK0131,5,1
EMP06117,SK0020,1,2
EMP00378,SK0180,5,1
EMP05522,SK0173,1,4
EMP00570,SK0161,4,5
EMP03230,SK0271,4,2
EMP09498,SK0006,5,1
EMP03186,SK0196,2,5
EMP01234,SK0075,3,5
EMP04797,SK0179,4,3
EMP05565,SK0274,4,5
EMP01657,SK0065,4,5
EMP04618,SK0049,4,3
EMP01862,SK0037,5,2
EMP07843,SK0207,3,3
EMP09491,SK0096,3,4
EMP05108,SK0283,5,2
EMP00216,SK0109,2,3
EMP09393,SK0003,2,4
EMP05631,SK0088,3,5
EMP08749,SK0055,3,1
EMP02205,SK0059,5,3
EMP06960,SK0298,5,1
EMP02988,SK0030,1,3
EMP04199,SK0165,1,4
EMP01982,SK0218,1,2
EMP01595,SK0021,3,5
EMP01011,SK0283,4,4
EMP04747,SK0253,1,4
EMP04402,SK0289,1,4
EMP09252,SK0202,5,1
EMP01829,SK0153,4,4
EMP03916,SK0035,1,1
EMP04134,SK0218,4,2
EMP07088,SK0124,3,5
EMP06932,SK0190,1,3
EMP08458,SK0248,1,2
EMP09150,SK0258,2,4
EMP04600,SK0006,3,1
EMP08544,SK0253,5,1
EMP08199,SK0129,1,2
EMP07321,SK0015,5,3
EMP03451,SK0035,2,4
EMP05385,SK0193,4,5
EMP00719,SK0153,4,1
EMP03716,SK0205,3,3
EMP00113,SK0148,4,2
EMP05779,SK0258,3,5
EMP03576,SK0232,4,2
EMP05603,SK0275,1,5
EMP01095,SK0217,2,2
EMP03820,SK0091,2,4
EMP03530,SK0221,4,1
EMP06956,SK0070,2,3
EMP08168,SK0228,1,1
EMP02102,SK0260,1,5
EMP09058,SK0154,5,2
EMP04794,SK0209,4,1
EMP08538,SK0024,2,4
EMP03516,SK0143,1,3
EMP01666,SK0216,5,1
EMP06187,SK0297,3,3
EMP01793,SK0231,1,2
EMP01488,SK0116,2,1
EMP09266,SK0033,4,3
EMP09683,SK0271,3,5
EMP02262,SK0191,2,2
EMP05092,SK0115,5,4
EMP01349,SK0141,3,2
EMP07947,SK0236,4,2
EMP07007,SK0163,3,2
EMP00463,SK0023,4,4
EMP03481,SK0190,2,1
EMP02133,SK0289,2,1
EMP01616,SK0178,5,3
EMP04428,SK0064,3,3
EMP00976,SK0177,4,2
EMP03770,SK0072,5,4
EMP07515,SK0091,1,5
EMP02540,SK0202,2,2
EMP01472,SK0286,4,1
EMP06503,SK0021,1,4
EMP07084,SK0057,1,3
EMP06070,SK0190,1,4
EMP06612,SK0178,4,3
EMP07095,SK0172,4,4
EMP04093,SK0059,5,1
EMP09860,SK0246,1,2
EMP09266,SK0222,3,5
EMP05045,SK0051,2,5
EMP04854,SK0286,2,4
EMP06956,SK0012,2,1
EMP08078,SK0283,5,3
EMP02469,SK0042,1,4
EMP07031,SK0090,1,1
EMP04611,SK0235,4,4
EMP06875,SK0187,3,4
EMP01276,SK0192,4,1
EMP08725,SK0090,2,5
EMP08598,SK0050,4,5
EMP03075,SK0297,2,2
EMP00702,SK0144,4,4
EMP08598,SK0081,1,3
EMP09392,SK0138,3,5
EMP03238,SK0170,3,4
EMP09713,SK0048,1,5
EMP00943,SK0068,1,3
EMP00611,SK0003,5,3
EMP01405,SK0210,3,3
EMP07425,SK0265,1,5
EMP06208,SK0066,2,3
EMP02595,SK0180,3,5
EMP06763,SK0282,5,4
EMP04033,SK0077,5,4
EMP06794,SK0180,5,5
EMP06980,SK0020,5,4
EMP09171,SK0051,2,5
EMP06644,SK0287,5,3
EMP09188,SK0265,2,4
EMP03360,SK0197,1,4
EMP03389,SK0189,3,1
EMP09614,SK0257,2,1
EMP05315,SK0069,5,3
EMP05557,SK0007,1,1
EMP01114,SK0002,2,2
EMP02182,SK0163,2,4
EMP03499,SK0014,3,4
EMP09542,SK0029,5,3
EMP06897,SK0154,3,5
EMP05025,SK0105,4,2
EMP06332,SK0136,3,1
EMP00605,SK0017,2,4
EMP01453,SK0160,5,1
EMP03314,SK0263,5,2
EMP02733,SK0291,2,4
EMP08554,SK0139,1,2
EMP01156,SK0138,4,3
EMP03690,SK0118,2,2
EMP05941,SK0198,2,2
EMP00083,SK0242,4,1
EMP00611,SK0020,4,4
EMP08649,SK0129,2,2
EMP02526,SK0128,3,2
EMP01636,SK0251,3,4
EMP01233,SK0212,5,1
EMP00709,SK0107,2,1
EMP04114,SK0126,3,2
EMP00727,SK0162,2,5
EMP05905,SK0111,5,2
EMP04512,SK0271,5,4
EMP01767,SK0289,4,2
EMP09467,SK0188,4,2
EMP09773,SK0296,5,5
EMP00576,SK0192,4,3
EMP02559,SK0296,4,5
EMP00341,SK0087,5,1
EMP01290,SK0170,4,2
EMP01355,SK0195,4,1
EMP03762,SK0150,4,1
EMP09984,SK0142,4,1
EMP09646,SK0277,5,4
EMP04820,SK0235,4,1
EMP03168,SK0001,5,2
EMP03401,SK0102,1,2
EMP05154,SK0106,4,4
EMP03945,SK0238,4,3
EMP07300,SK0068,4,2
EMP07959,SK0024,3,2
EMP02563,SK0125,3,5
EMP05243,SK0055,1,5
EMP09120,SK0107,3,5
EMP04478,SK0070,1,4
EMP02398,SK0191,5,4
EMP00806,SK0033,3,2
EMP09282,SK0079,2,2
EMP07384,SK0176,1,4
EMP09049,SK0239,4,1
EMP08002,SK0275,4,2
EMP09571,SK0098,3,2
EMP07210,SK0211,2,1
EMP05266,SK0185,4,1
EMP06492,SK0213,1,1
EMP00609,SK0147,5,4
EMP06336,SK0230,1,1
EMP02314,SK0201,5,4
EMP04366,SK0151,5,4
EMP05248,SK0090,3,1
EMP05883,SK0038,3,3
EMP01516,SK0091,2,5
EMP00061,SK0130,3,1
EMP07086,SK0195,2,1
EMP00191,SK0159,4,5
EMP09456,SK0227,2,3
EMP00871,SK0208,3,4
EMP07811,SK0296,5,4
EMP01817,SK0198,4,4
EMP07390,SK0113,4,5
EMP03172,SK0130,5,4
EMP02073,SK0049,1,2
EMP04856,SK0180,3,1
EMP08880,SK0296,3,5
EMP04492,SK0299,2,1
EMP07211,SK0126,1,2
EMP08154,SK0120,4,4
EMP07139,SK0190,4,3
EMP08863,SK0195,3,2
EMP00689,SK0230,1,4
EMP08648,SK0119,5,1
EMP02827,SK0013,4,4
EMP06082,SK0038,4,4
EMP05163,SK0164,1,5
EMP09857,SK0192,2,4
EMP08374,SK0023,4,3
EMP03842,SK0175,1,2
EMP05964,SK0220,3,2
EMP08847,SK0248,1,3
EMP01324,SK0157,1,5
EMP00982,SK0050,1,3
EMP08196,SK0031,5,2
EMP04631,SK0100,1,3
EMP02476,SK0237,2,4
EMP00246,SK0004,2,2
EMP09219,SK0299,3,1
EMP01128,SK0268,4,2
EMP01350,SK0022,4,2
EMP06521,SK0217,4,2
EMP04255,SK0053,5,4
EMP00717,SK0024,5,3
EMP09662,SK0115,3,1
EMP01234,SK0249,4,3
EMP04375,SK0150,2,4
EMP03941,SK0247,4,1
EMP03355,SK0006,2,4
EMP09126,SK0056,1,3
EMP01967,SK0160,4,3
EMP08551,SK0042,3,5
EMP00331,SK0292,2,1
EMP05045,SK0034,4,2
EMP05400,SK0107,1,3
EMP06168,SK0138,4,1
EMP03254,SK0005,2,2
EMP05360,SK0028,1,3
EMP03696,SK0134,2,2
EMP03680,SK0130,4,4
EMP06235,SK0016,3,5
EMP05121,SK0196,2,5
EMP09885,SK0238,3,4
EMP05108,SK0025,2,4
EMP05925,SK0233,5,4
EMP00239,SK0025,1,1
EMP01716,SK0029,5,1
EMP06751,SK0255,4,5
EMP01193,SK0061,4,5
EMP05010,SK0136,5,4
EMP03117,SK0167,2,5
EMP08560,SK0123,5,4
EMP08774,SK0011,1,4
EMP06961,SK0133,2,1
EMP05429,SK0121,4,5
EMP09368,SK0121,5,2
EMP06942,SK0260,1,3
EMP03324,SK0142,5,3
EMP06839,SK0230,5,5
EMP02948,SK0271,4,2
EMP06673,SK0143,5,2
EMP02093,SK0153,3,5
EMP04399,SK0237,3,3
EMP01461,SK0102,2,1
EMP09156,SK0172,1,2
EMP06179,SK0257,2,1
EMP04134,SK0116,2,3
EMP08826,SK0015,5,2
EMP08107,SK0246,3,2
EMP00366,SK0024,4,1
EMP07055,SK0223,4,4
EMP05533,SK0016,5,3
EMP03966,SK0074,4,4
EMP04660,SK0185,3,3
EMP07666,SK0299,2,4
EMP02074,SK0215,4,4
EMP06334,SK0244,4,2
EMP06395,SK0187,3,4
EMP01523,SK0093,4,5
EMP06355,SK0093,3,3
EMP04958,SK0127,4,3
EMP04944,SK0206,1,3
EMP07146,SK0112,3,1
EMP07999,SK0033,4,5
EMP05553,SK0005,4,2
EMP04317,SK0152,2,5
EMP09461,SK0180,5,2
EMP06552,SK0248,2,2
EMP09323,SK0177,3,3
EMP01303,SK0037,5,1
EMP00803,SK0269,1,4
EMP02911,SK0014,4,3
EMP00913,SK0288,4,1
EMP06540,SK0233,5,3
EMP04607,SK0274,1,2
EMP06547,SK0089,3,4
EMP00490,SK0226,2,4
EMP00381,SK0109,1,2
EMP00242,SK0248,4,4
EMP06719,SK0194,5,2
EMP00991,SK0233,2,4
EMP02144,SK0278,1,3
EMP00303,SK0177,1,3
EMP06701,SK0119,2,3
EMP03072,SK0012,4,2
EMP03467,SK0149,3,3
EMP05658,SK0052,4,1
EMP07312,SK0165,5,4
EMP09252,SK0295,4,3
EMP07266,SK0297,2,3
EMP06714,SK0200,1,2
EMP04199,SK0111,2,2
EMP00741,SK0117,4,2
EMP05828,SK0069,4,1
EMP00620,SK0064,1,4
EMP09685,SK0006,4,4
EMP06350,SK0271,4,1
EMP09898,SK0300,1,5
EMP09949,SK0097,3,4
EMP08200,SK0230,5,3
EMP09631,SK0067,1,5
EMP00364,SK0145,5,1
EMP04530,SK0186,4,2
EMP00983,SK0290,4,1
EMP00308,SK0253,1,2
EMP09836,SK0239,3,3
EMP06081,SK0132,1,4
EMP04248,SK0030,4,2
EMP03041,SK0250,2,1
EMP00214,SK0063,4,2
EMP02867,SK0295,1,4
EMP07520,SK0238,5,3
EMP01616,SK0298,4,3
EMP06764,SK0143,5,4
EMP02694,SK0184,5,4
EMP07002,SK0228,2,5
EMP03032,SK0224,4,2
EMP08669,SK0198,3,1
EMP07556,SK0244,3,1
EMP00056,SK0028,2,1
EMP05272,SK0044,3,5
EMP06822,SK0040,1,2
EMP09391,SK0056,5,4
EMP00738,SK0232,4,2
EMP09730,SK0255,1,1
EMP05422,SK0229,4,5
EMP07362,SK0015,2,2
EMP07632,SK0195,4,4
EMP08297,SK0151,1,1
EMP08471,SK0160,5,2
EMP05989,SK0288,5,4
EMP03548,SK0296,4,2
EMP04518,SK0193,1,4
EMP09863,SK0264,3,5
EMP08857,SK0120,2,1
EMP03254,SK0286,2,5
EMP08657,SK0003,4,3
EMP08520,SK0145,1,2
EMP09263,SK0109,1,1
EMP07440,SK0094,2,2
EMP04915,SK0209,5,5
EMP09404,SK0194,2,3
EMP05425,SK0271,3,4
EMP07369,SK0274,4,2
EMP04598,SK0243,4,3
EMP04247,SK0264,1,5
EMP05155,SK0078,4,3
EMP05135,SK0134,1,3
EMP07216,SK0264,4,4
EMP01959,SK0141,3,3
EMP06247,SK0161,4,2
EMP09422,SK0087,4,4
EMP08842,SK0176,5,5
EMP00274,SK0132,1,3
EMP04060,SK0114,1,4
EMP02116,SK0219,5,3
EMP09647,SK0244,2,5
EMP03563,SK0075,4,4
EMP02990,SK0127,5,2
EMP02689,SK0146,2,2
EMP06162,SK0083,2,2
EMP04825,SK0222,1,2
EMP09868,SK0100,4,3
EMP07696,SK0185,3,4
EMP03575,SK0180,3,5
EMP07742,SK0254,2,3
EMP01016,SK0167,2,2
EMP01607,SK0181,3,3
EMP05298,SK0077,2,4
EMP09922,SK0067,3,4
EMP05474,SK0274,3,2
EMP05389,SK0282,2,5
EMP00405,SK0141,4,2
EMP05806,SK0152,4,3
EMP03990,SK0176,2,2
EMP01447,SK0156,2,5
EMP03826,SK0251,1,5
EMP07306,SK0137,4,5
EMP06582,SK0159,1,1
EMP06714,SK0210,5,3
EMP07512,SK0102,4,5
EMP07413,SK0192,2,1
EMP01730,SK0250,1,1
EMP02810,SK0227,3,4
EMP03483,SK0139,3,2
EMP06075,SK0098,4,5
EMP07149,SK0023,3,5
EMP00669,SK0254,1,5
EMP09619,SK0124,3,4
EMP03273,SK0153,5,1
EMP03814,SK0287,2,2
EMP04136,SK0023,1,3
EMP08316,SK0238,3,5
EMP07697,SK0094,3,3
EMP00609,SK0163,2,5
EMP04529,SK0014,5,5
EMP08837,SK0009,1,4
EMP03806,SK0298,4,1
EMP00230,SK0013,1,1
EMP01801,SK0279,2,5
EMP01297,SK0057,1,1
EMP02349,SK0027,2,1
EMP06658,SK0140,1,2
EMP06575,SK0203,1,1
EMP08657,SK0251,4,1
EMP00186,SK0230,5,1
EMP03781,SK0113,4,2
EMP04655,SK0009,4,5
EMP03993,SK0107,1,5
EMP04377,SK0139,4,1
EMP02929,SK0177,2,1
EMP00327,SK0196,1,4
EMP09361,SK0196,4,5
EMP00021,SK0044,5,5
EMP07179,SK0007,3,2
EMP06022,SK0118,5,5
EMP00800,SK0176,1,4
EMP09459,SK0153,5,1
EMP07947,SK0035,3,1
EMP05836,SK0161,4,5
EMP00781,SK0136,3,2
EMP08486,SK0246,5,4
EMP01636,SK0299,4,3
EMP02737,SK0176,3,2
EMP00199,SK0031,5,5
EMP08560,SK0278,1,4
EMP08788,SK0098,5,3
EMP09017,SK0096,1,5
EMP09628,SK0062,1,3
EMP07278,SK0189,4,5
EMP00352,SK0022,1,4
EMP02747,SK0050,5,1
EMP01179,SK0247,3,1
EMP09477,SK0262,3,4
EMP07450,SK0109,1,3
EMP06074,SK0090,4,1
EMP08071,SK0021,4,2
EMP01245,SK0160,5,5
EMP04455,SK0160,5,3
EMP00579,SK0272,1,4
EMP06748,SK0296,1,4
EMP02837,SK0290,1,1
EMP02144,SK0055,4,4
EMP01963,SK0219,4,5
EMP07923,SK0172,5,2
EMP09912,SK0093,3,1
EMP00699,SK0162,4,1
EMP09193,SK0089,1,3
EMP07391,SK0049,4,5
EMP07887,SK0291,1,5
EMP01356,SK0210,4,3
EMP06318,SK0128,2,5
EMP08064,SK0263,2,5
EMP09562,SK0005,5,1
EMP09397,SK0140,3,2
EMP06598,SK0242,2,4
EMP07826,SK0055,5,3
EMP02946,SK0045,2,4
EMP05598,SK0031,4,2
EMP07478,SK0196,2,5
EMP05942,SK0020,3,4
EMP00377,SK0159,3,1
EMP00761,SK0106,4,1
EMP04065,SK0088,2,5
EMP03257,SK0079,5,3
EMP09079,SK0041,3,3
EMP04605,SK0270,2,2
EMP09164,SK0238,5,5
EMP01623,SK0019,3,4
EMP04913,SK0291,3,5
EMP04884,SK0064,1,4
EMP00423,SK0269,2,5
EMP07353,SK0071,1,1
EMP08929,SK0189,4,2
EMP03159,SK0112,4,2
EMP07178,SK0242,2,5
EMP00785,SK0003,1,5
EMP08335,SK0060,5,2
EMP01600,SK0118,3,1
EMP01729,SK0275,1,2
EMP06219,SK0119,4,4
EMP03219,SK0058,5,1
EMP02171,SK0167,3,3
EMP05551,SK0101,1,2
EMP03702,SK0040,2,1
EMP04682,SK0070,2,1
EMP09686,SK0011,3,3
EMP07211,SK0250,5,5
EMP05101,SK0241,3,5
EMP04002,SK0164,5,4
EMP05358,SK0149,5,3
EMP07634,SK0027,5,3
EMP04080,SK0296,5,1
EMP06976,SK0231,3,1
EMP03564,SK0041,1,2
EMP07834,SK0087,2,1
EMP02218,SK0044,3,1
EMP00127,SK0043,1,1
EMP08343,SK0249,4,1
EMP02897,SK0043,2,5
EMP02667,SK0101,5,3
EMP05818,SK0007,3,1
EMP02382,SK0288,3,1
EMP03004,SK0252,2,1
EMP07583,SK0027,2,3
EMP03239,SK0068,3,2
EMP02979,SK0023,5,2
EMP08954,SK0117,5,5
EMP09025,SK0151,5,1
EMP07568,SK0068,3,5
EMP09393,SK0093,3,3
EMP04234,SK0095,3,3
EMP08721,SK0198,3,3
EMP08224,SK0133,4,5
EMP09248,SK0136,5,1
EMP06377,SK0186,1,1
EMP02346,SK0162,2,3
EMP05301,SK0229,5,1
EMP02621,SK0005,1,3
EMP03890,SK0095,3,3
EMP05975,SK0244,3,3
EMP05726,SK0069,2,4
EMP00745,SK0187,5,1
EMP01313,SK0267,3,5
EMP03690,SK0091,5,2
EMP00897,SK0156,4,2
EMP01567,SK0288,1,5
EMP09597,SK0192,4,2
EMP01840,SK0144,4,3
EMP02616,SK0017,4,4
EMP07547,SK0084,1,5
EMP07099,SK0227,3,1
EMP02736,SK0015,3,1
EMP02369,SK0134,3,2
EMP03862,SK0235,4,1
EMP04826,SK0080,4,2
EMP00703,SK0255,4,3
EMP04809,SK0041,1,1
EMP07379,SK0183,3,1
EMP01862,SK0230,2,5
EMP07185,SK0252,4,2
EMP02391,SK0176,4,3
EMP08468,SK0096,2,4
EMP02311,SK0186,1,3
EMP08139,SK0171,3,2
EMP04077,SK0056,3,3
EMP03974,SK0232,2,4
EMP01614,SK0092,2,3
EMP02537,SK0191,4,2
EMP01266,SK0149,3,1
EMP02716,SK0206,3,1
EMP02968,SK0049,4,4
EMP00506,SK0283,2,2
EMP02294,SK0246,5,1
EMP07299,SK0175,2,3
EMP01780,SK0097,2,1
EMP09364,SK0073,4,4
EMP02129,SK0266,1,5
EMP04025,SK0238,1,1
EMP05296,SK0071,1,2
EMP02391,SK0254,2,2
EMP06829,SK0118,5,5
EMP00174,SK0223,1,5
EMP01185,SK0105,2,3
EMP04533,SK0026,4,3
EMP02095,SK0086,5,2
EMP03648,SK0191,2,2
EMP02514,SK0174,5,3
EMP07476,SK0060,1,2
EMP05914,SK0016,2,5
EMP07094,SK0050,2,1
EMP00392,SK0249,4,4
EMP02810,SK0248,3,2
EMP09951,SK0043,1,2
EMP02408,SK0061,4,5
EMP00044,SK0062,3,3
EMP07915,SK0200,2,2
EMP04587,SK0182,5,1
EMP04233,SK0168,5,1
EMP03435,SK0292,3,5
EMP07297,SK0054,1,2
EMP01108,SK0242,4,2
EMP01596,SK0248,4,3
EMP05226,SK0258,5,1
EMP08332,SK0184,3,5
EMP06733,SK0144,4,2
EMP03295,SK0104,3,3
EMP00234,SK0028,1,4
EMP09236,SK0016,4,4
EMP04828,SK0162,4,4
EMP03911,SK0243,2,4
EMP03650,SK0074,3,4
EMP09136,SK0206,4,4
EMP01914,SK0031,1,5
EMP01079,SK0133,2,1
EMP01368,SK0046,3,4
EMP06158,SK0163,2,4
EMP00616,SK0231,3,4
EMP03114,SK0110,2,4
EMP03526,SK0257,3,3
EMP05550,SK0215,2,5
EMP06939,SK0017,3,1
EMP07711,SK0189,1,4
EMP04908,SK0194,2,4
EMP04492,SK0025,3,4
EMP02329,SK0257,2,4
EMP07199,SK0241,2,2
EMP03629,SK0051,3,3
EMP05093,SK0095,3,1
EMP06538,SK0089,3,4
EMP00516,SK0134,3,4
EMP05579,SK0175,1,3
EMP08015,SK0070,5,3
EMP03139,SK0114,3,1
EMP06444,SK0090,3,5
EMP05043,SK0021,5,5
EMP02542,SK0011,2,5
EMP04166,SK0202,3,4
EMP04471,SK0256,5,3
EMP07892,SK0032,5,2
EMP00649,SK0041,3,4
EMP07385,SK0257,2,5
EMP02918,SK0053,4,2
EMP02088,SK0140,4,2
EMP02656,SK0138,5,3
EMP02644,SK0108,4,1
EMP07227,SK0246,1,1
EMP01855,SK0244,2,2
EMP07610,SK0295,3,3
EMP09327,SK0243,5,2
EMP03377,SK0286,3,1
EMP06587,SK0053,5,1
EMP02833,SK0115,3,1
EMP00946,SK0213,3,1
EMP05624,SK0241,3,4
EMP01625,SK0140,5,2
EMP06230,SK0013,1,4
EMP04813,SK0108,5,1
EMP08560,SK0141,4,5
EMP07516,SK0218,4,1
EMP06248,SK0265,2,4
EMP08217,SK0082,4,5
EMP03287,SK0031,2,4
EMP02833,SK0100,1,1
EMP07382,SK0215,3,2
EMP01762,SK0170,2,5
EMP06677,SK0085,5,4
EMP02358,SK0064,4,1
EMP03279,SK0251,2,3
EMP01614,SK0078,1,3
EMP02535,SK0165,5,3
EMP01538,SK0213,5,3
EMP08649,SK0121,1,4
EMP09547,SK0117,2,3
EMP06631,SK0174,5,3
EMP06495,SK0194,1,2
EMP04936,SK0013,5,4
EMP01216,SK0276,3,2
EMP08299,SK0240,3,2
EMP02212,SK0132,2,4
EMP04409,SK0129,2,3
EMP00246,SK0030,5,5
EMP08593,SK0244,2,1
EMP02933,SK0143,1,5
EMP05861,SK0080,2,1
EMP02905,SK0123,4,5
EMP01609,SK0179,2,2
EMP06174,SK0299,5,3
EMP01959,SK0030,1,1
EMP04885,SK0255,4,5
EMP08371,SK0248,2,3
EMP01968,SK0078,5,4
EMP05280,SK0257,3,2
EMP05663,SK0215,2,3
EMP05249,SK0188,1,3
EMP05223,SK0200,5,5
EMP08083,SK0099,4,1
EMP05284,SK0144,3,3
EMP03720,SK0169,2,1
EMP00496,SK0205,5,4
EMP07744,SK0071,2,1
EMP05644,SK0036,2,1
EMP09472,SK0054,5,5
EMP04479,SK0021,4,4
EMP06216,SK0211,3,5
EMP05482,SK0299,2,2
EMP09316,SK0176,1,4
EMP04703,SK0223,2,4
EMP03572,SK0022,1,1
EMP03966,SK0239,3,2
EMP06764,SK0260,2,5
EMP04750,SK0133,2,3
EMP03405,SK0197,3,2
EMP07782,SK0144,2,2
EMP06428,SK0010,5,4
EMP07746,SK0026,5,1
EMP07389,SK0194,2,1
EMP08639,SK0262,4,5
EMP01672,SK0193,5,5
EMP06405,SK0193,5,2
EMP06734,SK0072,2,2
EMP07671,SK0114,5,3
EMP02499,SK0152,5,5
EMP09046,SK0030,2,3
EMP07651,SK0143,1,4
EMP02462,SK0105,3,1
EMP00084,SK0274,3,4
EMP01315,SK0090,3,4
EMP05497,SK0176,3,4
EMP01911,SK0090,1,2
EMP00302,SK0062,1,3
EMP06722,SK0207,5,1
EMP08276,SK0241,4,3
EMP01476,SK0053,4,4
EMP05510,SK0221,5,4
EMP03220,SK0297,1,2
EMP07279,SK0181,5,3
EMP03591,SK0272,3,3
EMP08116,SK0104,5,1
EMP04613,SK0221,2,4
EMP00161,SK0041,2,3
EMP09919,SK0072,3,4
EMP00845,SK0273,4,3
EMP07308,SK0277,3,2
EMP05052,SK0230,3,1
EMP05316,SK0218,5,2
EMP00779,SK0079,3,4
EMP00111,SK0260,1,1
EMP00625,SK0030,1,4
EMP04193,SK0187,2,2
EMP09111,SK0125,5,1
EMP09665,SK0103,4,5
EMP08220,SK0192,4,1
EMP05239,SK0012,3,3
EMP08265,SK0281,1,2
EMP02969,SK0200,5,1
EMP07229,SK0294,5,4
EMP07929,SK0296,3,5
EMP00030,SK0167,4,1
EMP04447,SK0204,5,4
EMP07240,SK0213,2,5
EMP02403,SK0191,1,5
EMP07092,SK0048,1,1
EMP05824,SK0231,5,2
EMP00473,SK0118,5,4
EMP09470,SK0063,4,3
EMP08931,SK0268,3,4
EMP07677,SK0178,5,4
EMP05700,SK0017,3,2
EMP07122,SK0095,5,3
EMP08166,SK0035,4,2
EMP08224,SK0232,1,3
EMP06176,SK0095,2,2
EMP08542,SK0097,2,5
EMP01417,SK0200,4,3
EMP06137,SK0153,1,5
EMP08737,SK0092,3,5
EMP00925,SK0116,3,4
EMP02314,SK0194,3,1
EMP06952,SK0164,1,5
EMP09468,SK0066,3,1
EMP03083,SK0281,2,4
EMP08132,SK0107,2,4
EMP04262,SK0128,3,4
EMP07809,SK0051,3,1
EMP08462,SK0196,3,1
EMP02706,SK0170,5,3
EMP09544,SK0092,3,2
EMP00573,SK0057,4,4
EMP09555,SK0089,1,5
EMP07002,SK0147,3,4
EMP02665,SK0197,4,1
EMP02417,SK0006,3,4
EMP03490,SK0048,4,3
EMP08816,SK0150,4,1
EMP06959,SK0298,4,2
EMP03491,SK0069,3,2
EMP04416,SK0187,4,1
EMP06365,SK0190,5,5
EMP06180,SK0012,2,5
EMP06464,SK0209,5,1
EMP06262,SK0300,1,4
EMP08469,SK0050,5,5
EMP07715,SK0205,3,1
EMP01589,SK0299,2,3
EMP04216,SK0266,1,2
EMP08547,SK0093,5,2
EMP02195,SK0198,1,2
EMP06038,SK0015,5,2
EMP05269,SK0205,3,1
EMP03855,SK0223,4,3
EMP07716,SK0242,3,1
EMP09996,SK0110,2,1
EMP08793,SK0268,2,4
EMP08409,SK0277,3,4
EMP04116,SK0137,4,5
EMP02632,SK0189,5,2
EMP05368,SK0240,1,4
EMP02711,SK0084,2,1
EMP03051,SK0085,1,3
EMP04868,SK0188,2,5
EMP02876,SK0266,1,3
EMP02423,SK0045,5,2
EMP04870,SK0237,5,2
EMP00787,SK0115,3,1
EMP06677,SK0218,1,5
EMP06352,SK0006,2,1
EMP00594,SK0149,4,2
EMP01446,SK0151,3,4
EMP04398,SK0091,2,1
EMP07751,SK0178,2,4
EMP06224,SK0222,3,4
EMP05324,SK0123,4,2
EMP04003,SK0027,2,4
EMP03905,SK0258,2,2
EMP02876,SK0046,5,5
EMP06244,SK0278,5,5
EMP01603,SK0204,1,1
EMP04257,SK0091,5,1
EMP06201,SK0011,3,2
EMP02611,SK0185,5,5
EMP00690,SK0180,3,4
EMP09726,SK0050,1,5
EMP08853,SK0206,1,1
EMP02747,SK0060,2,3
EMP07394,SK0111,2,5
EMP03175,SK0118,4,3
EMP05738,SK0044,5,4
EMP03031,SK0205,3,1
EMP07788,SK0065,4,5
EMP03221,SK0193,5,3
EMP04033,SK0070,2,2
EMP01579,SK0081,4,5
EMP08004,SK0253,4,1
EMP00619,SK0238,4,1
EMP07204,SK0256,4,3
EMP00291,SK0202,5,3
EMP01596,SK0116,3,2
EMP02122,SK0286,4,3
EMP08695,SK0212,1,2
EMP03960,SK0117,1,4
EMP04033,SK0168,5,2
EMP01368,SK0012,2,4
EMP08302,SK0004,5,5
EMP03189,SK0194,3,1
EMP00926,SK0131,5,3
EMP02227,SK0178,5,4
EMP01618,SK0248,5,3
EMP03792,SK0298,5,2
EMP05755,SK0169,2,1
EMP08849,SK0061,4,5
EMP02474,SK0025,5,4
EMP04498,SK0115,2,5
EMP02300,SK0086,4,1
EMP07038,SK0134,5,2
EMP09605,SK0155,3,3
EMP05489,SK0144,4,1
EMP07384,SK0145,3,3
EMP02457,SK0294,3,2
EMP00315,SK0070,4,1
EMP00077,SK0138,1,1
EMP04293,SK0092,2,1
EMP05422,SK0177,2,4
EMP07014,SK0139,3,4
EMP06659,SK0213,3,5
EMP01403,SK0151,3,4
EMP04022,SK0055,5,4
EMP03921,SK0202,4,3
EMP02812,SK0254,2,2
EMP03817,SK0016,4,3
EMP06287,SK0181,1,2
EMP02634,SK0016,5,5
EMP08981,SK0236,4,4
