employee_id,project_id,role,hours_allocated
EMP08429,PRJ4694,Contributor,229
EMP01966,PRJ4297,Contributor,249
EMP02774,PRJ4407,Manager,192
EMP02203,PRJ4006,Manager,240
EMP06176,PRJ1460,Contributor,223
EMP02017,PRJ4493,Contributor,198
EMP05829,PRJ3981,Contributor,72
EMP09086,PRJ1204,Contributor,199
EMP03044,PRJ4184,Lead,159
EMP02125,PRJ4677,Contributor,373
EMP09608,PRJ3833,Manager,430
EMP09875,PRJ1102,Contributor,322
EMP05405,PRJ2095,Lead,32
EMP08137,PRJ0199,Manager,17
EMP00624,PRJ3467,Lead,350
EMP00624,PRJ1300,Contributor,324
EMP04978,PRJ3397,Contributor,102
EMP05735,PRJ1521,Manager,219
EMP06214,PRJ0924,Manager,35
EMP00868,PRJ3742,Lead,176
EMP09678,PRJ1716,Contributor,419
EMP06075,PRJ4123,Lead,202
EMP08064,PRJ4190,Contributor,429
EMP08050,PRJ4620,Contributor,75
EMP01507,PRJ4931,Manager,349
EMP09743,PRJ3203,Lead,394
EMP09616,PRJ1451,Contributor,409
EMP07996,PRJ0786,Reviewer,64
EMP01797,PRJ1159,Manager,355
EMP02804,PRJ0953,Manager,96
EMP07160,PRJ3755,Contributor,200
EMP01132,PRJ2277,Reviewer,84
EMP05854,PRJ3360,Reviewer,125
EMP00031,PRJ4328,Manager,404
EMP08031,PRJ2976,Reviewer,129
EMP04327,PRJ2336,Contributor,486
EMP07907,PRJ0040,Contributor,243
EMP07344,PRJ2411,Contributor,234
EMP04378,PRJ3918,Manager,484
EMP01034,PRJ1177,Lead,475
EMP07415,PRJ1491,Contributor,187
EMP08235,PRJ3964,Contributor,366
EMP01508,PRJ1284,Lead,160
EMP06566,PRJ4536,Lead,191
EMP09583,PRJ4672,Lead,467
EMP01784,PRJ3753,Reviewer,455
EMP02136,PRJ1132,Lead,361
EMP06665,PRJ3855,Lead,416
EMP02873,PRJ3787,Manager,202
EMP03713,PRJ4202,Manager,266
EMP02653,PRJ4623,Reviewer,11
EMP00374,PRJ0038,Contributor,198
EMP06289,PRJ0427,Reviewer,356
EMP08558,PRJ3344,Contributor,247
EMP00003,PRJ1564,Manager,434
EMP08298,PRJ2773,Contributor,392
EMP02006,PRJ2298,Manager,275
EMP00682,PRJ0124,Contributor,261
EMP04449,PRJ4712,Contributor,400
EMP08555,PRJ4058,Lead,495
EMP04865,PRJ4318,Contributor,182
EMP04477,PRJ2510,Manager,218
EMP06663,PRJ3529,Reviewer,447
EMP02589,PRJ2408,Manager,447
EMP03694,PRJ3673,Contributor,128
EMP06289,PRJ0437,Lead,437
EMP01797,PRJ4533,Contributor,479
EMP05617,PRJ4925,Contributor,131
EMP09264,PRJ0529,Reviewer,468
EMP02460,PRJ3079,Reviewer,306
EMP01334,PRJ4911,Contributor,207
EMP04746,PRJ4127,Manager,293
EMP00762,PRJ2046,Manager,149
EMP03723,PRJ1059,Lead,117
EMP03226,PRJ3504,Contributor,45
EMP01177,PRJ4891,Reviewer,105
EMP07106,PRJ3200,Reviewer,288
EMP06177,PRJ3584,Reviewer,314
EMP01595,PRJ1160,Reviewer,318
EMP04581,PRJ3093,Manager,180
EMP04399,PRJ4860,Manager,74
EMP02504,PRJ1770,Manager,130
EMP00094,PRJ0158,Lead,301
EMP04224,PRJ4421,Manager,89
EMP01880,PRJ1827,Lead,498
EMP05498,PRJ4651,Lead,116
EMP07424,PRJ4671,Reviewer,123
EMP07241,PRJ3041,Manager,23
EMP08290,PRJ3161,Contributor,56
EMP01530,PRJ2352,Contributor,400
EMP01542,PRJ4389,Reviewer,383
EMP02522,PRJ2193,Lead,124
EMP03929,PRJ0940,Manager,50
EMP05529,PRJ4205,Manager,240
EMP01789,PRJ1776,Lead,331
EMP07449,PRJ2338,Lead,218
EMP04256,PRJ3466,Manager,345
EMP05420,PRJ4066,Contributor,72
EMP02784,PRJ1877,Reviewer,327
EMP08749,PRJ1633,Lead,289
EMP06290,PRJ2797,Manager,52
EMP04247,PRJ3141,Reviewer,141
EMP05516,PRJ3085,Lead,81
EMP03871,PRJ2251,Reviewer,442
EMP03139,PRJ2445,Lead,289
EMP03870,PRJ0744,Reviewer,111
EMP01652,PRJ4143,Manager,417
EMP00002,PRJ0951,Manager,160
EMP08725,PRJ4452,Contributor,127
EMP01835,PRJ3386,Reviewer,323
EMP03411,PRJ1765,Reviewer,486
EMP05579,PRJ3918,Manager,147
EMP07937,PRJ0311,Reviewer,239
EMP00101,PRJ1514,Contributor,147
EMP00402,PRJ2097,Manager,76
EMP01951,PRJ0544,Reviewer,186
EMP05932,PRJ2299,Contributor,404
EMP09327,PRJ2646,Reviewer,311
EMP05719,PRJ4938,Lead,260
EMP04006,PRJ4337,Lead,84
EMP06869,PRJ1418,Manager,275
EMP05302,PRJ4800,Lead,81
EMP07034,PRJ1547,Lead,473
EMP00619,PRJ4275,Contributor,266
EMP09613,PRJ2633,Manager,82
EMP07722,PRJ3088,Lead,482
EMP08198,PRJ4627,Contributor,452
EMP06811,PRJ4552,Manager,127
EMP02857,PRJ4185,Lead,262
EMP08625,PRJ3661,Contributor,49
EMP02285,PRJ1807,Reviewer,121
EMP07395,PRJ2234,Lead,243
EMP02819,PRJ4061,Reviewer,163
EMP01848,PRJ0886,Lead,100
EMP01986,PRJ2292,Lead,410
EMP07189,PRJ0955,Reviewer,228
EMP07577,PRJ0373,Manager,381
EMP08308,PRJ0868,Manager,379
EMP00068,PRJ2530,Reviewer,408
EMP04914,PRJ0936,Contributor,467
EMP07483,PRJ3067,Contributor,352
EMP06852,PRJ0597,Manager,330
EMP07794,PRJ0757,Lead,72
EMP07293,PRJ4254,Contributor,303
EMP08342,PRJ4255,Reviewer,167
EMP03826,PRJ0157,Reviewer,158
EMP08124,PRJ1071,Manager,453
EMP01673,PRJ3505,Lead,139
EMP02666,PRJ0959,Reviewer,462
EMP07814,PRJ3268,Reviewer,155
EMP09814,PRJ0608,Contributor,202
EMP02900,PRJ0853,Lead,105
EMP04376,PRJ4342,Lead,450
EMP01043,PRJ3297,Reviewer,295
EMP06095,PRJ0742,Reviewer,290
EMP04623,PRJ3961,Reviewer,14
EMP01894,PRJ4944,Manager,475
EMP00508,PRJ1469,Lead,418
EMP04725,PRJ4566,Manager,57
EMP08760,PRJ0664,Lead,393
EMP03936,PRJ3666,Reviewer,139
EMP03440,PRJ1720,Reviewer,315
EMP05714,PRJ3315,Reviewer,234
EMP09918,PRJ2130,Lead,166
EMP01614,PRJ3074,Manager,372
EMP09585,PRJ4316,Manager,74
EMP04689,PRJ4230,Manager,129
EMP06765,PRJ3507,Contributor,321
EMP08668,PRJ2968,Lead,41
EMP02739,PRJ0155,Contributor,54
EMP01731,PRJ4952,Manager,367
EMP02879,PRJ2175,Reviewer,400
EMP09367,PRJ1901,Manager,102
EMP02523,PRJ1945,Contributor,478
EMP09114,PRJ0949,Manager,328
EMP03428,PRJ0316,Lead,234
EMP01704,PRJ3921,Contributor,435
EMP09159,PRJ1572,Contributor,483
EMP06486,PRJ4103,Reviewer,489
EMP01980,PRJ1759,Lead,184
EMP01500,PRJ4491,Reviewer,12
EMP09747,PRJ3194,Lead,34
EMP07578,PRJ1461,Manager,237
EMP07260,PRJ2819,Reviewer,338
EMP03776,PRJ4256,Lead,439
EMP06471,PRJ4629,Manager,316
EMP03886,PRJ3591,Reviewer,67
EMP07416,PRJ2427,Reviewer,181
EMP05434,PRJ3218,Lead,18
EMP00197,PRJ2637,Lead,213
EMP04457,PRJ0168,Contributor,204
EMP09840,PRJ3021,Reviewer,467
EMP04249,PRJ0384,Contributor,419
EMP04194,PRJ4271,Contributor,497
EMP01043,PRJ0133,Manager,149
EMP07022,PRJ3686,Reviewer,129
EMP08227,PRJ0211,Manager,435
EMP07308,PRJ2321,Reviewer,204
EMP04940,PRJ1489,Contributor,350
EMP04821,PRJ0367,Manager,498
EMP00961,PRJ4876,Reviewer,202
EMP08946,PRJ4753,Reviewer,426
EMP04484,PRJ3517,Reviewer,119
EMP09026,PRJ1229,Reviewer,372
EMP03354,PRJ4840,Manager,234
EMP09248,PRJ3585,Lead,35
EMP04480,PRJ1154,Reviewer,222
EMP02268,PRJ0376,Lead,202
EMP01607,PRJ0772,Contributor,346
EMP00130,PRJ2194,Manager,96
EMP05276,PRJ3156,Reviewer,188
EMP03422,PRJ1409,Reviewer,209
EMP03438,PRJ1131,Contributor,363
EMP04551,PRJ0915,Contributor,195
EMP00169,PRJ4638,Manager,390
EMP09919,PRJ2152,Lead,242
EMP00251,PRJ2690,Manager,262
EMP05859,PRJ0854,Manager,24
EMP00709,PRJ4657,Reviewer,16
EMP02254,PRJ2774,Contributor,362
EMP05791,PRJ0446,Contributor,359
EMP03838,PRJ0551,Manager,23
EMP00722,PRJ2851,Contributor,54
EMP00804,PRJ1151,Lead,199
EMP01753,PRJ0264,Reviewer,329
EMP06062,PRJ3458,Manager,362
EMP07178,PRJ4740,Lead,396
EMP06758,PRJ1242,Manager,258
EMP08340,PRJ4716,Reviewer,428
EMP02578,PRJ3771,Manager,48
EMP02910,PRJ2891,Lead,207
EMP06155,PRJ4708,Manager,365
EMP03989,PRJ1933,Manager,400
EMP03119,PRJ1552,Lead,461
EMP09706,PRJ4142,Lead,83
EMP09149,PRJ1159,Lead,66
EMP00521,PRJ0663,Contributor,241
EMP03306,PRJ0668,Manager,253
EMP06878,PRJ1875,Contributor,295
EMP06831,PRJ3963,Reviewer,223
EMP04942,PRJ4278,Reviewer,357
EMP08089,PRJ1958,Manager,63
EMP08689,PRJ1691,Lead,432
EMP02181,PRJ4272,Lead,369
EMP06454,PRJ4626,Contributor,12
EMP06543,PRJ0860,Reviewer,163
EMP02852,PRJ4578,Reviewer,494
EMP08288,PRJ0681,Reviewer,17
EMP07850,PRJ4262,Lead,31
EMP07596,PRJ0516,Lead,262
EMP03666,PRJ4210,Reviewer,16
EMP03425,PRJ3725,Contributor,470
EMP03550,PRJ0873,Manager,338
EMP02175,PRJ3696,Lead,424
EMP02708,PRJ2629,Manager,404
EMP09599,PRJ4427,Reviewer,429
EMP09499,PRJ3572,Contributor,428
EMP08662,PRJ1922,Lead,294
EMP00450,PRJ0439,Manager,207
EMP03774,PRJ3396,Manager,231
EMP07395,PRJ0579,Contributor,475
EMP04131,PRJ4953,Lead,404
EMP04614,PRJ4024,Manager,337
EMP03253,PRJ2468,Lead,297
EMP06842,PRJ3468,Manager,322
EMP09031,PRJ4857,Lead,249
EMP07658,PRJ3651,Manager,77
EMP06710,PRJ2064,Manager,184
EMP03514,PRJ4972,Manager,499
EMP09886,PRJ2089,Manager,385
EMP05271,PRJ4414,Reviewer,257
EMP08601,PRJ2531,Reviewer,427
EMP04181,PRJ3459,Contributor,183
EMP02257,PRJ1144,Manager,311
EMP01950,PRJ0693,Manager,59
EMP08317,PRJ4518,Manager,276
EMP05859,PRJ2235,Lead,311
EMP06313,PRJ1955,Contributor,25
EMP01652,PRJ2951,Contributor,96
EMP02990,PRJ0896,Reviewer,194
EMP08805,PRJ4999,Manager,395
EMP01371,PRJ4155,Manager,228
EMP02087,PRJ2801,Contributor,153
EMP06980,PRJ3762,Manager,100
EMP03262,PRJ0786,Lead,274
EMP01378,PRJ4143,Contributor,54
EMP08524,PRJ1307,Reviewer,154
EMP02395,PRJ1488,Reviewer,146
EMP09024,PRJ2142,Manager,272
EMP05966,PRJ3003,Contributor,479
EMP00623,PRJ3926,Reviewer,409
EMP00239,PRJ1653,Reviewer,114
EMP03520,PRJ3040,Manager,392
EMP09428,PRJ3083,Manager,431
EMP03206,PRJ0637,Lead,467
EMP07726,PRJ1036,Contributor,454
EMP09671,PRJ4240,Reviewer,369
EMP09416,PRJ4516,Lead,412
EMP03998,PRJ1807,Lead,290
EMP04656,PRJ1019,Reviewer,130
EMP04978,PRJ4528,Manager,442
EMP02412,PRJ4896,Lead,184
EMP02724,PRJ1843,Manager,158
EMP04095,PRJ1941,Lead,101
EMP06255,PRJ2351,Contributor,381
EMP00167,PRJ0910,Reviewer,178
EMP05103,PRJ0006,Contributor,499
EMP06097,PRJ3107,Lead,133
EMP05124,PRJ3837,Lead,428
EMP09549,PRJ4138,Contributor,266
EMP03360,PRJ3481,Reviewer,462
EMP09557,PRJ1031,Reviewer,494
EMP01591,PRJ4829,Lead,455
EMP07712,PRJ4490,Manager,97
EMP06363,PRJ1098,Reviewer,37
EMP03593,PRJ2778,Contributor,348
EMP03667,PRJ4806,Contributor,178
EMP02124,PRJ4058,Reviewer,451
EMP07937,PRJ4719,Contributor,303
EMP07821,PRJ1038,Lead,402
EMP03093,PRJ4035,Lead,272
EMP05160,PRJ3750,Manager,263
EMP05436,PRJ2665,Reviewer,436
EMP09125,PRJ1103,Manager,336
EMP02979,PRJ1546,Lead,317
EMP09954,PRJ1753,Lead,360
EMP06606,PRJ2579,Contributor,269
EMP05081,PRJ2801,Contributor,43
EMP02383,PRJ0109,Manager,27
EMP07208,PRJ4958,Contributor,52
EMP01112,PRJ4708,Reviewer,16
EMP04025,PRJ4919,Reviewer,70
EMP07080,PRJ2783,Reviewer,11
EMP05070,PRJ4020,Contributor,392
EMP09539,PRJ2506,Lead,52
EMP05627,PRJ2728,Manager,343
EMP09547,PRJ2286,Contributor,437
EMP02381,PRJ1796,Lead,301
EMP08360,PRJ3936,Manager,288
EMP07922,PRJ2104,Lead,454
EMP09428,PRJ4471,Manager,115
EMP03434,PRJ2987,Manager,26
EMP08603,PRJ3299,Contributor,59
EMP07110,PRJ2201,Manager,234
EMP03546,PRJ0419,Contributor,295
EMP03276,PRJ1975,Reviewer,437
EMP08260,PRJ0101,Manager,446
EMP07891,PRJ4653,Contributor,493
EMP04759,PRJ0738,Contributor,294
EMP05313,PRJ4406,Manager,120
EMP06169,PRJ3224,Manager,119
EMP04785,PRJ2823,Lead,43
EMP02100,PRJ4780,Contributor,489
EMP05951,PRJ4021,Lead,340
EMP03107,PRJ1568,Reviewer,343
EMP04746,PRJ1104,Manager,28
EMP04720,PRJ0959,Reviewer,474
EMP05441,PRJ0327,Lead,258
EMP03692,PRJ1490,Reviewer,199
EMP03055,PRJ0357,Contributor,440
EMP07870,PRJ2000,Reviewer,371
EMP08658,PRJ0002,Reviewer,494
EMP01466,PRJ3881,Lead,499
EMP03082,PRJ4443,Contributor,347
EMP07218,PRJ3659,Contributor,496
EMP09376,PRJ2992,Lead,188
EMP03495,PRJ0924,Manager,488
EMP02494,PRJ4085,Reviewer,374
EMP02788,PRJ3669,Manager,138
EMP08595,PRJ4385,Manager,12
EMP07517,PRJ3807,Manager,136
EMP02956,PRJ2254,Lead,307
EMP02515,PRJ2248,Contributor,206
EMP07235,PRJ0133,Lead,358
EMP06571,PRJ1870,Lead,202
EMP00692,PRJ4529,Contributor,285
EMP06422,PRJ3037,Contributor,161
EMP09793,PRJ3574,Contributor,174
EMP04894,PRJ1037,Lead,217
EMP08540,PRJ3185,Manager,27
EMP06370,PRJ2442,Lead,265
EMP09983,PRJ0750,Contributor,300
EMP04313,PRJ2794,Reviewer,474
EMP03995,PRJ3910,Manager,188
EMP02586,PRJ3733,Reviewer,493
EMP04106,PRJ3802,Reviewer,188
EMP03475,PRJ1650,Reviewer,179
EMP02166,PRJ0943,Lead,479
EMP02588,PRJ3493,Lead,195
EMP08231,PRJ0608,Contributor,406
EMP03339,PRJ0513,Reviewer,30
EMP02993,PRJ1423,Reviewer,61
EMP05350,PRJ3495,Reviewer,420
EMP02112,PRJ3046,Manager,28
EMP03846,PRJ4614,Reviewer,446
EMP07329,PRJ0606,Reviewer,128
EMP03950,PRJ0392,Manager,499
EMP02305,PRJ1353,Lead,115
EMP06329,PRJ4009,Lead,48
EMP07009,PRJ4608,Reviewer,497
EMP03072,PRJ0281,Reviewer,268
EMP04930,PRJ1189,Manager,493
EMP09039,PRJ0310,Contributor,317
EMP04758,PRJ1622,Manager,486
EMP03937,PRJ0098,Reviewer,17
EMP03489,PRJ3588,Reviewer,174
EMP09522,PRJ1723,Reviewer,11
EMP04090,PRJ2772,Reviewer,155
EMP05919,PRJ4995,Contributor,364
EMP06116,PRJ2207,Reviewer,434
EMP05086,PRJ4620,Lead,50
EMP02853,PRJ0799,Contributor,274
EMP08115,PRJ1310,Manager,420
EMP07969,PRJ2966,Reviewer,440
EMP02897,PRJ0070,Lead,240
EMP04364,PRJ2284,Lead,474
EMP02311,PRJ1353,Lead,173
EMP06290,PRJ2823,Contributor,49
EMP03380,PRJ4088,Lead,390
EMP03382,PRJ2328,Reviewer,102
EMP02937,PRJ4632,Contributor,46
EMP02436,PRJ2431,Reviewer,323
EMP05382,PRJ2250,Reviewer,463
EMP06205,PRJ0869,Reviewer,201
EMP00569,PRJ4854,Lead,288
EMP00531,PRJ3329,Lead,282
EMP04707,PRJ0269,Contributor,53
EMP05109,PRJ0661,Contributor,251
EMP05378,PRJ1582,Manager,310
EMP08856,PRJ4415,Lead,245
EMP01828,PRJ4490,Lead,165
EMP06440,PRJ2402,Reviewer,419
EMP02180,PRJ4830,Lead,449
EMP07688,PRJ1360,Manager,210
EMP05661,PRJ1243,Contributor,63
EMP03672,PRJ0113,Lead,277
EMP01292,PRJ3682,Reviewer,342
EMP02367,PRJ3981,Lead,196
EMP00129,PRJ4650,Contributor,361
EMP00675,PRJ0205,Lead,428
EMP02898,PRJ4811,Manager,287
EMP07985,PRJ4136,Contributor,206
EMP06834,PRJ1087,Lead,195
EMP07993,PRJ1880,Contributor,169
EMP07391,PRJ0822,Reviewer,176
EMP06868,PRJ3014,Reviewer,409
EMP08872,PRJ3057,Reviewer,111
EMP06309,PRJ0858,Lead,327
EMP04617,PRJ0754,Lead,479
EMP08288,PRJ2854,Reviewer,229
EMP09175,PRJ4209,Lead,315
EMP06529,PRJ2356,Contributor,382
EMP00906,PRJ2025,Lead,185
EMP09742,PRJ0745,Contributor,478
EMP08390,PRJ3955,Reviewer,489
EMP01220,PRJ3748,Lead,430
EMP03164,PRJ3163,Contributor,120
EMP06555,PRJ0651,Lead,344
EMP00168,PRJ3559,Lead,139
EMP09104,PRJ4461,Manager,99
EMP08907,PRJ4778,Reviewer,363
EMP03986,PRJ1646,Manager,186
EMP00268,PRJ4242,Manager,81
EMP04425,PRJ3960,Reviewer,192
EMP02068,PRJ2457,Manager,10
EMP09984,PRJ2909,Contributor,158
EMP09029,PRJ3464,Contributor,10
EMP09505,PRJ0657,Manager,135
EMP05800,PRJ2801,Lead,61
EMP02409,PRJ3026,Contributor,239
EMP07270,PRJ4701,Lead,299
EMP05152,PRJ4311,Reviewer,182
EMP07373,PRJ4771,Contributor,336
EMP08808,PRJ3620,Reviewer,197
EMP01337,PRJ1873,Reviewer,430
EMP09409,PRJ0549,Contributor,54
EMP09844,PRJ2807,Contributor,223
EMP02056,PRJ3316,Lead,16
EMP06477,PRJ3264,Manager,333
EMP03754,PRJ4871,Lead,68
EMP02210,PRJ3044,Contributor,159
EMP06187,PRJ3276,Reviewer,458
EMP03122,PRJ3476,Lead,116
EMP08399,PRJ3653,Contributor,447
EMP06301,PRJ0258,Reviewer,293
EMP08254,PRJ4746,Lead,466
EMP06961,PRJ0596,Reviewer,487
EMP03856,PRJ1137,Contributor,381
EMP02463,PRJ0573,Lead,467
EMP07090,PRJ0354,Contributor,301
EMP02280,PRJ2149,Lead,478
EMP02298,PRJ1966,Manager,12
EMP04217,PRJ1485,Manager,10
EMP03352,PRJ0793,Reviewer,473
EMP05877,PRJ4264,Manager,398
EMP01506,PRJ4340,Manager,175
EMP01685,PRJ0001,Reviewer,60
EMP00807,PRJ2637,Manager,257
EMP02185,PRJ4918,Lead,497
EMP09955,PRJ4409,Contributor,476
EMP08018,PRJ0219,Manager,431
EMP05274,PRJ2432,Reviewer,86
EMP09931,PRJ3440,Reviewer,78
EMP04871,PRJ1352,Lead,155
EMP08523,PRJ2887,Lead,43
EMP07902,PRJ2316,Lead,236
EMP00150,PRJ4727,Manager,295
EMP02399,PRJ3531,Manager,30
EMP00151,PRJ4516,Manager,274
EMP04029,PRJ2731,Contributor,72
EMP01117,PRJ0451,Lead,400
EMP04069,PRJ1145,Manager,63
EMP06554,PRJ4189,Lead,244
EMP09005,PRJ0669,Lead,314
EMP07870,PRJ0209,Lead,442
EMP03191,PRJ4059,Lead,176
EMP05539,PRJ0115,Reviewer,80
EMP00394,PRJ2971,Contributor,101
EMP00967,PRJ3176,Lead,242
EMP03804,PRJ2767,Reviewer,314
EMP05357,PRJ0997,Manager,151
EMP03459,PRJ2644,Lead,397
EMP09052,PRJ3383,Contributor,73
EMP07131,PRJ3797,Lead,498
EMP02739,PRJ2712,Manager,267
EMP00394,PRJ4473,Contributor,158
EMP06085,PRJ3630,Reviewer,273
EMP06651,PRJ3688,Reviewer,106
EMP04086,PRJ4353,Lead,338
EMP03548,PRJ0757,Contributor,296
EMP04913,PRJ0012,Contributor,178
EMP08006,PRJ3505,Contributor,231
EMP07265,PRJ0320,Reviewer,241
EMP01561,PRJ2436,Reviewer,119
EMP05573,PRJ0657,Manager,457
EMP08891,PRJ1083,Lead,439
EMP02675,PRJ1410,Manager,281
EMP01913,PRJ1166,Lead,433
EMP01933,PRJ0069,Contributor,73
EMP08552,PRJ0898,Contributor,482
EMP04971,PRJ2652,Contributor,354
EMP08492,PRJ3741,Lead,233
EMP04311,PRJ3638,Lead,58
EMP05812,PRJ2757,Contributor,470
EMP04866,PRJ3120,Manager,212
EMP08627,PRJ2621,Lead,259
EMP02427,PRJ4421,Manager,121
EMP07218,PRJ3196,Manager,137
EMP04617,PRJ2519,Contributor,387
EMP01158,PRJ1924,Reviewer,98
EMP06173,PRJ0232,Reviewer,402
EMP06625,PRJ1734,Lead,406
EMP05883,PRJ3801,Contributor,270
EMP05396,PRJ0224,Manager,312
EMP07297,PRJ2430,Reviewer,250
EMP09024,PRJ4074,Lead,364
EMP07296,PRJ1047,Manager,72
EMP09293,PRJ4450,Reviewer,450
EMP07895,PRJ0698,Reviewer,299
EMP04555,PRJ0511,Contributor,173
EMP01614,PRJ1756,Reviewer,391
EMP04087,PRJ4960,Contributor,298
EMP05855,PRJ4334,Reviewer,309
EMP04075,PRJ0232,Manager,277
EMP02032,PRJ4393,Manager,403
EMP01991,PRJ3482,Manager,246
EMP02888,PRJ0618,Reviewer,234
EMP01290,PRJ0917,Contributor,168
EMP02697,PRJ0452,Lead,181
EMP05755,PRJ2252,Manager,152
EMP09419,PRJ2293,Contributor,496
EMP09185,PRJ0584,Reviewer,276
EMP04949,PRJ4521,Lead,142
EMP08114,PRJ4496,Manager,435
EMP09438,PRJ0944,Contributor,143
EMP09580,PRJ0859,Lead,141
EMP00102,PRJ3671,Lead,478
EMP08876,PRJ2594,Contributor,410
EMP09629,PRJ0624,Reviewer,56
EMP03531,PRJ3131,Contributor,204
EMP04326,PRJ1482,Manager,307
EMP06380,PRJ3924,Contributor,220
EMP07178,PRJ3607,Manager,485
EMP01475,PRJ2570,Lead,100
EMP00714,PRJ0082,Manager,64
EMP01892,PRJ4634,Contributor,239
EMP00126,PRJ2652,Reviewer,290
EMP02968,PRJ4547,Reviewer,63
EMP01017,PRJ0308,Reviewer,179
EMP06404,PRJ1520,Contributor,346
EMP08616,PRJ3403,Manager,303
EMP07591,PRJ2574,Contributor,93
EMP08032,PRJ0866,Manager,99
EMP02400,PRJ0620,Lead,155
EMP00047,PRJ3780,Lead,86
EMP02845,PRJ4993,Lead,310
EMP07695,PRJ0448,Contributor,33
EMP05508,PRJ0322,Reviewer,75
EMP02424,PRJ1217,Lead,126
EMP06754,PRJ1342,Manager,344
EMP06304,PRJ0325,Manager,459
EMP07391,PRJ2815,Manager,263
EMP05982,PRJ4525,Manager,199
EMP00878,PRJ3377,Contributor,232
EMP00687,PRJ4807,Contributor,62
EMP03257,PRJ1473,Manager,83
EMP05462,PRJ2203,Lead,212
EMP08213,PRJ2435,Lead,294
EMP03822,PRJ2855,Reviewer,195
EMP04664,PRJ4624,Contributor,142
EMP08098,PRJ0944,Lead,200
EMP07342,PRJ4312,Reviewer,439
EMP01242,PRJ2683,Lead,488
EMP03466,PRJ0440,Reviewer,259
EMP01252,PRJ0463,Reviewer,239
EMP08071,PRJ2392,Lead,178
EMP00746,PRJ2763,Lead,41
EMP09457,PRJ2474,Reviewer,282
EMP05007,PRJ1726,Lead,46
EMP07112,PRJ4801,Manager,489
EMP07480,PRJ1312,Contributor,413
EMP09500,PRJ3761,Lead,291
EMP07181,PRJ4733,Manager,395
EMP01391,PRJ1849,Reviewer,382
EMP00407,PRJ2759,Contributor,135
EMP06462,PRJ1906,Lead,28
EMP06011,PRJ3002,Reviewer,339
EMP08222,PRJ4305,Lead,224
EMP03281,PRJ0604,Reviewer,96
EMP01547,PRJ4263,Contributor,191
EMP02267,PRJ0803,Manager,94
EMP00417,PRJ4259,Lead,435
EMP04830,PRJ1190,Manager,313
EMP02750,PRJ4954,Manager,289
EMP00837,PRJ0723,Lead,381
EMP05736,PRJ4176,Lead,233
EMP04917,PRJ3485,Reviewer,192
EMP07240,PRJ3196,Lead,349
EMP00103,PRJ2670,Manager,432
EMP01124,PRJ4852,Manager,313
EMP09785,PRJ2715,Lead,12
EMP02490,PRJ0584,Contributor,195
EMP05844,PRJ3918,Lead,118
EMP05357,PRJ2602,Contributor,470
EMP04807,PRJ3686,Reviewer,313
EMP00609,PRJ3382,Lead,230
EMP06761,PRJ0383,Contributor,323
EMP00984,PRJ3621,Reviewer,145
EMP07786,PRJ0540,Lead,341
EMP07260,PRJ0532,Lead,381
EMP06901,PRJ2301,Reviewer,241
EMP09500,PRJ4913,Reviewer,212
EMP07352,PRJ1393,Lead,222
EMP04408,PRJ1420,Reviewer,207
EMP09150,PRJ3583,Contributor,60
EMP06900,PRJ3169,Lead,47
EMP08876,PRJ3119,Manager,317
EMP04876,PRJ4088,Contributor,123
EMP07148,PRJ3929,Manager,42
EMP09112,PRJ1144,Manager,347
EMP09564,PRJ3384,Contributor,271
EMP09724,PRJ4632,Lead,466
EMP09714,PRJ2090,Lead,383
EMP06122,PRJ2566,Lead,177
EMP07891,PRJ2779,Lead,480
EMP08462,PRJ0440,Reviewer,27
EMP06303,PRJ3043,Lead,61
EMP06024,PRJ0643,Lead,213
EMP05160,PRJ2964,Manager,383
EMP03952,PRJ2795,Contributor,181
EMP05777,PRJ4938,Manager,134
EMP00364,PRJ3358,Lead,47
EMP02071,PRJ3773,Manager,89
EMP04515,PRJ1185,Contributor,290
EMP03671,PRJ0198,Reviewer,440
EMP09197,PRJ4663,Reviewer,142
EMP06839,PRJ2970,Reviewer,346
EMP00052,PRJ0817,Manager,36
EMP02730,PRJ1478,Reviewer,107
EMP04815,PRJ2467,Lead,384
EMP04011,PRJ1432,Manager,409
EMP08842,PRJ4833,Manager,262
EMP04134,PRJ4301,Reviewer,75
EMP07843,PRJ3571,Contributor,186
EMP05645,PRJ3002,Reviewer,257
EMP04962,PRJ3033,Reviewer,216
EMP01446,PRJ0660,Reviewer,209
EMP03434,PRJ2780,Contributor,160
EMP03088,PRJ3237,Manager,355
EMP08903,PRJ1895,Lead,354
EMP09498,PRJ4015,Contributor,427
EMP02454,PRJ3341,Manager,391
EMP05380,PRJ0528,Manager,364
EMP04562,PRJ3134,Lead,325
EMP08245,PRJ4174,Manager,166
EMP05235,PRJ3870,Manager,486
EMP04789,PRJ3050,Manager,459
EMP09246,PRJ1550,Reviewer,51
EMP09996,PRJ1308,Reviewer,134
EMP08069,PRJ1499,Contributor,155
EMP01216,PRJ4286,Contributor,235
EMP00697,PRJ0608,Contributor,344
EMP04032,PRJ1002,Manager,485
EMP05847,PRJ4525,Manager,239
EMP05267,PRJ2091,Lead,362
EMP08587,PRJ0338,Reviewer,486
EMP00918,PRJ2081,Manager,394
EMP09365,PRJ1704,Reviewer,436
