employee_id,exit_date,reason,type
EMP01132,2026-03-13,Relocation,Voluntary
EMP03581,2024-12-07,Personal,Involuntary
EMP08129,2025-05-19,Relocation,Voluntary
EMP06364,2024-12-16,Performance,Voluntary
EMP09569,2025-07-05,Career Change,Voluntary
EMP03534,2024-11-08,Career Change,Voluntary
EMP02921,2024-01-09,Personal,Voluntary
EMP04023,2024-08-14,Performance,Voluntary
EMP03742,2024-06-13,Personal,Voluntary
EMP04161,2024-11-09,Personal,Voluntary
EMP09464,2024-08-18,Personal,Involuntary
EMP01662,2026-02-03,Personal,Voluntary
EMP06553,2024-04-19,Relocation,Voluntary
EMP01004,2025-10-10,Performance,Voluntary
EMP00044,2025-12-21,Better Offer,Voluntary
EMP00524,2025-09-23,Relocation,Voluntary
EMP06255,2023-08-30,Relocation,Voluntary
EMP04177,2026-02-01,Relocation,Involuntary
EMP02005,2026-02-28,Relocation,Voluntary
EMP01008,2023-08-18,Career Change,Voluntary
EMP06569,2026-02-28,Personal,Involuntary
EMP09941,2024-11-12,Career Change,Voluntary
EMP07733,2024-10-13,Career Change,Voluntary
EMP05529,2024-04-02,Performance,Voluntary
EMP08772,2024-04-27,Relocation,Voluntary
EMP07450,2024-11-20,Better Offer,Voluntary
EMP01661,2026-01-17,Relocation,Voluntary
EMP03038,2023-11-21,Performance,Voluntary
EMP04174,2025-06-06,Relocation,Voluntary
EMP02808,2024-01-03,Better Offer,Voluntary
EMP09745,2024-06-09,Relocation,Voluntary
EMP00815,2024-04-16,Performance,Voluntary
EMP00403,2024-11-20,Better Offer,Voluntary
EMP07310,2025-07-05,Career Change,Voluntary
EMP00164,2024-09-13,Better Offer,Involuntary
EMP05543,2024-03-16,Career Change,Voluntary
EMP04655,2024-06-13,Personal,Involuntary
EMP02454,2026-01-21,Performance,Voluntary
EMP00642,2026-05-12,Personal,Voluntary
EMP07163,2024-07-29,Personal,Voluntary
EMP08991,2025-09-07,Personal,Voluntary
EMP00658,2024-12-03,Career Change,Involuntary
EMP08717,2025-06-15,Personal,Voluntary
EMP01823,2025-07-30,Performance,Voluntary
EMP00508,2025-11-29,Better Offer,Voluntary
EMP03384,2025-02-04,Relocation,Voluntary
EMP02649,2026-05-07,Personal,Involuntary
EMP06201,2025-02-23,Better Offer,Voluntary
EMP07868,2024-05-29,Career Change,Voluntary
EMP05086,2025-03-15,Personal,Voluntary
EMP02096,2024-03-08,Relocation,Voluntary
EMP06115,2024-03-11,Personal,Involuntary
EMP03294,2025-02-26,Performance,Voluntary
EMP07291,2026-03-26,Relocation,Involuntary
EMP01321,2023-09-21,Better Offer,Voluntary
EMP02499,2025-07-14,Career Change,Voluntary
EMP05856,2023-11-02,Relocation,Involuntary
EMP01314,2024-10-15,Performance,Voluntary
EMP03836,2026-07-24,Better Offer,Voluntary
EMP09340,2025-09-30,Performance,Voluntary
EMP05755,2024-03-10,Performance,Involuntary
EMP05735,2024-08-24,Performance,Voluntary
EMP01297,2024-02-22,Career Change,Voluntary
EMP04546,2023-12-19,Personal,Voluntary
EMP05364,2024-09-13,Relocation,Involuntary
EMP03218,2026-04-26,Relocation,Involuntary
EMP00809,2024-01-03,Performance,Voluntary
EMP07086,2024-12-16,Career Change,Involuntary
EMP08331,2026-01-06,Personal,Voluntary
EMP04835,2024-09-18,Better Offer,Voluntary
EMP00733,2023-09-14,Personal,Voluntary
EMP05627,2025-10-28,Better Offer,Involuntary
EMP00753,2026-02-02,Performance,Voluntary
EMP04238,2024-09-27,Relocation,Voluntary
EMP06777,2023-10-03,Career Change,Voluntary
EMP00224,2024-12-19,Career Change,Voluntary
EMP02435,2025-03-21,Performance,Voluntary
EMP05659,2023-12-25,Better Offer,Voluntary
EMP08362,2024-05-24,Better Offer,Voluntary
EMP04586,2026-04-13,Performance,Voluntary
EMP00457,2025-05-25,Relocation,Voluntary
EMP08547,2024-09-04,Better Offer,Voluntary
EMP06270,2025-08-28,Better Offer,Voluntary
EMP09308,2024-03-01,Career Change,Voluntary
EMP05076,2025-08-27,Relocation,Involuntary
EMP08810,2026-02-23,Career Change,Voluntary
EMP06156,2024-02-05,Better Offer,Involuntary
EMP04550,2025-11-01,Personal,Voluntary
EMP09179,2025-07-08,Personal,Voluntary
EMP07826,2023-08-20,Career Change,Voluntary
EMP03551,2025-11-08,Performance,Voluntary
EMP09829,2025-09-21,Personal,Voluntary
EMP05172,2026-01-20,Relocation,Voluntary
EMP09623,2024-08-18,Relocation,Voluntary
EMP09557,2025-10-07,Performance,Involuntary
EMP08392,2025-11-21,Relocation,Voluntary
EMP02481,2026-05-10,Career Change,Voluntary
EMP02899,2025-03-17,Personal,Voluntary
EMP03944,2023-08-22,Relocation,Voluntary
EMP05668,2025-10-01,Personal,Voluntary
EMP06663,2024-03-25,Performance,Voluntary
EMP05555,2026-06-18,Relocation,Voluntary
EMP03128,2025-03-20,Performance,Voluntary
EMP01539,2024-07-09,Performance,Voluntary
EMP04712,2024-07-03,Better Offer,Voluntary
EMP08667,2025-06-16,Personal,Voluntary
EMP02433,2026-03-21,Better Offer,Voluntary
EMP03230,2024-06-12,Better Offer,Voluntary
EMP01597,2025-09-20,Relocation,Voluntary
EMP04498,2023-11-14,Performance,Voluntary
EMP04302,2024-06-03,Performance,Voluntary
EMP09381,2026-07-24,Better Offer,Voluntary
EMP03773,2024-03-28,Relocation,Voluntary
EMP08814,2024-10-23,Performance,Voluntary
EMP01127,2025-08-13,Career Change,Involuntary
EMP04905,2024-08-13,Relocation,Voluntary
EMP04135,2023-12-19,Career Change,Voluntary
EMP02343,2025-09-11,Personal,Voluntary
EMP08616,2024-03-09,Relocation,Voluntary
EMP00315,2026-02-18,Relocation,Voluntary
EMP05809,2024-02-01,Better Offer,Involuntary
EMP04244,2025-09-07,Better Offer,Involuntary
EMP02405,2025-11-06,Career Change,Involuntary
EMP01572,2026-05-09,Career Change,Voluntary
EMP05918,2024-10-25,Better Offer,Voluntary
EMP03268,2023-09-11,Personal,Involuntary
EMP07338,2024-05-28,Performance,Voluntary
EMP00439,2024-11-20,Better Offer,Involuntary
EMP08130,2024-06-25,Relocation,Involuntary
EMP01880,2026-07-22,Career Change,Involuntary
EMP05014,2023-10-19,Better Offer,Voluntary
EMP05498,2026-07-05,Performance,Involuntary
EMP04468,2025-07-02,Relocation,Involuntary
EMP06070,2023-09-07,Better Offer,Voluntary
EMP04960,2024-09-02,Career Change,Voluntary
EMP03038,2024-01-10,Career Change,Voluntary
EMP07470,2025-12-15,Personal,Voluntary
EMP03155,2026-07-03,Performance,Voluntary
EMP05940,2026-01-20,Better Offer,Involuntary
EMP04841,2025-03-17,Relocation,Voluntary
EMP02336,2025-06-02,Better Offer,Voluntary
EMP09054,2025-12-16,Better Offer,Involuntary
EMP08168,2025-04-06,Personal,Voluntary
EMP04140,2024-06-23,Relocation,Voluntary
EMP04331,2025-06-15,Relocation,Voluntary
EMP06949,2024-01-14,Career Change,Voluntary
EMP00843,2025-05-31,Performance,Voluntary
EMP00755,2024-02-18,Better Offer,Voluntary
EMP02674,2025-12-03,Better Offer,Voluntary
EMP02639,2025-11-16,Performance,Voluntary
EMP08876,2025-08-19,Relocation,Voluntary
EMP05146,2024-02-29,Relocation,Voluntary
EMP02141,2023-11-25,Career Change,Voluntary
EMP00004,2023-09-21,Career Change,Voluntary
EMP04311,2025-02-27,Career Change,Voluntary
EMP03141,2025-11-05,Performance,Voluntary
EMP00965,2024-10-03,Performance,Involuntary
EMP04638,2024-12-28,Personal,Voluntary
EMP01358,2026-01-08,Better Offer,Voluntary
EMP00567,2026-03-22,Relocation,Voluntary
EMP00567,2023-09-28,Career Change,Voluntary
EMP09086,2026-05-10,Performance,Voluntary
EMP04763,2025-12-10,Performance,Voluntary
EMP01778,2024-12-22,Better Offer,Voluntary
EMP09300,2025-08-24,Personal,Voluntary
EMP08367,2023-09-18,Performance,Involuntary
EMP03808,2025-06-25,Relocation,Involuntary
EMP01667,2024-08-15,Career Change,Voluntary
EMP09499,2024-04-04,Personal,Voluntary
EMP08528,2025-04-20,Personal,Involuntary
EMP02416,2025-06-17,Performance,Voluntary
EMP04212,2023-11-15,Career Change,Voluntary
EMP08770,2026-01-28,Relocation,Voluntary
EMP05280,2025-03-12,Career Change,Voluntary
EMP01707,2023-12-29,Career Change,Involuntary
EMP08384,2024-01-23,Career Change,Involuntary
EMP09961,2025-04-06,Performance,Voluntary
EMP03875,2024-07-17,Career Change,Voluntary
EMP03339,2024-03-18,Better Offer,Involuntary
EMP05635,2024-10-09,Career Change,Voluntary
EMP08474,2026-06-21,Personal,Involuntary
EMP00963,2025-08-01,Career Change,Voluntary
EMP05216,2024-01-25,Better Offer,Voluntary
EMP07571,2024-05-03,Better Offer,Voluntary
EMP03246,2024-02-19,Personal,Voluntary
EMP05364,2024-10-21,Better Offer,Voluntary
EMP04942,2025-05-08,Performance,Voluntary
EMP03986,2026-01-31,Performance,Voluntary
EMP08365,2026-03-26,Better Offer,Voluntary
EMP02304,2025-10-07,Better Offer,Voluntary
EMP07571,2024-04-07,Better Offer,Voluntary
EMP06221,2026-01-09,Career Change,Voluntary
EMP09770,2024-11-05,Personal,Voluntary
EMP08257,2023-12-09,Personal,Voluntary
EMP02597,2023-08-31,Relocation,Involuntary
EMP05618,2026-01-13,Performance,Voluntary
EMP03805,2025-10-04,Personal,Voluntary
EMP04861,2024-02-24,Career Change,Involuntary
EMP05062,2024-03-28,Relocation,Voluntary
EMP05190,2023-10-30,Personal,Involuntary
EMP06979,2024-09-02,Personal,Voluntary
EMP09344,2024-02-05,Personal,Involuntary
EMP07994,2025-05-15,Relocation,Voluntary
EMP07331,2024-07-21,Relocation,Voluntary
EMP03550,2026-03-21,Career Change,Voluntary
EMP05808,2026-05-04,Better Offer,Voluntary
EMP09780,2026-07-10,Relocation,Voluntary
EMP01592,2025-11-25,Career Change,Voluntary
EMP09616,2025-11-13,Better Offer,Voluntary
EMP03031,2024-04-27,Personal,Voluntary
EMP03502,2024-02-04,Performance,Involuntary
EMP00146,2024-12-06,Career Change,Involuntary
EMP04690,2024-01-21,Relocation,Voluntary
EMP05992,2024-04-17,Better Offer,Voluntary
EMP00731,2023-11-09,Relocation,Voluntary
EMP03673,2025-12-02,Career Change,Involuntary
EMP06616,2024-11-18,Personal,Voluntary
EMP02040,2025-09-17,Career Change,Voluntary
EMP00278,2023-12-04,Better Offer,Voluntary
EMP02713,2026-06-01,Better Offer,Voluntary
EMP07714,2023-08-22,Performance,Involuntary
EMP00445,2026-01-09,Personal,Voluntary
EMP08686,2026-07-01,Performance,Involuntary
EMP08157,2024-06-30,Career Change,Voluntary
EMP04086,2026-04-18,Career Change,Voluntary
EMP08287,2024-02-06,Relocation,Voluntary
EMP03575,2025-05-22,Personal,Voluntary
EMP05092,2024-02-07,Personal,Voluntary
EMP00301,2024-09-05,Personal,Voluntary
EMP03891,2024-01-26,Personal,Voluntary
EMP05789,2025-10-26,Performance,Involuntary
EMP09165,2025-02-25,Performance,Voluntary
EMP06037,2025-02-24,Performance,Involuntary
EMP01426,2025-08-29,Better Offer,Voluntary
EMP04927,2025-12-04,Career Change,Voluntary
EMP02833,2025-11-07,Relocation,Voluntary
EMP00750,2023-11-10,Performance,Voluntary
EMP03577,2023-08-24,Better Offer,Voluntary
EMP05527,2025-01-03,Career Change,Voluntary
EMP01755,2024-04-04,Relocation,Involuntary
EMP09766,2025-09-30,Personal,Voluntary
EMP08300,2024-07-26,Career Change,Voluntary
EMP04508,2025-10-07,Career Change,Voluntary
EMP07592,2024-09-20,Personal,Involuntary
EMP04200,2025-05-08,Personal,Voluntary
EMP07957,2023-09-18,Career Change,Voluntary
EMP06651,2024-02-25,Relocation,Voluntary
EMP08960,2026-01-17,Career Change,Voluntary
EMP04481,2025-04-20,Relocation,Involuntary
EMP06102,2026-06-07,Career Change,Voluntary
EMP00866,2025-04-25,Career Change,Voluntary
EMP02835,2024-09-21,Personal,Voluntary
EMP01967,2024-05-19,Relocation,Voluntary
EMP01138,2025-04-19,Relocation,Voluntary
EMP04857,2024-12-10,Career Change,Involuntary
EMP09069,2025-03-18,Personal,Voluntary
EMP06312,2026-04-14,Relocation,Voluntary
EMP03959,2023-11-02,Performance,Voluntary
EMP06297,2023-09-18,Career Change,Voluntary
EMP07482,2026-03-05,Performance,Voluntary
EMP08423,2024-10-13,Performance,Voluntary
EMP05807,2026-01-13,Relocation,Voluntary
EMP05575,2026-07-22,Personal,Voluntary
EMP00641,2023-11-18,Career Change,Voluntary
EMP02125,2025-12-07,Career Change,Involuntary
EMP01004,2026-04-22,Career Change,Voluntary
EMP09125,2025-08-29,Performance,Voluntary
EMP03478,2025-12-21,Personal,Voluntary
EMP09450,2024-11-11,Better Offer,Voluntary
EMP01149,2024-10-05,Personal,Involuntary
EMP03884,2025-01-06,Relocation,Voluntary
EMP08931,2026-05-29,Relocation,Voluntary
EMP08368,2024-02-21,Personal,Voluntary
EMP09440,2025-08-25,Performance,Involuntary
EMP00826,2024-01-28,Performance,Voluntary
EMP01662,2025-10-21,Performance,Involuntary
EMP04535,2024-02-23,Performance,Voluntary
EMP04471,2023-11-21,Relocation,Voluntary
EMP06670,2024-01-08,Personal,Voluntary
EMP00619,2026-06-19,Better Offer,Voluntary
EMP05221,2024-10-09,Relocation,Voluntary
EMP06842,2025-12-31,Relocation,Voluntary
EMP09435,2024-12-28,Performance,Voluntary
EMP04182,2025-10-13,Relocation,Involuntary
EMP07979,2025-12-04,Personal,Voluntary
EMP03522,2024-09-05,Relocation,Voluntary
EMP09252,2024-03-06,Career Change,Voluntary
EMP02174,2026-08-04,Performance,Voluntary
EMP06276,2025-01-22,Performance,Voluntary
EMP00554,2024-06-27,Performance,Voluntary
EMP03906,2023-12-24,Career Change,Voluntary
EMP05360,2024-02-08,Relocation,Voluntary
EMP07960,2024-08-11,Career Change,Voluntary
EMP02669,2023-08-21,Career Change,Involuntary
EMP05937,2025-10-26,Performance,Voluntary
EMP09447,2025-02-10,Relocation,Voluntary
EMP05919,2025-02-19,Performance,Voluntary
EMP02497,2023-12-28,Better Offer,Voluntary
EMP06816,2024-04-09,Better Offer,Involuntary
EMP04782,2026-01-03,Better Offer,Involuntary
EMP00286,2024-09-21,Relocation,Voluntary
EMP08481,2024-07-23,Performance,Involuntary
EMP09450,2025-02-10,Performance,Involuntary
EMP06941,2023-09-04,Career Change,Voluntary
EMP01185,2026-06-24,Career Change,Voluntary
EMP08741,2024-07-07,Relocation,Voluntary
EMP01438,2024-09-27,Relocation,Voluntary
EMP09708,2024-11-13,Personal,Voluntary
EMP08658,2025-10-25,Relocation,Involuntary
EMP07032,2025-12-18,Better Offer,Voluntary
EMP03286,2026-04-04,Better Offer,Voluntary
EMP09896,2024-04-27,Personal,Voluntary
EMP08096,2023-10-05,Performance,Voluntary
EMP05914,2024-12-04,Career Change,Voluntary
EMP04206,2025-03-12,Better Offer,Voluntary
EMP05939,2025-01-11,Relocation,Involuntary
EMP00681,2026-03-19,Personal,Voluntary
EMP06233,2024-02-24,Performance,Voluntary
EMP05517,2024-08-26,Performance,Involuntary
EMP01345,2024-01-31,Relocation,Involuntary
EMP08308,2025-07-29,Relocation,Voluntary
EMP01543,2025-07-12,Performance,Voluntary
EMP07462,2024-07-25,Career Change,Involuntary
EMP06559,2026-06-16,Relocation,Involuntary
EMP03488,2026-04-13,Performance,Voluntary
EMP09384,2023-08-30,Performance,Involuntary
EMP07195,2026-04-12,Personal,Voluntary
EMP03630,2025-08-07,Relocation,Voluntary
EMP03458,2023-08-21,Better Offer,Voluntary
EMP07258,2023-08-16,Performance,Voluntary
EMP09654,2026-06-28,Performance,Voluntary
EMP03378,2025-03-30,Career Change,Voluntary
EMP00960,2024-01-19,Relocation,Voluntary
EMP09644,2026-05-21,Better Offer,Voluntary
EMP05513,2026-02-24,Career Change,Voluntary
EMP03574,2026-05-15,Better Offer,Voluntary
EMP06848,2025-04-10,Better Offer,Voluntary
EMP00161,2026-01-30,Career Change,Voluntary
EMP06170,2026-04-08,Performance,Voluntary
EMP07266,2023-11-26,Career Change,Voluntary
EMP03011,2024-12-10,Better Offer,Voluntary
EMP00046,2025-11-21,Career Change,Voluntary
EMP09757,2026-01-12,Career Change,Voluntary
EMP07245,2023-11-03,Personal,Involuntary
EMP03444,2025-04-18,Performance,Voluntary
EMP04181,2025-09-15,Performance,Voluntary
EMP03083,2024-06-08,Performance,Voluntary
EMP01999,2024-04-26,Relocation,Voluntary
EMP03847,2026-05-22,Personal,Voluntary
EMP03654,2025-07-11,Performance,Involuntary
EMP05470,2025-05-26,Performance,Involuntary
EMP01179,2024-01-25,Personal,Voluntary
EMP02243,2026-03-17,Better Offer,Voluntary
EMP06859,2025-09-13,Performance,Voluntary
EMP07513,2025-02-21,Performance,Involuntary
EMP06611,2026-07-07,Performance,Voluntary
EMP07391,2024-08-27,Performance,Voluntary
EMP03199,2023-08-24,Personal,Involuntary
EMP02958,2025-08-01,Performance,Voluntary
EMP01034,2025-04-30,Career Change,Voluntary
EMP06902,2024-10-24,Career Change,Voluntary
EMP04285,2024-01-27,Performance,Involuntary
EMP07209,2025-02-12,Relocation,Voluntary
EMP04395,2023-11-13,Personal,Voluntary
EMP07289,2025-01-13,Better Offer,Voluntary
EMP08007,2024-12-14,Career Change,Voluntary
EMP08702,2026-04-14,Personal,Voluntary
EMP09580,2024-03-23,Better Offer,Voluntary
EMP03429,2025-06-17,Relocation,Voluntary
EMP04502,2024-11-01,Better Offer,Voluntary
EMP00351,2026-04-11,Performance,Voluntary
EMP03157,2025-11-14,Personal,Voluntary
EMP02653,2024-05-07,Performance,Voluntary
EMP09771,2023-11-01,Personal,Voluntary
EMP00455,2026-05-24,Career Change,Voluntary
EMP07042,2025-04-22,Career Change,Voluntary
EMP01376,2024-03-27,Relocation,Voluntary
EMP09203,2024-02-19,Better Offer,Voluntary
EMP04112,2025-03-26,Better Offer,Voluntary
EMP05523,2023-10-20,Relocation,Voluntary
EMP00824,2025-08-11,Better Offer,Voluntary
EMP04574,2026-03-10,Career Change,Voluntary
EMP02534,2024-03-07,Performance,Voluntary
EMP00587,2025-12-22,Personal,Voluntary
EMP03724,2024-08-22,Career Change,Voluntary
EMP07718,2026-01-04,Career Change,Voluntary
EMP01850,2025-01-31,Performance,Voluntary
EMP06324,2025-12-10,Better Offer,Involuntary
EMP05913,2025-02-07,Relocation,Voluntary
EMP08858,2024-07-17,Performance,Voluntary
EMP08173,2025-10-24,Performance,Voluntary
EMP04696,2025-01-10,Relocation,Voluntary
EMP04272,2024-04-30,Relocation,Voluntary
EMP04407,2025-01-18,Better Offer,Involuntary
EMP00060,2025-06-23,Performance,Voluntary
EMP07001,2024-06-01,Relocation,Voluntary
EMP00835,2024-04-24,Performance,Voluntary
EMP00294,2024-02-01,Personal,Voluntary
EMP04086,2025-11-11,Relocation,Voluntary
EMP06742,2024-12-03,Career Change,Voluntary
EMP00689,2026-05-15,Career Change,Voluntary
EMP09847,2025-04-16,Career Change,Voluntary
EMP06941,2025-03-02,Career Change,Voluntary
EMP08819,2026-01-16,Career Change,Voluntary
EMP01594,2024-05-13,Better Offer,Voluntary
EMP05293,2024-01-05,Performance,Voluntary
EMP09285,2026-03-24,Career Change,Voluntary
EMP08295,2025-12-04,Relocation,Involuntary
EMP01644,2025-09-30,Career Change,Voluntary
EMP00127,2024-02-02,Personal,Voluntary
EMP00087,2024-01-04,Performance,Involuntary
EMP01234,2023-08-16,Performance,Voluntary
EMP03178,2024-04-21,Personal,Voluntary
EMP01356,2025-12-10,Better Offer,Voluntary
EMP00570,2024-12-25,Relocation,Voluntary
EMP09298,2024-02-18,Performance,Voluntary
EMP08696,2024-11-07,Better Offer,Voluntary
EMP00852,2024-05-25,Performance,Involuntary
EMP08263,2023-11-06,Relocation,Voluntary
EMP05685,2023-08-31,Career Change,Voluntary
EMP06632,2024-09-18,Better Offer,Voluntary
EMP02264,2026-01-05,Performance,Voluntary
EMP08360,2023-11-26,Career Change,Voluntary
EMP02985,2024-11-23,Performance,Involuntary
EMP04545,2024-04-24,Performance,Voluntary
EMP05354,2024-04-05,Relocation,Voluntary
EMP05739,2024-10-03,Performance,Voluntary
EMP02740,2025-12-23,Personal,Voluntary
EMP04667,2026-06-30,Performance,Involuntary
EMP05038,2026-06-16,Better Offer,Voluntary
EMP02090,2023-11-16,Better Offer,Voluntary
EMP08262,2023-10-01,Career Change,Voluntary
EMP08399,2025-05-27,Career Change,Involuntary
EMP03948,2023-12-04,Personal,Voluntary
EMP08891,2026-02-15,Personal,Voluntary
EMP04288,2024-02-03,Career Change,Voluntary
EMP07478,2024-03-20,Career Change,Voluntary
EMP09739,2025-07-13,Better Offer,Involuntary
EMP07027,2026-06-09,Career Change,Involuntary
EMP04863,2026-05-15,Performance,Voluntary
EMP09558,2026-03-23,Better Offer,Voluntary
EMP07461,2024-03-03,Personal,Voluntary
EMP03846,2026-06-26,Better Offer,Voluntary
EMP01756,2025-11-05,Career Change,Voluntary
EMP06173,2025-06-05,Performance,Voluntary
EMP08716,2023-09-17,Performance,Voluntary
EMP08772,2024-11-03,Relocation,Voluntary
EMP06382,2025-09-05,Relocation,Voluntary
EMP06437,2024-03-21,Performance,Voluntary
EMP03710,2024-02-21,Relocation,Involuntary
EMP05387,2025-02-21,Performance,Involuntary
EMP07115,2024-10-25,Better Offer,Voluntary
EMP07373,2026-04-14,Relocation,Voluntary
EMP04405,2024-08-13,Personal,Voluntary
EMP07213,2024-08-03,Relocation,Involuntary
EMP01449,2025-11-30,Personal,Voluntary
EMP00577,2025-05-07,Relocation,Voluntary
EMP06387,2026-03-16,Better Offer,Voluntary
EMP01407,2025-07-20,Career Change,Voluntary
EMP08820,2025-09-27,Career Change,Voluntary
EMP05563,2023-11-14,Performance,Voluntary
EMP05898,2024-03-25,Performance,Voluntary
EMP02170,2025-06-16,Career Change,Voluntary
EMP01812,2024-04-06,Career Change,Voluntary
EMP08699,2026-02-09,Relocation,Involuntary
EMP00244,2024-08-16,Relocation,Voluntary
EMP01039,2026-07-17,Better Offer,Voluntary
EMP03591,2023-08-05,Better Offer,Voluntary
EMP03653,2026-02-28,Career Change,Voluntary
EMP04118,2024-02-22,Career Change,Voluntary
EMP06901,2025-06-19,Personal,Voluntary
EMP02627,2026-06-30,Better Offer,Voluntary
EMP06657,2023-12-23,Relocation,Voluntary
EMP03778,2024-04-02,Relocation,Voluntary
EMP04336,2023-08-25,Personal,Voluntary
EMP06831,2026-03-02,Relocation,Voluntary
EMP09747,2026-05-22,Relocation,Voluntary
EMP00154,2025-05-06,Relocation,Voluntary
EMP02796,2023-10-26,Career Change,Voluntary
EMP02066,2025-05-03,Career Change,Voluntary
EMP07029,2024-01-27,Performance,Voluntary
EMP00965,2024-05-16,Performance,Involuntary
EMP02294,2024-06-02,Performance,Involuntary
EMP07003,2025-05-08,Relocation,Voluntary
EMP04348,2025-02-22,Performance,Involuntary
EMP06708,2026-04-05,Better Offer,Voluntary
EMP05292,2023-12-02,Relocation,Involuntary
EMP08983,2025-12-08,Personal,Involuntary
EMP04399,2025-06-17,Personal,Involuntary
EMP01100,2025-08-09,Career Change,Voluntary
EMP06292,2025-05-26,Relocation,Voluntary
EMP05071,2023-09-03,Relocation,Involuntary
EMP00130,2025-07-21,Personal,Voluntary
EMP01083,2024-05-09,Better Offer,Voluntary
EMP08432,2026-04-23,Relocation,Voluntary
EMP07471,2026-05-02,Performance,Voluntary
EMP09619,2026-03-07,Performance,Involuntary
EMP09012,2026-07-30,Better Offer,Voluntary
EMP05923,2026-07-20,Personal,Voluntary
EMP06204,2025-03-18,Performance,Voluntary
EMP04054,2025-04-03,Better Offer,Involuntary
EMP02409,2025-03-22,Relocation,Voluntary
EMP06803,2024-09-02,Career Change,Voluntary
EMP03074,2024-06-06,Relocation,Voluntary
EMP09943,2024-06-01,Relocation,Voluntary
EMP05057,2026-01-25,Career Change,Voluntary
EMP09727,2024-05-25,Career Change,Involuntary
EMP05861,2026-06-14,Performance,Involuntary
EMP09115,2025-01-23,Performance,Voluntary
EMP08154,2024-03-01,Career Change,Voluntary
EMP06039,2024-04-01,Career Change,Voluntary
EMP00231,2024-03-20,Personal,Voluntary
EMP04756,2023-08-07,Personal,Voluntary
EMP05936,2024-05-31,Better Offer,Voluntary
EMP08799,2025-07-05,Personal,Voluntary
EMP05012,2025-03-28,Career Change,Voluntary
EMP01454,2026-05-25,Better Offer,Voluntary
EMP08270,2026-03-19,Relocation,Voluntary
EMP09757,2025-10-10,Performance,Voluntary
EMP02147,2025-11-19,Better Offer,Voluntary
EMP00149,2023-09-15,Career Change,Involuntary
EMP02104,2026-06-18,Performance,Involuntary
EMP03724,2024-01-17,Career Change,Voluntary
EMP05647,2025-08-01,Career Change,Voluntary
EMP04525,2025-05-08,Better Offer,Involuntary
EMP03441,2024-01-08,Career Change,Voluntary
EMP05533,2023-08-07,Relocation,Voluntary
EMP08369,2023-09-23,Performance,Voluntary
EMP04703,2025-02-23,Performance,Voluntary
EMP02099,2025-01-23,Better Offer,Voluntary
EMP06335,2026-04-18,Better Offer,Voluntary
EMP01685,2024-09-29,Career Change,Voluntary
EMP08731,2023-11-17,Personal,Voluntary
EMP03770,2024-09-08,Personal,Involuntary
EMP03138,2026-04-01,Relocation,Voluntary
EMP01561,2023-08-20,Relocation,Voluntary
EMP05821,2024-08-01,Performance,Voluntary
EMP08109,2024-12-31,Better Offer,Voluntary
EMP07887,2026-03-26,Career Change,Voluntary
EMP05412,2024-06-25,Personal,Voluntary
EMP02338,2026-07-19,Personal,Voluntary
EMP05101,2026-01-17,Relocation,Voluntary
EMP08254,2025-05-10,Better Offer,Involuntary
EMP07233,2025-06-15,Performance,Voluntary
EMP07062,2023-10-21,Career Change,Voluntary
EMP03472,2024-01-03,Personal,Involuntary
EMP09543,2023-12-27,Performance,Voluntary
EMP07702,2025-12-30,Career Change,Involuntary
EMP00312,2024-05-23,Performance,Involuntary
EMP02704,2023-11-11,Performance,Voluntary
EMP09173,2023-10-14,Relocation,Voluntary
EMP02231,2023-10-25,Personal,Voluntary
EMP05819,2024-05-06,Performance,Voluntary
EMP05838,2025-08-19,Personal,Voluntary
EMP05512,2024-08-03,Better Offer,Involuntary
EMP05579,2024-12-23,Personal,Voluntary
EMP08634,2024-01-06,Performance,Involuntary
EMP04899,2024-01-05,Personal,Involuntary
EMP06484,2024-06-07,Relocation,Voluntary
EMP02192,2024-07-16,Relocation,Voluntary
EMP06574,2026-03-17,Performance,Voluntary
EMP02054,2026-04-30,Career Change,Voluntary
EMP01877,2024-01-27,Career Change,Voluntary
EMP02534,2025-04-29,Performance,Voluntary
EMP05056,2025-02-03,Better Offer,Voluntary
EMP00983,2026-04-18,Better Offer,Voluntary
EMP02872,2025-02-06,Better Offer,Voluntary
EMP00461,2025-02-19,Career Change,Involuntary
EMP03037,2025-09-02,Performance,Voluntary
EMP05965,2026-01-22,Better Offer,Voluntary
EMP04173,2025-10-01,Relocation,Voluntary
EMP00991,2023-09-08,Personal,Involuntary
EMP01330,2026-03-24,Career Change,Involuntary
EMP04521,2025-08-01,Career Change,Voluntary
EMP00375,2025-11-09,Better Offer,Voluntary
EMP08523,2023-10-06,Performance,Voluntary
EMP00916,2025-11-22,Performance,Voluntary
EMP06105,2025-03-25,Career Change,Voluntary
EMP03053,2026-01-21,Career Change,Voluntary
EMP08050,2026-05-30,Performance,Voluntary
EMP02472,2024-08-27,Career Change,Involuntary
EMP08603,2024-02-11,Performance,Involuntary
EMP04594,2025-08-18,Better Offer,Voluntary
EMP04455,2024-09-11,Relocation,Voluntary
EMP01715,2026-02-06,Performance,Voluntary
EMP00915,2023-11-18,Relocation,Voluntary
EMP00005,2024-03-18,Personal,Involuntary
EMP09174,2025-03-28,Personal,Voluntary
